Booking ID,Booking Status,DateTime,Vehicle Type,Pickup Location,Drop Location,Booking Value,Avg VTAT
"""CNR2001093""",Completed,2024-05-06 10:05:15,Auto,Sarai Kale Khan,Punjabi Bagh,362.0,12.6
"""CNR6408004""",Completed,2024-11-03 21:47:42,Go Mini,Aya Nagar,Pragati Maidan,706.0,3.4
"""CNR9814855""",Completed,2024-08-30 22:22:24,Uber XL,Sarojini Nagar,Noida Extension,289.0,8.2
"""CNR3741331""",Completed,2024-04-08 21:54:59,Premier Sedan,Tagore Garden,Aya Nagar,236.0,12.4
"""CNR3565091""",Completed,2024-09-19 19:25:02,Premier Sedan,Ashram,Rohini West,429.0,11.8
"""CNR9689415""",Completed,2024-04-02 14:42:36,Go Sedan,Karol Bagh,Indraprastha,2236.0,2.6
"""CNR4175636""",Completed,2024-08-21 10:47:27,Auto,Mansarovar Park,Vaishali,181.0,3.5
"""CNR1322793""",Completed,2024-07-01 21:37:23,Premier Sedan,Ambience Mall,Vishwavidyalaya,768.0,3.2
"""CNR5046646""",Completed,2024-11-12 18:23:40,Premier Sedan,Anand Vihar,Pitampura,53.0,4.1
"""CNR1210627""",Completed,2024-01-15 08:52:31,Bike,Kaushambi,RK Puram,254.0,14.2
"""CNR9237879""",Completed,2024-02-05 19:37:45,Auto,Punjabi Bagh,Adarsh Nagar,254.0,4.3
"""CNR1468808""",Completed,2024-02-26 02:56:42,Go Mini,Gurgaon Railway Station,Rohini East,436.0,7.4
"""CNR1556371""",Completed,2024-05-26 19:54:01,Premier Sedan,Uttam Nagar,Jasola,659.0,4.0
"""CNR4757308""",Completed,2024-09-14 12:21:23,Uber XL,Noida Sector 62,Sushant Lok,757.0,13.4
"""CNR9300399""",Completed,2024-10-30 08:08:41,Go Mini,India Gate,Laxmi Nagar,950.0,10.8
"""CNR7885124""",Completed,2024-08-10 18:02:51,Go Sedan,Vishwavidyalaya,Bhikaji Cama Place,954.0,9.7
"""CNR6902130""",Completed,2024-03-01 10:34:46,Bike,Pragati Maidan,Botanical Garden,228.0,12.4
"""CNR1340171""",Completed,2024-06-12 14:53:40,Premier Sedan,Saket A Block,Kherki Daula Toll,523.0,6.5
"""CNR8151081""",Completed,2024-04-30 10:04:36,Premier Sedan,IGNOU Road,Rohini West,2514.0,2.4
"""CNR9971618""",Completed,2024-12-15 06:26:24,Go Mini,Nehru Place,Vidhan Sabha,565.0,7.4
"""CNR2168175""",Incomplete,2024-09-12 08:54:45,eBike,Pitampura,Paharganj,533.0,2.8
"""CNR1496869""",Completed,2024-05-19 22:56:06,eBike,Subhash Chowk,Jor Bagh,1453.0,5.7
"""CNR5256756""",Completed,2024-01-25 21:31:29,Go Mini,Punjabi Bagh,Netaji Subhash Place,482.0,9.7
"""CNR2189512""",Completed,2024-09-13 12:11:02,Auto,Moti Nagar,Lal Quila,437.0,14.4
"""CNR7794568""",Completed,2024-07-09 06:44:10,Go Sedan,Hero Honda Chowk,Aya Nagar,782.0,5.0
"""CNR3876908""",Completed,2024-02-24 07:21:32,Go Mini,Maidan Garhi,Sadar Bazar Gurgaon,862.0,7.7
"""CNR2458074""",Completed,2024-10-05 15:35:05,Auto,Malviya Nagar,Nawada,579.0,3.2
"""CNR8385024""",Incomplete,2024-07-02 10:34:33,Premier Sedan,Gurgaon Sector 56,Netaji Subhash Place,718.0,2.3
"""CNR4269063""",Completed,2024-01-16 10:31:59,Premier Sedan,Huda City Centre,Greater Kailash,941.0,5.7
"""CNR5599673""",Completed,2024-05-20 23:14:32,Go Mini,Saket A Block,Moolchand,84.0,14.7
"""CNR6536919""",Incomplete,2024-03-29 19:38:37,Bike,Udyog Vihar,Narsinghpur,1165.0,6.1
"""CNR2792785""",Completed,2024-11-29 17:12:06,Go Mini,Jor Bagh,Lajpat Nagar,1124.0,12.6
"""CNR2926763""",Completed,2024-06-26 22:07:02,Bike,Raj Nagar Extension,Lok Kalyan Marg,101.0,7.2
"""CNR5573532""",Completed,2024-07-01 21:27:28,Go Sedan,Rohini,Vaishali,218.0,5.1
"""CNR8030162""",Completed,2024-12-16 02:27:21,Go Sedan,Kadarpur,Indraprastha,911.0,6.8
"""CNR7337051""",Completed,2024-01-23 21:32:35,eBike,Ambience Mall,IIT Delhi,344.0,7.7
"""CNR1929112""",Incomplete,2024-10-24 06:31:57,Premier Sedan,Vishwavidyalaya,Old Gurgaon,240.0,9.9
"""CNR6509020""",Incomplete,2024-05-15 14:27:42,eBike,Samaypur Badli,Netaji Subhash Place,415.0,2.9
"""CNR5047949""",Completed,2024-08-31 15:31:21,Premier Sedan,Bhiwadi,Vinobapuri,1201.0,7.2
"""CNR7784744""",Completed,2024-02-20 20:31:53,Go Mini,Ashok Park Main,Rithala,384.0,11.5
"""CNR3391283""",Completed,2024-04-08 20:39:16,Bike,Vaishali,New Colony,404.0,7.7
"""CNR5150951""",Completed,2024-06-23 05:20:57,Premier Sedan,Noida Sector 62,Connaught Place,261.0,13.2
"""CNR5198141""",Completed,2024-02-08 18:08:00,Auto,Narsinghpur,IMT Manesar,471.0,7.4
"""CNR9833352""",Completed,2024-04-24 15:40:02,Premier Sedan,Pataudi Chowk,Tughlakabad,393.0,5.8
"""CNR6348659""",Completed,2024-09-04 06:41:52,Auto,Faridabad Sector 15,Vishwavidyalaya,963.0,6.3
"""CNR9912484""",Completed,2024-04-22 08:21:35,Auto,Janakpuri,Vatika Chowk,778.0,9.7
"""CNR6928406""",Completed,2024-11-21 15:50:37,Go Sedan,IGNOU Road,Govindpuri,165.0,4.2
"""CNR8929477""",Completed,2024-05-04 16:08:53,Auto,Meerut,Shastri Nagar,3097.0,2.4
"""CNR5339864""",Completed,2024-04-02 13:25:46,Bike,Qutub Minar,Subhash Nagar,261.0,8.5
"""CNR3273635""",Completed,2024-04-12 18:50:13,Premier Sedan,Adarsh Nagar,Civil Lines Gurgaon,91.0,12.0
"""CNR6414913""",Completed,2024-04-30 17:36:28,Auto,Barakhamba Road,Sultanpur,96.0,8.5
"""CNR2067335""",Completed,2024-01-14 10:16:45,Auto,Palam Vihar,Greater Kailash,143.0,2.8
"""CNR2036890""",Completed,2024-12-28 06:51:39,Go Mini,Chandni Chowk,Badshahpur,279.0,2.9
"""CNR1562881""",Completed,2024-11-08 10:40:32,Go Mini,Welcome,IFFCO Chowk,1201.0,11.0
"""CNR4015325""",Completed,2024-07-30 14:21:13,Go Mini,Shivaji Park,Jor Bagh,50.0,13.3
"""CNR1803738""",Completed,2024-10-11 21:41:59,Go Sedan,Kirti Nagar,IIT Delhi,64.0,3.7
"""CNR6269898""",Completed,2024-11-25 18:34:17,Auto,Jasola,GTB Nagar,463.0,3.3
"""CNR8416757""",Completed,2024-12-12 07:27:43,Auto,Seelampur,Peeragarhi,486.0,7.7
"""CNR5253078""",Completed,2024-08-20 11:40:55,Go Mini,RK Puram,Patel Chowk,241.0,13.1
"""CNR7153625""",Completed,2024-01-08 10:01:54,Auto,Connaught Place,Vaishali,339.0,10.7
"""CNR5522941""",Completed,2024-05-26 10:58:20,Go Sedan,IFFCO Chowk,Chanakyapuri,920.0,13.7
"""CNR6817286""",Completed,2024-01-03 16:54:44,Go Sedan,Khan Market,Model Town,266.0,7.6
"""CNR6400473""",Completed,2024-09-06 16:22:57,Premier Sedan,Manesar,Udyog Bhawan,765.0,12.9
"""CNR2508596""",Completed,2024-10-14 16:11:46,Premier Sedan,Peeragarhi,Vatika Chowk,208.0,9.1
"""CNR4207658""",Completed,2024-06-28 10:22:15,eBike,Kherki Daula Toll,Sonipat,732.0,13.8
"""CNR2301060""",Completed,2024-08-21 20:09:37,Auto,Welcome,INA Market,154.0,4.9
"""CNR6777694""",Completed,2024-10-04 10:21:22,Premier Sedan,Sultanpur,Jama Masjid,575.0,13.3
"""CNR1934090""",Completed,2024-02-08 23:45:44,Go Sedan,Saidulajab,Karol Bagh,60.0,3.9
"""CNR1003251""",Completed,2024-12-30 02:15:20,Auto,Kashmere Gate ISBT,Saidulajab,309.0,5.0
"""CNR3405406""",Completed,2024-02-10 18:40:47,Go Sedan,Vishwavidyalaya,Anand Vihar ISBT,1160.0,11.9
"""CNR7185333""",Completed,2024-08-07 16:50:38,Go Sedan,New Colony,Cyber Hub,320.0,8.9
"""CNR2417222""",Completed,2024-12-27 19:14:20,Auto,Panchsheel Park,Jor Bagh,690.0,2.1
"""CNR3277642""",Completed,2024-02-04 10:38:05,Go Mini,Lajpat Nagar,Nehru Place,1021.0,7.3
"""CNR8483514""",Incomplete,2024-12-03 17:42:56,Bike,Shivaji Park,Anand Vihar,72.0,7.8
"""CNR4401035""",Completed,2024-08-10 19:52:03,eBike,Lal Quila,Lajpat Nagar,411.0,4.6
"""CNR1169046""",Completed,2024-10-30 19:45:26,Bike,DLF City Court,Anand Vihar,442.0,8.8
"""CNR5027942""",Completed,2024-05-03 17:59:40,Premier Sedan,Civil Lines Gurgaon,Saket A Block,287.0,4.9
"""CNR3496832""",Completed,2024-05-26 20:33:59,Auto,IFFCO Chowk,Paharganj,656.0,10.7
"""CNR9135239""",Completed,2024-09-28 18:07:52,Uber XL,Noida Extension,Kadarpur,928.0,14.9
"""CNR1837626""",Incomplete,2024-09-24 20:23:35,Bike,Botanical Garden,Faridabad Sector 15,806.0,8.2
"""CNR2964737""",Completed,2024-02-06 07:11:29,Auto,Kanhaiya Nagar,Model Town,283.0,10.0
"""CNR2721418""",Completed,2024-02-16 21:47:32,Go Sedan,Sikanderpur,Meerut,57.0,14.5
"""CNR8616542""",Completed,2024-06-19 19:42:25,Auto,Punjabi Bagh,Ardee City,511.0,11.6
"""CNR8670824""",Completed,2024-08-06 00:36:08,Go Sedan,Satguru Ram Singh Marg,Rajiv Nagar,142.0,11.8
"""CNR6968315""",Completed,2024-06-10 20:02:03,Premier Sedan,Ghitorni Village,Tilak Nagar,929.0,7.6
"""CNR6625179""",Completed,2024-05-11 21:49:57,eBike,Ghitorni Village,Mundka,316.0,2.2
"""CNR3639129""",Completed,2024-06-30 08:06:55,Bike,Udyog Vihar Phase 4,Khandsa,522.0,6.7
"""CNR9630088""",Completed,2024-03-24 22:08:02,eBike,Kashmere Gate,DLF City Court,97.0,6.6
"""CNR4169731""",Completed,2024-03-11 21:30:58,Go Mini,Connaught Place,Anand Vihar,249.0,13.7
"""CNR3300096""",Completed,2024-11-24 10:46:07,Bike,GTB Nagar,Badshahpur,720.0,6.1
"""CNR6249991""",Completed,2024-11-03 16:34:20,Go Sedan,Saidulajab,Hero Honda Chowk,3020.0,6.7
"""CNR4883738""",Completed,2024-07-19 11:44:34,Auto,Mansarovar Park,Shastri Nagar,57.0,12.1
"""CNR6609308""",Completed,2024-04-03 21:01:33,Auto,Kalkaji,Preet Vihar,252.0,6.4
"""CNR1904012""",Completed,2024-06-11 14:16:46,Premier Sedan,Dwarka Mor,Punjabi Bagh,1778.0,10.0
"""CNR3006381""",Completed,2024-11-25 13:15:29,Go Sedan,Ambience Mall,Chhatarpur,371.0,14.9
"""CNR9374692""",Completed,2024-10-18 18:34:02,Go Mini,Mandi House,Manesar,109.0,10.6
"""CNR5324275""",Completed,2024-11-04 10:54:33,Go Mini,Kashmere Gate,Tis Hazari,921.0,9.4
"""CNR3355723""",Completed,2024-05-23 06:53:40,Premier Sedan,Tis Hazari,Janakpuri,122.0,10.2
"""CNR7637041""",Completed,2024-01-16 20:56:57,Premier Sedan,Lal Quila,Ghaziabad,485.0,5.5
"""CNR7742513""",Completed,2024-08-28 17:37:59,eBike,Pragati Maidan,Netaji Subhash Place,412.0,3.0
"""CNR4803898""",Completed,2024-09-08 03:31:43,Go Sedan,Yamuna Bank,Kashmere Gate,875.0,9.5
"""CNR4228633""",Completed,2024-01-01 20:23:29,Bike,IMT Manesar,Nehru Place,329.0,3.8
"""CNR2973005""",Completed,2024-06-12 22:44:40,Go Sedan,Mansarovar Park,Kadarpur,344.0,5.5
"""CNR4485335""",Completed,2024-10-06 15:12:45,Auto,Nirman Vihar,Nawada,203.0,9.7
"""CNR1267250""",Completed,2024-11-25 08:38:19,Go Mini,Huda City Centre,INA Market,227.0,5.3
"""CNR6004463""",Completed,2024-02-22 06:30:21,Premier Sedan,Dilshad Garden,Mehrauli,256.0,6.4
"""CNR1909088""",Completed,2024-06-06 19:10:08,Auto,Mandi House,Hauz Rani,61.0,14.3
"""CNR7380856""",Completed,2024-01-15 15:06:27,Premier Sedan,GTB Nagar,Botanical Garden,439.0,11.4
"""CNR8709020""",Incomplete,2024-12-11 16:04:26,Premier Sedan,Laxmi Nagar,Vidhan Sabha,252.0,4.3
"""CNR8148666""",Completed,2024-12-11 07:48:57,eBike,Kherki Daula Toll,Pitampura,166.0,12.6
"""CNR4385600""",Completed,2024-02-04 20:47:00,Uber XL,Gurgaon Railway Station,Sikanderpur,295.0,4.7
"""CNR8797876""",Completed,2024-05-10 15:04:48,Auto,Moolchand,Moti Nagar,202.0,12.4
"""CNR6387502""",Completed,2024-06-17 10:54:38,eBike,IGI Airport,Punjabi Bagh,1623.0,10.6
"""CNR6998433""",Completed,2024-05-09 17:58:09,Go Mini,Chirag Delhi,Pataudi Chowk,918.0,12.8
"""CNR3351439""",Completed,2024-02-12 09:48:18,Auto,Udyog Vihar,Vaishali,370.0,13.1
"""CNR1471818""",Completed,2024-04-15 14:49:38,Auto,Saket,Noida Film City,136.0,6.8
"""CNR3100497""",Completed,2024-11-23 12:32:13,Premier Sedan,Chandni Chowk,Pataudi Chowk,774.0,3.8
"""CNR1057509""",Completed,2024-03-04 04:48:04,Go Mini,Delhi Gate,Greater Kailash,307.0,2.7
"""CNR3497004""",Completed,2024-04-24 09:58:18,Auto,Gurgaon Sector 56,Azadpur,395.0,10.2
"""CNR5712732""",Completed,2024-06-04 06:08:04,Bike,Huda City Centre,Udyog Bhawan,243.0,4.0
"""CNR1658558""",Completed,2024-03-14 22:41:57,Auto,Saket A Block,Noida Extension,176.0,10.1
"""CNR1194066""",Completed,2024-11-29 17:19:37,Bike,Kirti Nagar,Sonipat,84.0,6.5
"""CNR5939218""",Completed,2024-08-14 17:18:54,Bike,Khandsa,Tughlakabad,302.0,14.8
"""CNR1750192""",Completed,2024-08-23 06:46:56,Go Mini,Mansarovar Park,Greater Kailash,903.0,14.1
"""CNR1595571""",Completed,2024-06-15 16:58:50,Go Mini,Patel Chowk,Rohini West,649.0,9.4
"""CNR9387141""",Completed,2024-01-24 16:45:54,Bike,Hauz Khas,Udyog Bhawan,79.0,11.9
"""CNR4618445""",Completed,2024-05-14 09:34:24,Uber XL,Saket A Block,Paschim Vihar,102.0,6.1
"""CNR5765982""",Completed,2024-10-06 15:43:15,Auto,Nirman Vihar,Kherki Daula Toll,741.0,14.2
"""CNR4661066""",Completed,2024-05-11 18:18:10,Bike,Badshahpur,Udyog Bhawan,653.0,9.6
"""CNR2618470""",Completed,2024-06-18 11:51:39,Go Mini,Faridabad Sector 15,Kashmere Gate,445.0,9.4
"""CNR5742603""",Completed,2024-01-28 12:48:38,eBike,Shivaji Park,Ghitorni Village,387.0,7.2
"""CNR7753274""",Completed,2024-11-20 10:38:27,Go Mini,Kashmere Gate,Rohini,582.0,12.3
"""CNR5652511""",Completed,2024-04-24 03:54:56,Go Mini,Kirti Nagar,Kanhaiya Nagar,529.0,12.8
"""CNR8782873""",Completed,2024-05-07 06:23:11,Premier Sedan,Paharganj,Pragati Maidan,245.0,4.8
"""CNR3251190""",Completed,2024-12-27 22:02:30,Premier Sedan,Shivaji Park,Mundka,645.0,3.5
"""CNR9177558""",Completed,2024-02-06 14:37:20,Auto,Ashok Park Main,Barakhamba Road,86.0,2.3
"""CNR3733363""",Completed,2024-05-11 11:12:22,Go Sedan,Huda City Centre,Rohini,726.0,14.0
"""CNR2398127""",Completed,2024-02-06 13:20:57,Premier Sedan,Azadpur,Anand Vihar ISBT,308.0,12.1
"""CNR5224999""",Completed,2024-11-12 08:01:07,Premier Sedan,Arjangarh,INA Market,363.0,5.1
"""CNR9287262""",Completed,2024-01-02 15:25:00,Go Sedan,Lal Quila,India Gate,407.0,9.4
"""CNR1729661""",Completed,2024-04-09 08:34:42,Go Sedan,IGI Airport,India Gate,306.0,6.7
"""CNR8618504""",Completed,2024-10-18 16:36:51,Auto,Chanakyapuri,Basai Dhankot,68.0,12.3
"""CNR1422665""",Completed,2024-09-19 10:50:50,Go Sedan,Anand Vihar ISBT,Nawada,120.0,4.2
"""CNR1296153""",Completed,2024-03-28 09:55:05,Bike,Subhash Nagar,Gurgaon Sector 29,325.0,8.8
"""CNR3535949""",Completed,2024-10-12 10:40:53,Go Mini,Sadar Bazar Gurgaon,Hauz Khas,764.0,3.7
"""CNR6360514""",Completed,2024-02-11 13:40:47,Go Sedan,Moti Nagar,Basai Dhankot,440.0,5.9
"""CNR1002283""",Completed,2024-10-27 18:42:20,Auto,Aya Nagar,New Colony,541.0,13.8
"""CNR7783614""",Completed,2024-12-04 12:02:33,Auto,Dwarka Sector 21,Sohna Road,754.0,10.5
"""CNR6173399""",Completed,2024-11-11 22:06:08,Bike,Rohini East,Gurgaon Sector 56,384.0,5.4
"""CNR5446645""",Completed,2024-02-16 01:59:17,Go Mini,Sadar Bazar Gurgaon,Gurgaon Railway Station,439.0,9.8
"""CNR8060847""",Completed,2024-09-21 19:36:29,Go Sedan,Karol Bagh,Samaypur Badli,1428.0,7.8
"""CNR5218332""",Completed,2024-03-12 10:06:29,Uber XL,Pataudi Chowk,Udyog Bhawan,831.0,5.6
"""CNR9021591""",Completed,2024-01-13 17:29:48,Go Mini,Huda City Centre,Old Gurgaon,529.0,14.0
"""CNR9799476""",Completed,2024-02-08 16:08:34,Auto,Karkarduma,Sarojini Nagar,376.0,6.8
"""CNR4150006""",Completed,2024-02-26 20:20:44,Premier Sedan,Saidulajab,Gurgaon Sector 56,399.0,14.5
"""CNR3597512""",Completed,2024-12-02 19:20:18,Go Mini,Shivaji Park,GTB Nagar,327.0,12.2
"""CNR5199908""",Completed,2024-04-24 20:39:44,Auto,Yamuna Bank,Subhash Nagar,61.0,3.7
"""CNR2744198""",Completed,2024-07-15 23:10:53,Bike,Qutub Minar,Adarsh Nagar,815.0,2.1
"""CNR1891922""",Completed,2024-09-18 10:33:21,eBike,Gurgaon Sector 29,Gwal Pahari,286.0,11.9
"""CNR7278922""",Completed,2024-03-12 20:17:25,Go Mini,Maidan Garhi,Vidhan Sabha,629.0,2.3
"""CNR4528574""",Incomplete,2024-01-06 22:18:11,Auto,GTB Nagar,Vinobapuri,600.0,2.5
"""CNR1762502""",Completed,2024-02-22 06:32:56,Bike,Dwarka Sector 21,Paschim Vihar,247.0,2.6
"""CNR3177584""",Completed,2024-11-04 07:37:15,Auto,Tilak Nagar,Azadpur,199.0,4.6
"""CNR1423764""",Completed,2024-06-27 10:26:21,Auto,Khan Market,IGI Airport,377.0,5.7
"""CNR7267096""",Completed,2024-11-21 15:06:50,Uber XL,Yamuna Bank,Kirti Nagar,460.0,4.9
"""CNR5547227""",Completed,2024-06-11 09:39:57,Premier Sedan,Kashmere Gate,Chhatarpur,108.0,8.7
"""CNR2258721""",Completed,2024-10-16 16:37:21,eBike,Gurgaon Sector 29,New Delhi Railway Station,448.0,9.2
"""CNR2999397""",Completed,2024-08-08 13:00:28,Go Sedan,Saidulajab,Vinobapuri,420.0,7.8
"""CNR2072474""",Incomplete,2024-01-09 07:32:20,Premier Sedan,Pragati Maidan,Tughlakabad,616.0,2.4
"""CNR2015377""",Completed,2024-04-15 20:27:36,Auto,Jasola,Ashok Park Main,2475.0,12.3
"""CNR4227802""",Completed,2024-07-28 20:44:53,Uber XL,Rajouri Garden,Shastri Nagar,992.0,13.5
"""CNR8219257""",Completed,2024-11-12 18:58:17,Auto,Khan Market,Mayur Vihar,561.0,5.5
"""CNR7528817""",Completed,2024-04-29 17:35:20,Uber XL,Vasant Kunj,Kaushambi,234.0,11.2
"""CNR4606623""",Completed,2024-06-14 10:13:32,eBike,Cyber Hub,Satguru Ram Singh Marg,129.0,4.1
"""CNR8588428""",Completed,2024-12-07 14:59:35,Go Mini,Karkarduma,Uttam Nagar,264.0,2.9
"""CNR5900048""",Completed,2024-10-30 22:47:18,Go Mini,Sarai Kale Khan,Indirapuram,476.0,11.5
"""CNR2336418""",Completed,2024-12-14 12:32:45,Premier Sedan,Panipat,Tughlakabad,389.0,11.6
"""CNR4874395""",Completed,2024-02-06 21:33:07,Auto,Rohini West,Aya Nagar,898.0,3.2
"""CNR4445617""",Completed,2024-05-10 06:24:15,Auto,Inderlok,Munirka,88.0,5.8
"""CNR2788562""",Completed,2024-12-15 20:27:05,eBike,Vasant Kunj,Rithala,993.0,5.0
"""CNR5536154""",Completed,2024-10-26 11:13:13,Go Sedan,Lal Quila,Udyog Vihar,1091.0,8.1
"""CNR2064998""",Completed,2024-08-17 16:29:53,Bike,Vasant Kunj,Raj Nagar Extension,427.0,14.1
"""CNR6435081""",Completed,2024-12-26 22:50:43,Go Sedan,Malviya Nagar,IGNOU Road,480.0,9.5
"""CNR2526109""",Completed,2024-06-14 15:03:27,eBike,New Delhi Railway Station,Udyog Vihar,347.0,2.0
"""CNR2311913""",Incomplete,2024-08-25 14:29:07,Go Sedan,Delhi Gate,Chirag Delhi,289.0,2.3
"""CNR4022918""",Completed,2024-12-25 21:21:05,Bike,Rithala,Jasola,139.0,12.9
"""CNR1989306""",Completed,2024-09-23 15:46:45,Go Mini,Sonipat,IIT Delhi,611.0,12.4
"""CNR9867321""",Incomplete,2024-05-08 17:23:37,Uber XL,Sonipat,Keshav Puram,100.0,8.8
"""CNR5475279""",Completed,2024-08-19 19:32:33,Uber XL,GTB Nagar,Kirti Nagar,394.0,9.3
"""CNR7847227""",Incomplete,2024-12-24 19:51:45,Premier Sedan,IMT Manesar,Rohini West,243.0,3.8
"""CNR7279636""",Completed,2024-01-06 20:45:39,Auto,Rithala,Vatika Chowk,494.0,13.7
"""CNR3950793""",Completed,2024-05-03 16:40:10,eBike,Tilak Nagar,Rajiv Nagar,215.0,11.7
"""CNR7108754""",Completed,2024-11-24 13:21:31,Go Sedan,Moti Nagar,Rithala,165.0,14.2
"""CNR5292608""",Completed,2024-09-20 12:35:47,Go Mini,Azadpur,Vaishali,318.0,3.2
"""CNR6349301""",Completed,2024-04-04 21:33:07,Go Mini,Indraprastha,Sohna Road,724.0,11.5
"""CNR4386337""",Completed,2024-05-29 08:54:28,Premier Sedan,Shastri Park,Ardee City,344.0,7.8
"""CNR9897424""",Incomplete,2024-12-25 11:03:11,Bike,Saket,Noida Extension,361.0,8.8
"""CNR4669467""",Completed,2024-06-10 12:13:54,Auto,Jahangirpuri,Dwarka Mor,901.0,9.1
"""CNR7431305""",Completed,2024-11-11 05:44:32,Auto,IMT Manesar,Ghaziabad,281.0,3.5
"""CNR2632638""",Incomplete,2024-05-27 19:19:54,Go Sedan,Shastri Park,Paharganj,867.0,5.7
"""CNR9332677""",Completed,2024-01-28 11:40:21,Go Sedan,Munirka,Hauz Khas,770.0,14.3
"""CNR1639598""",Completed,2024-11-18 12:03:21,Go Mini,Delhi Gate,Patel Chowk,322.0,3.9
"""CNR9362660""",Completed,2024-07-07 05:36:37,Premier Sedan,DLF Phase 3,Jahangirpuri,158.0,6.3
"""CNR7139969""",Completed,2024-06-18 20:18:08,Go Mini,Rajiv Chowk,IGI Airport,101.0,5.8
"""CNR6920568""",Completed,2024-09-19 19:46:18,Auto,Paharganj,Rohini East,750.0,7.6
"""CNR8484674""",Completed,2024-11-24 09:07:02,Premier Sedan,Sadar Bazar Gurgaon,Subhash Nagar,598.0,15.0
"""CNR1590940""",Completed,2024-01-15 22:43:32,Premier Sedan,Kanhaiya Nagar,Ramesh Nagar,584.0,8.4
"""CNR1687215""",Completed,2024-08-19 13:59:01,Go Mini,Kirti Nagar,Karol Bagh,56.0,8.3
"""CNR9623550""",Completed,2024-11-24 17:50:49,Auto,Rohini West,Tagore Garden,356.0,13.4
"""CNR7630730""",Completed,2024-06-01 15:33:15,Premier Sedan,Lok Kalyan Marg,Karkarduma,460.0,11.7
"""CNR9213296""",Completed,2024-03-29 12:38:56,Premier Sedan,IGNOU Road,Faridabad Sector 15,298.0,2.5
"""CNR1686680""",Completed,2024-06-03 18:01:58,eBike,Barakhamba Road,Azadpur,596.0,2.6
"""CNR2919653""",Completed,2024-03-29 10:37:27,Go Mini,Maidan Garhi,Narsinghpur,483.0,12.1
"""CNR9308880""",Completed,2024-12-13 13:48:26,Go Mini,Moti Nagar,Bhikaji Cama Place,115.0,9.6
"""CNR3873311""",Completed,2024-12-14 21:59:28,Bike,DLF Phase 3,Adarsh Nagar,1072.0,11.1
"""CNR7282993""",Completed,2024-10-28 13:09:05,Go Sedan,New Delhi Railway Station,Uttam Nagar,355.0,8.5
"""CNR7758747""",Completed,2024-07-11 10:04:01,Auto,Keshav Puram,Karkarduma,347.0,13.1
"""CNR1950078""",Incomplete,2024-09-15 19:20:18,Auto,Pitampura,Tilak Nagar,508.0,7.2
"""CNR8020973""",Completed,2024-11-18 07:59:44,Auto,Noida Film City,Khan Market,250.0,8.5
"""CNR8969858""",Completed,2024-07-15 16:26:41,Auto,Pulbangash,Kherki Daula Toll,397.0,7.5
"""CNR1715007""",Completed,2024-11-17 20:51:55,Auto,Sohna Road,AIIMS,593.0,4.6
"""CNR1685168""",Completed,2024-08-15 19:50:44,Go Mini,IGNOU Road,Preet Vihar,1212.0,12.4
"""CNR8122883""",Completed,2024-11-29 11:15:59,Auto,IFFCO Chowk,GTB Nagar,711.0,10.8
"""CNR6333644""",Completed,2024-08-22 11:43:25,Go Mini,Dwarka Mor,Hauz Rani,458.0,2.9
"""CNR5984844""",Completed,2024-03-04 03:46:05,Go Sedan,Cyber Hub,Karkarduma,408.0,9.1
"""CNR3222413""",Completed,2024-02-12 11:45:28,Auto,IMT Manesar,Khandsa,148.0,13.0
"""CNR5314246""",Completed,2024-09-27 18:44:49,Go Mini,Shastri Nagar,Nehru Place,98.0,7.6
"""CNR6244113""",Completed,2024-04-11 06:52:56,Auto,Ashok Park Main,Vatika Chowk,112.0,5.6
"""CNR7055187""",Incomplete,2024-12-10 20:30:41,Go Mini,Welcome,Dwarka Sector 21,96.0,2.3
"""CNR4687369""",Completed,2024-10-17 10:37:41,Go Mini,Khan Market,Shastri Nagar,229.0,2.5
"""CNR9991343""",Completed,2024-01-22 16:39:47,Auto,Kadarpur,RK Puram,263.0,7.4
"""CNR4388776""",Completed,2024-03-19 21:49:22,Premier Sedan,Udyog Vihar,Nehru Place,524.0,14.2
"""CNR8412130""",Completed,2024-09-13 09:42:01,Bike,Akshardham,Sonipat,676.0,7.0
"""CNR1475375""",Completed,2024-02-22 21:17:10,eBike,Saidulajab,IFFCO Chowk,336.0,5.9
"""CNR1695290""",Completed,2024-04-28 14:52:49,eBike,Civil Lines Gurgaon,Basai Dhankot,279.0,2.2
"""CNR2979352""",Incomplete,2024-07-26 09:18:21,Go Mini,Janakpuri,Malviya Nagar,550.0,4.8
"""CNR4522108""",Incomplete,2024-09-16 22:25:43,Premier Sedan,Sadar Bazar Gurgaon,Mundka,755.0,3.7
"""CNR9015389""",Completed,2024-11-01 05:43:28,Go Mini,Moti Nagar,Ghitorni,929.0,8.8
"""CNR6581126""",Completed,2024-01-10 09:55:53,Uber XL,Okhla,Inderlok,75.0,12.8
"""CNR4562777""",Completed,2024-03-23 16:01:33,Bike,Shastri Nagar,Rithala,171.0,11.0
"""CNR9611749""",Completed,2024-12-10 09:46:40,Go Sedan,Botanical Garden,IFFCO Chowk,91.0,5.8
"""CNR8876704""",Completed,2024-10-17 11:48:17,Go Mini,Rajouri Garden,Rohini,141.0,13.5
"""CNR6088758""",Completed,2024-10-02 08:01:45,Go Sedan,Anand Vihar ISBT,Noida Film City,349.0,9.1
