Name,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,coded
Ferrari F355 Challenge,2002.0,Racing,Sony Computer Entertainment,0.05,70.0,4.4,False
Mortal Kombat X,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.05,76.0,5.1,False
Cities in Motion,2011.0,Simulation,Paradox Interactive,0.05,70.0,7.7,False
Shifters,2002.0,Adventure,3DO,0.05,37.0,5.9,False
Bladestorm: Nightmare,2015.0,Action,Tecmo Koei,0.05,48.0,7.1,False
TNA iMPACT: Cross the Line,2010.0,Fighting,SouthPeak Games,0.05,50.0,6.5,False
Sacred 3,2014.0,Role-Playing,Deep Silver,0.05,51.0,4.1,False
Venetica,2009.0,Role-Playing,DTP Entertainment,0.05,61.0,6.8,False
Operation Flashpoint: Dragon Rising,2009.0,Shooter,Codemasters,0.05,76.0,4.9,False
Wasteland 2,2015.0,Role-Playing,Deep Silver,0.05,77.0,7.1,False
DoDonPachi Resurrection,2010.0,Shooter,Rising Star Games,0.05,77.0,8.6,False
MorphX,2010.0,Shooter,505 Games,0.05,33.0,6.6,False
Sigma Star Saga,2005.0,Role-Playing,Atari,0.05,68.0,8.2,False
FIFA Soccer 2004,2003.0,Sports,Electronic Arts,0.05,82.0,7.9,False
Disney's Party,2002.0,Misc,Electronic Arts,0.05,39.0,7.8,False
The Bureau: XCOM Declassified,2013.0,Shooter,Take-Two Interactive,0.05,66.0,6.5,False
Nanostray 2,2008.0,Shooter,Codemasters,0.05,75.0,7.8,False
Dokapon Journey,2008.0,Role-Playing,Sting,0.05,60.0,7.0,False
Metal Slug Anthology,2007.0,Shooter,Ignition Entertainment,0.05,78.0,7.4,False
Back to the Future: The Game,2011.0,Adventure,Telltale Games,0.05,66.0,4.1,False
Phantom Crash,2002.0,Simulation,Phantagram,0.05,74.0,8.3,False
Yanya Caballista: City Skater,2001.0,Sports,Tecmo Koei,0.05,58.0,6.3,False
The Typing of the Dead,2000.0,Shooter,Sega,0.05,83.0,7.8,False
Jenga World Tour,2007.0,Misc,Atari,0.05,26.0,2.8,False
Tenchu: Dark Secret,2006.0,Action,From Software,0.05,37.0,5.1,False
Shrek Super Party,2003.0,Misc,TDK Mediactive,0.05,40.0,7.3,False
Second Sight,2004.0,Adventure,Codemasters,0.05,77.0,8.5,False
Rave Master,2002.0,Fighting,Konami Digital Entertainment,0.05,60.0,6.3,False
Bejeweled Twist,2008.0,Puzzle,PopCap Games,0.05,78.0,7.3,False
Steins;Gate 0,2015.0,Adventure,PQube,0.05,81.0,8.3,False
Ivy the Kiwi?,2010.0,Puzzle,Rising Star Games,0.05,69.0,6.3,False
Hail to the Chimp,2008.0,Misc,Gamecock,0.05,51.0,4.5,False
Alias,2004.0,Action,Acclaim Entertainment,0.05,64.0,6.0,False
OutRun 2006: Coast 2 Coast,2006.0,Racing,Sega,0.05,81.0,8.8,False
Arx Fatalis,2003.0,Role-Playing,Mindscape,0.05,71.0,8.2,False
Zumba Fitness Core,2012.0,Misc,505 Games,0.05,77.0,6.7,False
Guilty Gear Dust Strikers,2006.0,Fighting,Majesco Entertainment,0.05,60.0,5.8,False
Dark Summit,2002.0,Sports,THQ,0.05,68.0,4.5,False
Star Wars: Republic Commando,2005.0,Shooter,LucasArts,0.05,78.0,8.7,False
The Lost Vikings,2003.0,Puzzle,Activision,0.05,75.0,9.1,False
Plants vs. Zombies,2009.0,Strategy,PopCap Games,0.05,87.0,8.9,False
Secret Files: Tunguska,2008.0,Adventure,Deep Silver,0.05,71.0,7.6,False
Stretch Panic,2001.0,Platform,Midas Interactive Entertainment,0.05,65.0,7.8,False
PQ2: Practical Intelligence Quotient,2006.0,Puzzle,D3Publisher,0.05,74.0,7.8,False
Metroid Prime: Federation Force,2016.0,Action,Nintendo,0.05,64.0,5.1,False
DiRT 2,2009.0,Racing,Codemasters,0.05,89.0,8.2,False
Payday 2,2013.0,Shooter,505 Games,0.05,79.0,3.4,False
Woody Woodpecker: Escape from Buzz Buzzard Park,2001.0,Platform,DreamCatcher Interactive,0.05,64.0,7.4,False
Furu Furu Park,2007.0,Misc,Taito,0.05,43.0,4.8,False
Hatsune Miku: Project Diva X,2016.0,Misc,Sega,0.05,78.0,7.4,False
Whirl Tour,2002.0,Sports,Vivendi Games,0.05,61.0,9.0,False
Grand Ages: Medieval,2015.0,Strategy,Kalypso Media,0.05,63.0,5.4,False
Saints Row: Gat out of Hell,2015.0,Action,Deep Silver,0.05,64.0,5.7,False
Stunt GP,2001.0,Racing,Titus,0.05,49.0,8.1,False
Plants vs. Zombies: Garden Warfare 2,2016.0,Shooter,Electronic Arts,0.05,82.0,7.5,False
Singularity,2010.0,Shooter,Mastertronic,0.05,76.0,7.7,False
NASCAR Heat Evolution,2016.0,Racing,Dusenberry Martin Racing,0.05,66.0,3.8,False
Ms Saga: A New Dawn,2005.0,Role-Playing,Namco Bandai Games,0.05,65.0,8.6,False
Child of Light,2014.0,Role-Playing,Ubisoft,0.05,82.0,8.0,False
GrimGrimoire,2007.0,Strategy,Tecmo Koei,0.05,79.0,7.9,False
Deadliest Catch: Alaskan Storm,2008.0,Sports,Navarre Corp,0.05,56.0,5.9,False
Crime Life: Gang Wars,2005.0,Action,Konami Digital Entertainment,0.05,30.0,3.4,False
Rugby 2005,2005.0,Sports,Electronic Arts,0.05,75.0,7.7,False
"Warhammer 40,000: Dawn of War",2004.0,Strategy,THQ,0.05,86.0,8.8,False
Rock 'N Roll Racing,2003.0,Racing,Activision,0.05,80.0,9.4,False
Silhouette Mirage,1998.0,Platform,ESP,0.05,69.0,7.5,False
Dynasty Warriors Vol. 2,2006.0,Action,Tecmo Koei,0.05,57.0,8.1,False
Freelancer,2003.0,Simulation,Microsoft Game Studios,0.05,85.0,9.0,False
LEGO Indiana Jones 2: The Adventure Continues,2009.0,Action,Activision,0.05,66.0,8.0,False
Rugby 06,2006.0,Sports,Electronic Arts,0.05,70.0,7.8,False
Fatal Frame II: Crimson Butterfly Director's Cut,2004.0,Action,Microsoft Game Studios,0.05,84.0,8.3,False
2002 FIFA World Cup,2002.0,Sports,Electronic Arts,0.05,78.0,7.7,False
The Lord of the Rings: The Battle for Middle-Earth II,2006.0,Strategy,Electronic Arts,0.05,79.0,7.5,False
Need for Speed Carbon,2006.0,Racing,Electronic Arts,0.05,78.0,7.2,False
Colin McRae Rally 2005,2004.0,Racing,Codemasters,0.05,83.0,7.5,False
Saiyuki: Journey West,1999.0,Strategy,Tecmo Koei,0.05,73.0,7.1,False
Empire Earth,2001.0,Strategy,Vivendi Games,0.05,81.0,8.2,False
DuckTales: Remastered,2013.0,Action,Capcom,0.05,75.0,7.4,False
Worms Reloaded,2010.0,Strategy,Team17 Software,0.05,79.0,6.8,False
StarCraft,1998.0,Strategy,Activision,0.05,88.0,9.1,False
World Championship Pool 2004,2004.0,Sports,Jaleco,0.05,60.0,6.7,False
B-Boy,2006.0,Misc,Sony Computer Entertainment,0.05,50.0,7.8,False
Kakuto Chojin,2002.0,Fighting,Microsoft Game Studios,0.05,46.0,7.2,False
Need for Speed Underground,2003.0,Racing,Electronic Arts,0.05,82.0,8.3,False
Moon,2009.0,Adventure,Mastiff,0.05,71.0,7.4,False
Snoopy vs the Red Baron,2006.0,Adventure,Namco Bandai Games,0.05,76.0,7.8,True
Virtua Tennis 3,2007.0,Sports,Sega,0.05,79.0,7.7,False
Raze's Hell,2005.0,Shooter,Majesco Entertainment,0.05,71.0,8.1,False
Far Cry,2004.0,Shooter,Ubisoft,0.05,89.0,8.1,False
Hoshigami: Ruining Blue Earth,2001.0,Role-Playing,Max Five,0.05,62.0,8.7,False
NightCaster II: Equinox,2002.0,Action,Jaleco,0.05,46.0,7.0,False
Ship Simulator Extremes,2010.0,Simulation,Paradox Interactive,0.05,49.0,6.2,False
Time Crisis: Project Titan,2001.0,Shooter,Namco Bandai Games,0.05,71.0,6.7,False
Ys: The Ark of Napishtim,2006.0,Role-Playing,Konami Digital Entertainment,0.05,64.0,7.3,False
Pro Evolution Soccer 2017,2016.0,Sports,Konami Digital Entertainment,0.05,87.0,6.1,False
FIFA Soccer 10,2009.0,Sports,Electronic Arts,0.05,72.0,3.8,False
Tom Clancy's Rainbow Six: Lockdown,2005.0,Shooter,Ubisoft,0.05,72.0,7.8,False
The Sims,2000.0,Simulation,Electronic Arts,0.05,92.0,7.9,False
FIFA Manager 12,2011.0,Sports,Electronic Arts,0.05,72.0,3.9,False
Gitaroo Man,2001.0,Misc,THQ,0.05,82.0,8.7,False
Cabela's Trophy Bucks,2007.0,Sports,Activision Value,0.05,39.0,3.0,False
XCOM 2,2016.0,Strategy,Take-Two Interactive,0.05,87.0,8.1,False
Yaiba: Ninja Gaiden Z,2014.0,Action,Tecmo Koei,0.05,50.0,5.3,False
Rock of the Dead,2010.0,Shooter,Conspiracy Entertainment,0.05,48.0,4.8,False
Code Lyoko,2007.0,Action,Game Factory,0.05,63.0,6.8,False
Pool Party,2007.0,Sports,SouthPeak Games,0.05,32.0,0.7,False
Rapala Fishing Frenzy 2009,2008.0,Sports,Activision,0.05,41.0,7.2,False
Company of Heroes,2006.0,Strategy,THQ,0.05,93.0,8.8,False
Wonder World Amusement Park,2008.0,Misc,Majesco Entertainment,0.05,37.0,4.5,False
Ride 2,2016.0,Racing,Milestone S.r.l,0.05,71.0,8.0,False
Wing Island,2006.0,Simulation,Konami Digital Entertainment,0.05,47.0,4.9,False
Silent Hunter: Wolves of the Pacific,2007.0,Simulation,Ubisoft,0.05,79.0,6.9,False
Wrath Unleashed,2004.0,Strategy,LucasArts,0.05,69.0,7.0,False
March of the Penguins,2006.0,Adventure,Zoo Digital Publishing,0.05,34.0,1.7,False
Double Dragon Advance,2003.0,Action,Atlus,0.05,75.0,8.4,False
The Bible Game,2005.0,Misc,Crave Entertainment,0.05,60.0,2.7,False
Bubble Bobble Revolution,2005.0,Puzzle,Atari,0.05,38.0,6.2,False
Yager,2003.0,Shooter,THQ,0.05,70.0,9.3,False
Root Letter,2016.0,Adventure,PQube,0.05,78.0,7.8,False
Futurama,2003.0,Platform,SCi,0.05,58.0,6.9,False
Supreme Commander,2007.0,Strategy,THQ,0.05,86.0,8.3,False
Pool Hall Pro,2009.0,Sports,Playlogic Game Factory,0.05,62.0,5.3,False
Wolfenstein,2009.0,Shooter,Activision,0.05,74.0,7.3,False
Microsoft Train Simulator,2001.0,Simulation,Microsoft Game Studios,0.05,84.0,8.4,False
Resident Evil 6,2016.0,Shooter,Capcom,0.05,63.0,6.3,False
Assassin's Creed: Altair's Chronicles,2008.0,Platform,Ubisoft,0.05,58.0,6.3,False
Bad Boys: Miami Takedown,2004.0,Shooter,Empire Interactive,0.05,35.0,2.0,False
Fantastic Four: Rise of the Silver Surfer,2007.0,Action,Take-Two Interactive,0.05,39.0,5.9,False
Pony Friends,2007.0,Simulation,Eidos Interactive,0.04,67.0,6.6,False
Art of Fighting Anthology,2006.0,Fighting,Crave Entertainment,0.04,60.0,7.0,False
Sébastien Loeb Rally Evo,2016.0,Racing,Milestone S.r.l,0.04,71.0,8.1,False
Lux-Pain,2008.0,Adventure,Rising Star Games,0.04,48.0,6.2,False
Guilty Gear XX Accent Core,2007.0,Fighting,Unknown,0.04,77.0,8.3,False
Mafia,2002.0,Action,Take-Two Interactive,0.04,88.0,9.1,False
Disney's Donald Duck: Goin' Quackers,2002.0,Platform,Ubisoft,0.04,61.0,3.0,False
Operation Flashpoint: Elite,2005.0,Shooter,Codemasters,0.04,64.0,8.3,False
Fantastic Four: Rise of the Silver Surfer,2007.0,Action,Take-Two Interactive,0.04,35.0,4.8,False
Virtua Tennis 3,2007.0,Sports,Sega,0.04,80.0,6.8,False
Front Mission,2007.0,Strategy,Square Enix,0.04,72.0,8.9,False
Tropico 3,2009.0,Strategy,Kalypso Media,0.04,79.0,8.1,False
Boktai 2: Solar Boy Django,2004.0,Role-Playing,Konami Digital Entertainment,0.04,78.0,8.5,False
Life is Strange,2016.0,Adventure,Square Enix,0.04,83.0,8.6,False
Battlezone,2016.0,Action,Rebellion Developments,0.04,66.0,7.0,False
Pro Evolution Soccer 2016,2015.0,Sports,Konami Digital Entertainment,0.04,76.0,4.3,False
The Dark Spire,2008.0,Role-Playing,Success,0.04,69.0,7.7,False
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016.0,Action,Activision,0.04,55.0,6.0,False
Runaway: A Twist of Fate,2009.0,Adventure,Focus Home Interactive,0.04,79.0,8.2,False
FlatOut 2,2006.0,Racing,Empire Interactive,0.04,73.0,7.3,False
Rogue Trooper,2006.0,Shooter,Eidos Interactive,0.04,71.0,8.2,False
Backyard Baseball '09,2008.0,Sports,Atari,0.04,37.0,7.8,False
Tom Clancy's HAWX,2009.0,Action,Ubisoft,0.04,70.0,7.3,False
Enemy Front,2014.0,Shooter,Namco Bandai Games,0.04,35.0,5.8,False
Shantae and the Pirate's Curse,2015.0,Platform,Rising Star Games,0.04,82.0,8.5,False
Dai Senryaku VII: Modern Military Tactics,2003.0,Strategy,Kool Kizz,0.04,74.0,8.8,False
Castle of Shikigami III,2007.0,Shooter,PQube,0.04,67.0,7.6,False
Nobunaga's Ambition: Sphere of Influence,2014.0,Strategy,Tecmo Koei,0.04,80.0,8.1,False
FIFA Street 2,2006.0,Sports,Electronic Arts,0.04,43.0,7.5,False
City Life: World Edition,2007.0,Simulation,Monte Christo Multimedia,0.04,75.0,8.2,False
Corpse Party: Book of Shadows,2011.0,Adventure,5pb,0.04,67.0,8.2,False
WarTech: Senko no Ronde,2006.0,Fighting,Ubisoft,0.04,60.0,6.1,False
IL-2 Sturmovik: 1946,2006.0,Simulation,Ubisoft,0.04,86.0,8.8,False
Red Ninja: End of Honor,2005.0,Action,Vivendi Games,0.04,47.0,5.0,True
Praetorians,2003.0,Strategy,Eidos Interactive,0.04,78.0,8.2,False
Smash Court Tennis 3,2007.0,Sports,Namco Bandai Games,0.04,68.0,6.3,False
LEGO Friends,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,43.0,8.3,False
SPRay,2008.0,Action,Tecmo Koei,0.04,42.0,4.5,False
Outlaw Tennis,2005.0,Sports,Global Star,0.04,66.0,7.7,False
Brothers: A Tale of Two Sons,2015.0,Adventure,505 Games,0.04,81.0,8.9,False
Attack of the Movies 3D,2010.0,Shooter,Majesco Entertainment,0.04,38.0,1.7,False
Secret Files: Tunguska,2006.0,Adventure,DreamCatcher Interactive,0.04,66.0,7.4,False
NASCAR 07,2006.0,Racing,Electronic Arts,0.04,72.0,7.0,False
Dance Dance Revolution Disney Mix,2000.0,Simulation,Konami Digital Entertainment,0.04,74.0,8.3,False
Nitroplus Blasterz: Heroines Infinite Duel,2015.0,Fighting,Marvelous Interactive,0.04,70.0,6.9,False
Thrillville: Off the Rails,2007.0,Strategy,LucasArts,0.04,59.0,6.2,False
Bloody Roar Extreme,2003.0,Fighting,Hudson Soft,0.04,61.0,8.6,False
Split/Second,2010.0,Racing,Disney Interactive Studios,0.04,79.0,8.2,False
Resident Evil 6,2012.0,Shooter,Capcom,0.04,69.0,5.9,False
Dead Head Fred,2007.0,Action,D3Publisher,0.04,75.0,7.3,False
Ride to Hell,2013.0,Racing,Deep Silver,0.04,13.0,1.0,False
Need for Speed: ProStreet,2007.0,Racing,Electronic Arts,0.04,70.0,5.9,False
Digimon Rumble Arena 2,2004.0,Fighting,Atari,0.04,71.0,8.1,False
Gravity Falls: Legend of the Gnome Gemulets,2015.0,Action,Ubisoft,0.04,46.0,5.8,False
Rodea the Sky Soldier,2015.0,Action,Nippon Ichi Software,0.04,45.0,5.6,False
Hellboy: The Science of Evil,2008.0,Action,Konami Digital Entertainment,0.04,42.0,7.1,False
The Sims Deluxe,2002.0,Simulation,Electronic Arts,0.04,92.0,8.2,False
LEGO Indiana Jones: The Original Adventures,2008.0,Action,LucasArts,0.04,78.0,7.7,False
The Sims 2: Pets,2006.0,Simulation,Electronic Arts,0.04,76.0,7.7,False
Deadliest Warrior: Ancient Combat,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,37.0,6.3,False
The Kore Gang,2010.0,Platform,Flashpoint Games,0.04,70.0,8.6,False
Rugby Challenge 3,2016.0,Sports,Alternative Software,0.04,64.0,6.8,False
Blood Bowl,2009.0,Sports,Focus Home Interactive,0.04,72.0,6.5,False
Port Royale 2,2004.0,Strategy,Ascaron Entertainment GmbH,0.04,75.0,7.7,False
Star Trek: Shattered Universe,2004.0,Simulation,Global Star,0.04,41.0,4.0,False
Company of Heroes: Tales of Valor,2009.0,Strategy,THQ,0.04,70.0,7.2,False
Guilty Gear XX Accent Core,2007.0,Fighting,505 Games,0.04,75.0,8.4,False
WarJetz,2001.0,Shooter,3DO,0.04,59.0,5.5,False
Stellaris,2016.0,Strategy,Paradox Interactive,0.04,78.0,8.0,False
Devil May Cry 4,2008.0,Action,Capcom,0.04,78.0,8.5,False
Barnyard,2006.0,Action,THQ,0.04,65.0,5.7,False
Test Drive: Ferrari Legends,2012.0,Racing,Unknown,0.04,62.0,4.9,False
Heroes of Might and Magic V,2006.0,Strategy,Ubisoft,0.04,77.0,7.9,False
Metal Gear Solid: Digital Graphic Novel,2006.0,Misc,Konami Digital Entertainment,0.04,78.0,7.2,False
Aeon Flux,2005.0,Action,THQ,0.04,66.0,5.8,False
Age of Mythology: The Titans,2003.0,Strategy,Microsoft Game Studios,0.04,84.0,8.7,False
Psycho-Pass: Mandatory Happiness,2016.0,Adventure,Nippon Ichi Software,0.04,72.0,8.3,False
Virtua Tennis 4,2011.0,Sports,Sega,0.04,66.0,7.3,False
Shattered Union,2005.0,Strategy,Take-Two Interactive,0.04,66.0,6.9,False
Unchained Blades ,2011.0,Role-Playing,FuRyu,0.04,65.0,7.8,False
Terraria,2014.0,Action,505 Games,0.04,84.0,7.7,False
Company of Heroes: Opposing Fronts,2007.0,Strategy,THQ,0.04,87.0,8.6,False
Superman: Countdown to Apokolips,2003.0,Platform,Atari,0.04,47.0,5.7,False
Worms 4: Mayhem,2005.0,Strategy,Codemasters,0.04,69.0,9.2,False
Rise of Nations,2003.0,Strategy,Microsoft Game Studios,0.04,89.0,9.0,False
Men of War: Vietnam,2011.0,Strategy,Unknown,0.04,68.0,4.9,False
Imperial Glory,2005.0,Strategy,Eidos Interactive,0.04,69.0,8.4,False
Antz Extreme Racing,2002.0,Racing,Empire Interactive,0.04,31.0,5.0,False
Samurai Warriors 2: Empires,2007.0,Action,Tecmo Koei,0.04,53.0,8.5,False
Metal Slug XX,2009.0,Shooter,DHM Interactive,0.04,67.0,6.1,False
Patrician IV,2010.0,Strategy,Kalypso Media,0.04,66.0,6.4,False
Fisherman's Challenge,2003.0,Sports,Konami Digital Entertainment,0.04,67.0,7.5,False
Resident Evil: Revelations,2013.0,Action,Capcom,0.04,77.0,7.0,False
The Da Vinci Code,2006.0,Action,Take-Two Interactive,0.04,52.0,2.8,False
Pure Pinball,2004.0,Misc,XS Games,0.04,68.0,8.5,False
Headhunter: Redemption,2004.0,Action,Sega,0.04,62.0,6.7,True
Dead Rising,2016.0,Action,Capcom,0.04,78.0,6.6,False
Grand Theft Auto: Vice City,2003.0,Action,Take-Two Interactive,0.04,94.0,8.8,False
Surf's Up,2007.0,Sports,Ubisoft,0.04,59.0,5.1,False
SWAT: Target Liberty,2007.0,Shooter,Vivendi Games,0.04,50.0,7.7,False
Twin Strike: Operation Thunder,2008.0,Shooter,Zoo Games,0.04,50.0,8.3,False
CSI: Fatal Conspiracy,2010.0,Adventure,Ubisoft,0.04,47.0,5.5,False
Bomberman: Act Zero,2006.0,Puzzle,Konami Digital Entertainment,0.04,34.0,2.2,False
Empire Earth III,2007.0,Strategy,Vivendi Games,0.04,50.0,2.8,False
Resident Evil: Operation Raccoon City,2012.0,Action,Capcom,0.04,48.0,3.8,False
Dreamfall: The Longest Journey,2006.0,Adventure,Empire Interactive,0.04,73.0,8.8,False
JASF: Jane's Advanced Strike Fighters,2011.0,Simulation,Deep Silver,0.04,48.0,3.1,False
Brothers In Arms DS,2007.0,Shooter,Ubisoft,0.04,72.0,8.0,False
Off-Road Drive,2011.0,Racing,1C Company,0.04,60.0,6.4,False
Colin McRae Rally 3,2002.0,Racing,Codemasters,0.04,86.0,7.4,False
TMNT,2007.0,Action,Ubisoft,0.04,42.0,2.2,False
Stolen,2005.0,Action,Hip Interactive,0.04,51.0,7.4,False
Stoked: Big Air Edition,2009.0,Sports,Namco Bandai Games,0.04,72.0,7.7,False
LEGO Jurassic World,2015.0,Action,Warner Bros. Interactive Entertainment,0.04,72.0,7.1,False
Pro Race Driver,2003.0,Racing,Codemasters,0.04,80.0,7.5,False
The Movies,2005.0,Simulation,Activision,0.04,84.0,8.3,False
FIFA World Cup Germany 2006,2006.0,Sports,Electronic Arts,0.04,71.0,7.2,False
Supreme Commander: Forged Alliance,2007.0,Strategy,THQ,0.04,81.0,8.9,False
Dragon Ball: Advanced Adventure,2004.0,Action,Namco Bandai Games,0.04,75.0,8.5,False
Lost Planet 3,2013.0,Shooter,Capcom,0.04,61.0,6.2,False
Echo Night Beyond,2004.0,Adventure,Indie Games,0.04,60.0,8.8,False
Meteos: Disney Magic,2007.0,Puzzle,Disney Interactive Studios,0.04,74.0,6.6,False
Beyblade Evolution,2013.0,Action,Rising Star Games,0.04,49.0,6.3,False
Castlevania: Lords of Shadow 2,2014.0,Action,Konami Digital Entertainment,0.04,58.0,7.7,False
Greg Hastings' Tournament Paintball Max'd,2006.0,Shooter,Activision,0.04,39.0,7.4,False
Halo: Combat Evolved,2003.0,Shooter,Microsoft Game Studios,0.04,83.0,7.4,False
Exist Archive: The Other Side of the Sky,2015.0,Role-Playing,Aksys Games,0.04,69.0,7.9,False
Little Red Riding Hood's Zombie BBQ,2008.0,Shooter,Destineer,0.04,68.0,7.3,True
Assassin's Creed Chronicles: China,2015.0,Action,Ubisoft,0.04,69.0,6.4,False
Worms: Ultimate Mayhem,2011.0,Strategy,Unknown,0.04,66.0,7.8,False
Rugby 08,2007.0,Sports,Electronic Arts,0.04,74.0,7.4,False
Caesar IV,2006.0,Strategy,Vivendi Games,0.04,74.0,7.6,False
Ferrari Challenge Trofeo Pirelli,2008.0,Racing,System 3 Arcade Software,0.04,71.0,6.2,False
Cy Girls,2004.0,Action,Konami Digital Entertainment,0.04,53.0,8.8,False
Ray Gigant,2015.0,Role-Playing,Namco Bandai Games,0.04,72.0,8.1,False
APB Reloaded,2011.0,Role-Playing,Iceberg Interactive,0.04,56.0,5.7,False
Bubble Bobble Double Shot,2007.0,Puzzle,Rising Star Games,0.04,50.0,4.8,False
Bionicle Heroes,2007.0,Shooter,Eidos Interactive,0.04,52.0,5.8,False
Harry Potter and the Order of the Phoenix,2007.0,Action,Electronic Arts,0.04,63.0,7.1,False
C.O.R.E.,2009.0,Shooter,Graffiti,0.04,44.0,6.9,False
Chaos Wars,2006.0,Strategy,Idea Factory,0.04,64.0,6.9,False
Steambot Chronicles,2005.0,Role-Playing,505 Games,0.04,74.0,8.2,False
Scaler,2004.0,Platform,Take-Two Interactive,0.04,69.0,7.3,False
Scarface: The World is Yours,2006.0,Action,Vivendi Games,0.04,73.0,7.5,False
Legasista,2012.0,Role-Playing,Nippon Ichi Software,0.04,68.0,6.3,False
Fatal Fury: Battle Archives Volume 1,2006.0,Fighting,Ignition Entertainment,0.04,68.0,8.3,False
Harry Potter and the Prisoner of Azkaban,2004.0,Action,Electronic Arts,0.04,67.0,7.2,False
OutRun 2006: Coast 2 Coast,2006.0,Racing,Sega,0.04,82.0,8.1,False
Without Warning,2005.0,Shooter,Capcom,0.04,45.0,6.5,False
Napoleon Dynamite: The Game,2007.0,Puzzle,Crave Entertainment,0.04,37.0,4.6,False
Saints Row 2,2009.0,Action,THQ,0.04,72.0,6.8,False
Trine 2,2011.0,Platform,Focus Home Interactive,0.04,84.0,8.4,False
Teenage Zombies: Invasion of the Alien Brain Thingys,2008.0,Adventure,Ignition Entertainment,0.04,67.0,8.2,False
Transport Fever,2016.0,Simulation,Astragon,0.04,70.0,7.0,False
Homefront: The Revolution,2016.0,Shooter,Deep Silver,0.04,54.0,3.5,False
RLH: Run Like Hell,2003.0,Shooter,Avalon Interactive,0.04,55.0,8.0,False
Obscure,2004.0,Adventure,MC2 Entertainment,0.04,66.0,8.4,False
Just Dance 2017,2016.0,Misc,Ubisoft,0.04,75.0,8.0,False
Stranger of Sword City,2015.0,Role-Playing,Nippon Ichi Software,0.04,71.0,8.0,False
World of Goo,2008.0,Puzzle,2D Boy,0.04,90.0,8.5,False
Secret Files 2: Puritas Cordis,2009.0,Adventure,Deep Silver,0.04,64.0,7.1,False
Monster Kingdom: Jewel Summoner,2006.0,Role-Playing,Sony Computer Entertainment,0.04,66.0,6.8,False
Railroad Tycoon 3,2003.0,Strategy,Gathering of Developers,0.04,80.0,7.7,False
S.T.A.L.K.E.R.: Clear Sky,2008.0,Shooter,Deep Silver,0.04,75.0,7.7,False
Painkiller: Hell Wars,2006.0,Shooter,DreamCatcher Interactive,0.04,68.0,7.4,False
FunkMaster Flex's Digital Hitz Factory,2003.0,Misc,Jester Interactive,0.04,71.0,8.9,False
World in Conflict,2007.0,Strategy,Vivendi Games,0.04,89.0,8.1,False
Pro Cycling Manager 2016,2016.0,Sports,Focus Home Interactive,0.03,64.0,4.8,False
Tomb Raider: Anniversary,2007.0,Action,Eidos Interactive,0.03,83.0,8.1,False
Infamous: First Light,2014.0,Action,Sony Computer Entertainment,0.03,73.0,7.5,False
Tour de France 2014,2014.0,Sports,Focus Home Interactive,0.03,53.0,5.1,False
RedCard 20-03,2002.0,Sports,Midway Games,0.03,67.0,9.0,True
The Night of the Rabbit,2013.0,Adventure,Daedalic Entertainment,0.03,75.0,7.5,False
Bounty Hounds,2006.0,Action,Namco Bandai Games,0.03,63.0,6.0,False
TOCA Race Driver 3,2006.0,Racing,Codemasters,0.03,84.0,8.0,False
A Game of Thrones: Genesis,2011.0,Strategy,Focus Home Interactive,0.03,53.0,4.0,False
Silent Scope,2002.0,Shooter,Konami Digital Entertainment,0.03,70.0,8.0,False
The Cursed Crusade,2011.0,Action,DTP Entertainment,0.03,55.0,6.0,False
Hotel Giant 2,2008.0,Strategy,JoWood Productions,0.03,58.0,2.5,False
DarkStar One,2006.0,Simulation,Ubisoft,0.03,71.0,7.2,False
Hitman: Blood Money,2006.0,Action,Eidos Interactive,0.03,82.0,8.8,False
Duke Nukem 3D: 20th Anniversary World Tour,2016.0,Shooter,Gearbox Software,0.03,77.0,6.9,False
Section 8,2009.0,Shooter,SouthPeak Games,0.03,72.0,7.0,False
Alpha Protocol,2010.0,Role-Playing,Sega,0.03,72.0,7.5,False
Planescape: Torment,1998.0,Role-Playing,Interplay,0.03,91.0,9.2,False
Star Wars Jedi Knight: Jedi Academy,2003.0,Shooter,Activision,0.03,81.0,8.6,False
Red Faction II,2003.0,Shooter,THQ,0.03,79.0,7.3,True
Battle Engine Aquila,2003.0,Shooter,Atari,0.03,73.0,9.0,False
Special Forces: Nemesis Strike,2005.0,Shooter,Hip Interactive,0.03,60.0,6.5,False
Women's Volleyball Championship,2007.0,Sports,Spike,0.03,32.0,4.0,False
Crimson Tears,2004.0,Role-Playing,Capcom,0.03,62.0,7.8,False
Battle Assault 3 featuring Gundam Seed,2004.0,Action,Namco Bandai Games,0.03,48.0,8.7,False
WRC: FIA World Rally Championship,2005.0,Racing,Sony Computer Entertainment,0.03,67.0,7.8,False
Rapala Tournament Fishing!,2006.0,Sports,Activision,0.03,41.0,8.0,False
Superstars V8 Racing,2009.0,Racing,Black Bean Games,0.03,66.0,4.9,False
JoJo's Bizarre Adventure: Eyes of Heaven,2015.0,Fighting,Namco Bandai Games,0.03,61.0,7.4,False
The Void,2008.0,Adventure,Mamba Games,0.03,77.0,8.3,False
