id,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,coded
7355,F,0.65,0.51,0.155,1.3725,0.566,0.308,0.44,10,2
13238,M,0.47,0.37,0.11,0.3705,0.1565,0.082,0.146,8,3
63461,F,0.595,0.475,0.185,1.1785,0.483,0.3155,0.34,10,2
60195,M,0.515,0.405,0.135,0.79,0.3165,0.1745,0.185,11,3
8257,I,0.445,0.325,0.11,0.4425,0.192,0.1055,0.13,8,1
14969,F,0.615,0.475,0.15,1.056,0.4565,0.2315,0.3285,9,2
56876,F,0.505,0.395,0.155,0.768,0.2955,0.151,0.26,12,2
71584,M,0.67,0.52,0.175,1.4435,0.7345,0.3525,0.36,9,3
572,M,0.66,0.53,0.19,1.6305,0.6645,0.314,0.4385,10,3
63577,M,0.63,0.51,0.21,1.5125,0.6615,0.3345,0.445,10,3
18329,F,0.505,0.4,0.14,0.668,0.2495,0.1505,0.185,18,2
22683,I,0.385,0.3,0.1,0.2715,0.097,0.0595,0.093,6,1
67651,M,0.68,0.525,0.215,1.492,0.6025,0.2995,0.512,13,3
64836,I,0.56,0.425,0.125,0.7905,0.3545,0.188,0.185,8,1
60764,I,0.365,0.26,0.085,0.1925,0.078,0.0485,0.065,6,1
69116,I,0.47,0.375,0.12,0.516,0.2735,0.1255,0.129,8,1
71950,M,0.535,0.45,0.135,0.9715,0.3765,0.1815,0.3,29,3
15394,I,0.275,0.2,0.065,0.0935,0.0365,0.018,0.025,4,1
15371,I,0.49,0.385,0.1,0.521,0.2555,0.082,0.135,8,1
52808,F,0.62,0.48,0.195,1.541,0.705,0.3555,0.4025,11,2
87185,I,0.37,0.28,0.095,0.2165,0.0945,0.05,0.075,7,1
81622,F,0.44,0.34,0.135,0.3755,0.1525,0.0755,0.1175,7,2
20149,M,0.605,0.475,0.175,1.0765,0.391,0.2435,0.31,14,3
67425,F,0.58,0.435,0.125,0.865,0.348,0.1715,0.26,12,2
59687,M,0.56,0.425,0.16,0.994,0.3985,0.226,0.28,11,3
75635,F,0.655,0.52,0.175,1.5555,0.693,0.347,0.38,9,2
3614,M,0.58,0.435,0.135,0.895,0.37,0.1925,0.228,10,3
28291,M,0.525,0.45,0.145,0.9565,0.3945,0.195,0.27,10,3
80329,F,0.565,0.44,0.185,0.7145,0.3235,0.1325,0.225,11,2
86715,M,0.59,0.465,0.135,0.88,0.453,0.1955,0.238,9,3
28109,I,0.41,0.31,0.095,0.3585,0.1555,0.067,0.087,7,1
45399,M,0.515,0.395,0.16,0.7365,0.2785,0.166,0.215,14,3
43141,I,0.57,0.44,0.14,0.753,0.3945,0.1315,0.247,8,1
756,F,0.58,0.45,0.135,0.7855,0.3595,0.1725,0.2025,9,2
9590,I,0.37,0.275,0.105,0.2215,0.0915,0.0525,0.0755,7,1
37341,I,0.385,0.285,0.095,0.2615,0.1205,0.0575,0.063,7,1
79797,F,0.51,0.39,0.14,0.5785,0.2235,0.1335,0.193,10,2
58110,I,0.615,0.5,0.15,1.1215,0.5585,0.232,0.2415,10,1
42513,I,0.37,0.28,0.08,0.219,0.103,0.038,0.065,6,1
40688,I,0.57,0.435,0.12,0.8115,0.3575,0.159,0.255,10,1
25763,F,0.645,0.505,0.19,1.6115,0.69,0.3645,0.455,17,2
9281,I,0.475,0.355,0.11,0.563,0.3055,0.0925,0.1385,7,1
4193,M,0.58,0.455,0.155,1.0595,0.4525,0.273,0.33,10,3
6138,F,0.32,0.245,0.09,0.171,0.058,0.0405,0.055,12,2
69073,F,0.53,0.42,0.14,0.702,0.2765,0.1665,0.2415,9,2
40133,F,0.555,0.405,0.145,0.9535,0.4485,0.1955,0.2365,11,2
3237,M,0.63,0.49,0.17,1.1115,0.516,0.2785,0.315,9,3
70607,F,0.375,0.295,0.085,0.2725,0.1245,0.0525,0.055,6,2
47741,M,0.595,0.5,0.175,1.273,0.4245,0.2355,0.425,16,3
63375,F,0.57,0.45,0.16,0.9535,0.4065,0.201,0.32,14,2
59970,M,0.595,0.46,0.135,0.873,0.366,0.1795,0.238,9,3
73621,F,0.555,0.435,0.13,0.922,0.4325,0.1765,0.2815,11,2
55653,I,0.41,0.325,0.105,0.3185,0.1395,0.067,0.1,7,1
44961,F,0.65,0.515,0.215,1.601,0.6665,0.3025,0.46,11,2
60133,M,0.59,0.465,0.14,0.98,0.4235,0.199,0.26,19,3
48976,F,0.615,0.475,0.165,1.2415,0.5565,0.2925,0.3095,9,2
14967,M,0.61,0.485,0.165,1.1435,0.492,0.2435,0.325,11,3
18858,I,0.49,0.37,0.11,0.537,0.221,0.1215,0.135,8,1
11583,M,0.56,0.45,0.135,0.854,0.3685,0.155,0.265,11,3
50256,F,0.58,0.44,0.16,0.9215,0.3325,0.181,0.295,13,2
18247,I,0.37,0.285,0.08,0.2405,0.122,0.0525,0.05,6,1
57686,I,0.425,0.32,0.09,0.33,0.1775,0.056,0.103,7,1
89853,M,0.58,0.45,0.15,0.9,0.44,0.2055,0.24,8,3
73895,M,0.59,0.405,0.13,0.853,0.3285,0.2225,0.305,14,3
74770,I,0.405,0.3,0.11,0.3055,0.1315,0.0525,0.085,7,1
30787,I,0.525,0.44,0.15,0.9715,0.4475,0.177,0.26,10,1
19548,I,0.335,0.235,0.085,0.155,0.0495,0.0285,0.055,6,1
60260,M,0.725,0.575,0.205,2.015,0.8295,0.38,0.475,12,3
17562,I,0.355,0.26,0.095,0.2175,0.097,0.046,0.066,6,1
73433,F,0.61,0.47,0.18,1.12,0.5525,0.2305,0.37,10,2
29659,M,0.505,0.4,0.13,0.702,0.3345,0.138,0.19,8,3
85877,M,0.645,0.52,0.18,1.539,0.6735,0.379,0.485,17,3
41114,I,0.45,0.35,0.12,0.4145,0.1655,0.0915,0.12,8,1
69775,F,0.5,0.395,0.16,0.6635,0.21,0.14,0.24,12,2
1966,I,0.55,0.43,0.125,0.783,0.3445,0.157,0.22,8,1
51835,F,0.66,0.515,0.175,1.6195,0.5125,0.409,0.62,17,2
63640,M,0.59,0.47,0.165,0.8685,0.3395,0.1775,0.265,13,3
42792,F,0.575,0.425,0.13,0.955,0.44,0.169,0.265,8,2
31319,I,0.545,0.43,0.145,0.7865,0.403,0.1925,0.2215,8,1
62043,I,0.57,0.435,0.145,0.7905,0.3445,0.1715,0.245,9,1
88979,I,0.325,0.24,0.075,0.1385,0.0585,0.032,0.043,5,1
8633,F,0.605,0.455,0.12,1.0,0.469,0.212,0.305,12,2
42716,F,0.62,0.485,0.16,1.09,0.397,0.2465,0.35,16,2
57463,M,0.27,0.195,0.07,0.099,0.0445,0.017,0.03,7,3
16880,M,0.58,0.465,0.18,0.955,0.4455,0.201,0.2565,10,3
41294,F,0.565,0.455,0.155,1.098,0.5235,0.2455,0.31,10,2
24075,I,0.48,0.38,0.135,0.5625,0.2845,0.112,0.18,8,1
14408,F,0.605,0.495,0.15,1.136,0.5455,0.2615,0.2885,9,2
64653,M,0.67,0.535,0.195,1.4515,0.6655,0.3055,0.395,11,3
37609,F,0.595,0.455,0.135,0.9505,0.34,0.213,0.315,14,2
6382,F,0.62,0.485,0.205,1.3165,0.566,0.2595,0.465,15,2
11499,I,0.425,0.31,0.1,0.3225,0.1355,0.0755,0.079,7,1
45338,I,0.435,0.345,0.12,0.3675,0.1655,0.0725,0.13,9,1
75585,M,0.67,0.495,0.195,1.6275,0.594,0.3595,0.485,11,3
60939,M,0.67,0.525,0.17,1.7405,0.6205,0.297,0.657,11,3
46342,M,0.525,0.405,0.135,0.8045,0.3045,0.1405,0.24,8,3
74766,M,0.58,0.45,0.15,0.8775,0.417,0.1805,0.2375,8,3
12295,F,0.6,0.47,0.165,1.056,0.3275,0.2295,0.3395,10,2
78219,F,0.55,0.435,0.165,0.972,0.3275,0.1635,0.355,23,2
28643,I,0.515,0.355,0.12,0.5805,0.2325,0.1165,0.1395,7,1
67130,I,0.42,0.325,0.115,0.378,0.172,0.071,0.105,8,1
83962,M,0.55,0.425,0.15,0.7665,0.3495,0.1675,0.25,9,3
53930,M,0.58,0.47,0.165,0.9975,0.3935,0.253,0.33,10,3
22403,M,0.6,0.45,0.16,0.972,0.4245,0.2355,0.265,9,3
13953,I,0.32,0.255,0.095,0.1855,0.08,0.0335,0.055,7,1
66402,F,0.675,0.53,0.195,1.4985,0.6525,0.318,0.4535,11,2
59558,M,0.565,0.45,0.15,1.0015,0.432,0.2115,0.265,11,3
16331,I,0.59,0.45,0.16,0.9,0.358,0.156,0.345,10,1
28265,I,0.465,0.35,0.11,0.5605,0.2325,0.1125,0.13,7,1
14485,I,0.36,0.265,0.09,0.215,0.084,0.037,0.055,6,1
71733,M,0.6,0.47,0.175,1.066,0.4815,0.2345,0.3095,11,3
23708,I,0.36,0.27,0.085,0.2285,0.141,0.0465,0.065,6,1
12309,M,0.58,0.445,0.135,0.908,0.48,0.196,0.22,9,3
79972,M,0.495,0.37,0.115,0.538,0.266,0.113,0.139,8,3
81858,F,0.595,0.455,0.15,1.098,0.4535,0.221,0.305,10,2
30420,M,0.68,0.52,0.16,1.494,0.71,0.298,0.3915,10,3
55068,I,0.54,0.42,0.13,0.6615,0.2925,0.1525,0.1895,9,1
8473,I,0.385,0.25,0.085,0.2325,0.0925,0.056,0.075,6,1
60144,F,0.625,0.475,0.165,1.2315,0.6035,0.262,0.3095,9,2
71737,I,0.52,0.4,0.125,0.583,0.2835,0.1155,0.15,7,1
83197,M,0.55,0.425,0.155,0.6855,0.269,0.148,0.22,10,3
36696,I,0.415,0.325,0.09,0.2995,0.147,0.037,0.085,8,1
38228,M,0.375,0.275,0.11,0.217,0.0915,0.0455,0.0725,7,3
10926,F,0.545,0.41,0.13,0.6765,0.2855,0.1595,0.185,8,2
18374,I,0.56,0.425,0.165,0.9175,0.4005,0.2445,0.26,10,1
4116,M,0.615,0.495,0.16,1.281,0.5935,0.3275,0.3195,9,3
82040,M,0.58,0.46,0.155,1.0375,0.4715,0.2045,0.2405,9,3
5442,M,0.5,0.38,0.125,0.6125,0.3095,0.1575,0.17,9,3
29354,I,0.23,0.175,0.06,0.0645,0.026,0.018,0.02,4,1
56098,I,0.36,0.295,0.1,0.2105,0.0945,0.054,0.085,7,1
29515,M,0.655,0.49,0.15,1.15,0.5455,0.2875,0.2885,11,3
57317,I,0.545,0.42,0.17,0.717,0.358,0.156,0.23,8,1
23143,F,0.645,0.5,0.19,1.561,0.709,0.3575,0.4,11,2
20877,I,0.205,0.155,0.045,0.0415,0.019,0.011,0.012,4,1
41023,M,0.53,0.41,0.125,0.769,0.289,0.1855,0.23,13,3
85971,M,0.595,0.455,0.155,1.0165,0.4115,0.2165,0.325,11,3
60122,I,0.365,0.27,0.085,0.2175,0.1005,0.038,0.0655,6,1
63977,F,0.635,0.5,0.185,1.2945,0.5605,0.2615,0.398,8,2
33417,F,0.55,0.44,0.15,0.906,0.3645,0.231,0.28,17,2
22565,F,0.5,0.39,0.12,0.6355,0.2635,0.1325,0.185,9,2
67793,I,0.455,0.345,0.12,0.4385,0.206,0.098,0.135,11,1
41116,F,0.6,0.475,0.165,1.027,0.416,0.196,0.295,14,2
18933,F,0.52,0.415,0.14,0.7495,0.2745,0.1715,0.185,9,2
70956,I,0.295,0.195,0.085,0.096,0.0565,0.024,0.025,5,1
62109,I,0.235,0.175,0.065,0.073,0.028,0.0125,0.0215,9,1
85021,F,0.545,0.425,0.145,0.8495,0.3895,0.17,0.1865,10,2
71407,I,0.395,0.305,0.095,0.3245,0.1395,0.0535,0.095,8,1
53710,M,0.6,0.47,0.155,1.024,0.4375,0.261,0.305,9,3
39675,F,0.485,0.37,0.14,0.6465,0.262,0.1725,0.21,12,2
41076,M,0.61,0.46,0.16,1.0305,0.4755,0.2275,0.305,10,3
27404,M,0.575,0.44,0.185,0.966,0.3625,0.213,0.28,13,3
63522,F,0.625,0.485,0.175,1.277,0.5815,0.325,0.317,11,2
56474,F,0.63,0.495,0.17,1.2255,0.58,0.2665,0.2425,8,2
89334,M,0.515,0.4,0.125,0.6355,0.2895,0.1315,0.19,8,3
84421,M,0.615,0.525,0.19,1.37,0.5875,0.2815,0.3745,10,3
22366,M,0.58,0.445,0.145,1.0765,0.3715,0.2655,0.285,15,3
10329,M,0.555,0.465,0.165,1.1155,0.5165,0.2425,0.29,9,3
60439,M,0.6,0.475,0.18,1.0265,0.3235,0.2195,0.345,13,3
83896,F,0.645,0.485,0.15,1.087,0.4735,0.2665,0.275,9,2
51230,M,0.67,0.525,0.19,1.348,0.5855,0.4185,0.49,13,3
87193,M,0.385,0.3,0.1,0.241,0.1065,0.0575,0.0875,7,3
85234,I,0.425,0.31,0.09,0.3875,0.1615,0.0655,0.09,7,1
43135,F,0.545,0.44,0.15,0.9245,0.3285,0.2335,0.25,10,2
47309,I,0.45,0.345,0.11,0.4525,0.2155,0.0825,0.12,8,1
40413,M,0.595,0.455,0.145,0.9285,0.442,0.2135,0.24,9,3
80215,I,0.4,0.31,0.085,0.2665,0.116,0.061,0.085,6,1
2493,I,0.475,0.375,0.115,0.5195,0.279,0.088,0.1405,8,1
42822,M,0.62,0.495,0.195,1.4385,0.6735,0.3565,0.47,12,3
48549,M,0.575,0.475,0.155,1.065,0.4865,0.2475,0.275,9,3
82657,M,0.59,0.48,0.165,1.057,0.4445,0.2295,0.2645,11,3
67027,I,0.37,0.275,0.11,0.2835,0.1205,0.061,0.07,6,1
82360,F,0.615,0.455,0.155,1.096,0.4475,0.2445,0.31,13,2
28705,F,0.575,0.47,0.15,1.0405,0.5055,0.2095,0.3,12,2
80495,I,0.45,0.335,0.12,0.4325,0.19,0.0925,0.135,7,1
69924,I,0.385,0.295,0.1,0.2725,0.1165,0.0755,0.095,6,1
72205,I,0.345,0.255,0.08,0.181,0.1065,0.0425,0.0655,6,1
52250,M,0.69,0.53,0.19,1.583,0.7285,0.409,0.391,11,3
63676,F,0.595,0.475,0.15,1.122,0.5095,0.2525,0.287,9,2
67176,M,0.585,0.45,0.155,0.9455,0.4615,0.1845,0.245,12,3
2107,I,0.46,0.35,0.115,0.4385,0.185,0.073,0.1135,8,1
38659,M,0.655,0.51,0.155,1.4385,0.6185,0.3385,0.386,10,3
55887,I,0.415,0.33,0.1,0.3425,0.1575,0.056,0.0975,7,1
50582,I,0.41,0.325,0.095,0.4385,0.1655,0.0855,0.11,8,1
880,F,0.665,0.51,0.185,1.587,0.7075,0.2825,0.4535,11,2
63204,I,0.24,0.175,0.055,0.07,0.0345,0.0235,0.02,5,1
63516,F,0.495,0.375,0.115,0.501,0.1665,0.1175,0.165,11,2
87129,F,0.625,0.515,0.14,1.194,0.4825,0.2345,0.39,11,2
68280,F,0.58,0.455,0.165,1.0385,0.3915,0.2565,0.345,20,2
67830,I,0.255,0.205,0.07,0.075,0.028,0.018,0.025,6,1
46700,F,0.52,0.41,0.14,0.6765,0.2875,0.1565,0.205,10,2
30745,F,0.52,0.425,0.15,0.7155,0.2595,0.152,0.245,10,2
54758,F,0.695,0.58,0.205,1.8185,0.7495,0.4025,0.4715,15,2
49896,M,0.58,0.45,0.15,0.9685,0.3425,0.2065,0.285,10,3
90147,F,0.54,0.415,0.13,0.867,0.4035,0.2125,0.2,9,2
1122,M,0.655,0.51,0.175,1.4135,0.6355,0.3365,0.37,10,3
45551,I,0.53,0.38,0.13,0.553,0.237,0.1285,0.1545,9,1
70694,M,0.58,0.44,0.145,0.872,0.4305,0.1735,0.215,9,3
7112,M,0.7,0.575,0.19,1.496,0.5265,0.3865,0.47,10,3
52961,M,0.6,0.475,0.18,1.0135,0.481,0.2635,0.274,10,3
12995,M,0.55,0.42,0.14,0.8025,0.35,0.1515,0.1975,8,3
46469,F,0.575,0.45,0.155,0.9685,0.3675,0.1715,0.35,19,2
56896,I,0.385,0.305,0.1,0.3285,0.1525,0.062,0.0965,8,1
17095,F,0.385,0.275,0.1,0.2275,0.115,0.0605,0.082,9,2
47194,M,0.62,0.465,0.145,1.0805,0.4315,0.2215,0.265,11,3
8768,M,0.63,0.48,0.165,1.233,0.6565,0.2735,0.335,10,3
64506,M,0.59,0.475,0.145,1.0295,0.4645,0.1905,0.305,9,3
32491,I,0.41,0.3,0.095,0.316,0.1395,0.0785,0.0935,7,1
37319,I,0.44,0.33,0.11,0.3875,0.1865,0.0835,0.0955,7,1
14317,I,0.32,0.265,0.085,0.2065,0.05,0.037,0.055,6,1
5354,M,0.515,0.4,0.13,0.6435,0.3325,0.1295,0.195,9,3
86574,M,0.52,0.41,0.14,0.7115,0.3155,0.1565,0.19,10,3
26682,I,0.58,0.435,0.215,0.9465,0.371,0.224,0.34,15,1
7294,M,0.55,0.415,0.135,0.6385,0.3015,0.1545,0.235,12,3
9798,I,0.44,0.33,0.1,0.384,0.1675,0.082,0.093,7,1
8782,F,0.665,0.525,0.185,1.3445,0.592,0.3175,0.4055,10,2
10563,F,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,14,2
67947,M,0.505,0.4,0.12,0.6295,0.2895,0.151,0.185,9,3
75283,F,0.58,0.465,0.155,0.849,0.3485,0.1765,0.2475,10,2
18654,I,0.55,0.43,0.13,0.7665,0.321,0.14,0.24,10,1
43385,M,0.605,0.52,0.195,1.3175,0.657,0.2875,0.3965,11,3
11295,I,0.195,0.135,0.035,0.0325,0.0135,0.005,0.0085,4,1
83333,F,0.575,0.43,0.165,0.8395,0.3455,0.1815,0.2195,8,2
56338,F,0.575,0.45,0.145,0.813,0.369,0.1785,0.28,11,2
80353,I,0.575,0.45,0.135,0.906,0.3685,0.1765,0.26,10,1
55620,I,0.28,0.215,0.075,0.1165,0.0455,0.0295,0.03,6,1
39018,M,0.6,0.47,0.16,1.098,0.5165,0.2095,0.3,10,3
30064,I,0.18,0.13,0.055,0.0235,0.0105,0.0065,0.01,5,1
11497,F,0.49,0.415,0.16,0.5465,0.252,0.1175,0.13,8,2
39596,M,0.73,0.595,0.19,2.173,0.7675,0.472,0.512,11,3
59869,I,0.415,0.305,0.1,0.3445,0.1615,0.082,0.09,7,1
45288,F,0.6,0.455,0.16,1.1115,0.5265,0.2615,0.3,9,2
2212,M,0.71,0.56,0.195,1.6115,0.5185,0.3775,0.575,14,3
86246,M,0.5,0.38,0.125,0.539,0.268,0.1055,0.145,9,3
43823,F,0.675,0.565,0.17,1.711,0.8365,0.352,0.475,12,2
35933,M,0.375,0.285,0.09,0.2225,0.0825,0.043,0.06,6,3
5930,I,0.435,0.325,0.11,0.44,0.201,0.083,0.1205,8,1
6177,I,0.37,0.28,0.095,0.2205,0.0985,0.0465,0.07,7,1
19364,I,0.43,0.325,0.1,0.315,0.123,0.0865,0.123,6,1
65328,I,0.485,0.36,0.135,0.4515,0.196,0.108,0.1085,8,1
34516,I,0.57,0.445,0.155,0.836,0.3685,0.174,0.2425,11,1
20299,M,0.63,0.48,0.145,1.084,0.5195,0.229,0.286,9,3
39360,M,0.615,0.475,0.175,1.065,0.4865,0.199,0.32,10,3
47978,M,0.44,0.335,0.12,0.4405,0.157,0.0905,0.1195,8,3
74342,I,0.36,0.27,0.085,0.2225,0.1065,0.0475,0.07,6,1
60743,F,0.52,0.405,0.13,0.738,0.177,0.1355,0.195,21,2
28431,I,0.41,0.31,0.095,0.3435,0.1655,0.0625,0.081,6,1
74401,I,0.285,0.215,0.075,0.1165,0.036,0.0295,0.035,6,1
81301,M,0.545,0.425,0.13,0.8395,0.356,0.1725,0.2425,8,3
49415,F,0.625,0.49,0.155,1.0385,0.4635,0.2615,0.315,10,2
64420,M,0.465,0.37,0.105,0.4775,0.2,0.1035,0.15,9,3
86483,I,0.28,0.215,0.105,0.124,0.038,0.0205,0.034,8,1
52609,F,0.505,0.395,0.165,1.2335,0.4015,0.3135,0.31,13,2
53514,I,0.51,0.375,0.125,0.614,0.2855,0.143,0.162,10,1
50378,F,0.6,0.475,0.16,1.1155,0.5065,0.2425,0.295,9,2
8914,F,0.545,0.4,0.11,0.778,0.368,0.215,0.235,8,2
49098,F,0.62,0.48,0.165,1.336,0.6805,0.259,0.3245,10,2
44359,F,0.655,0.525,0.19,1.446,0.734,0.3155,0.4245,13,2
8893,I,0.45,0.35,0.135,0.543,0.2245,0.0735,0.1435,7,1
62811,F,0.57,0.46,0.175,0.9685,0.4195,0.2255,0.29,13,2
62267,I,0.415,0.315,0.1,0.3515,0.1705,0.0795,0.085,6,1
34676,I,0.335,0.25,0.08,0.1745,0.079,0.0255,0.055,7,1
68316,I,0.375,0.285,0.1,0.3085,0.15,0.0505,0.085,7,1
64271,F,0.635,0.515,0.16,1.3165,0.6565,0.269,0.39,11,2
89852,I,0.43,0.31,0.11,0.384,0.1885,0.0885,0.1045,8,1
54660,F,0.57,0.445,0.165,0.944,0.377,0.1825,0.25,9,2
66029,I,0.355,0.265,0.075,0.2785,0.105,0.0595,0.0525,7,1
47980,I,0.255,0.19,0.07,0.0805,0.0385,0.0225,0.0225,5,1
76377,I,0.365,0.275,0.09,0.3215,0.169,0.0735,0.09,6,1
40866,I,0.31,0.225,0.075,0.1515,0.0665,0.0315,0.045,7,1
31627,I,0.385,0.29,0.115,0.3795,0.18,0.0735,0.095,8,1
77652,F,0.67,0.545,0.17,1.6105,0.59,0.2815,0.435,14,2
30318,I,0.375,0.285,0.09,0.2405,0.0925,0.041,0.07,7,1
72919,I,0.31,0.225,0.07,0.145,0.0595,0.0305,0.04,7,1
51577,M,0.63,0.475,0.16,1.1725,0.6205,0.247,0.309,9,3
24294,I,0.285,0.215,0.06,0.102,0.045,0.0185,0.03,5,1
70524,I,0.425,0.34,0.1,0.4075,0.1755,0.0935,0.13,8,1
1452,I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,8,1
38021,F,0.625,0.485,0.18,1.3835,0.6385,0.2,0.32,9,2
8256,I,0.35,0.27,0.09,0.1985,0.093,0.042,0.065,7,1
63637,I,0.535,0.42,0.14,0.6855,0.2855,0.144,0.203,8,1
58495,M,0.56,0.44,0.155,1.0385,0.4725,0.212,0.32,11,3
30902,F,0.585,0.45,0.145,0.913,0.4585,0.2635,0.225,9,2
9924,M,0.52,0.4,0.155,0.7025,0.288,0.1415,0.21,14,3
31816,F,0.43,0.325,0.12,0.3675,0.1645,0.0835,0.11,9,2
81512,I,0.36,0.27,0.075,0.1895,0.0825,0.048,0.05,6,1
75113,M,0.565,0.465,0.15,0.849,0.3845,0.179,0.223,9,3
51139,M,0.64,0.475,0.155,1.4195,0.6735,0.293,0.3295,10,3
71658,M,0.64,0.5,0.165,1.3655,0.7155,0.3045,0.335,9,3
41255,F,0.505,0.375,0.11,0.5825,0.2615,0.12,0.175,10,2
62506,I,0.42,0.345,0.1,0.3785,0.157,0.0745,0.11,8,1
52069,F,0.6,0.475,0.19,1.0915,0.4305,0.2425,0.355,13,2
28666,M,0.515,0.375,0.125,0.5755,0.222,0.131,0.184,8,3
42902,M,0.48,0.375,0.125,0.5825,0.2775,0.1365,0.17,8,3
15978,M,0.575,0.47,0.145,0.9315,0.35,0.1905,0.25,12,3
1994,M,0.615,0.48,0.16,1.049,0.4755,0.2225,0.31,8,3
79606,F,0.45,0.37,0.105,0.4925,0.186,0.1245,0.145,12,2
33255,M,0.61,0.48,0.17,1.0265,0.3935,0.2105,0.355,12,3
77026,F,0.635,0.495,0.155,1.2905,0.526,0.2365,0.34,9,2
21592,F,0.62,0.49,0.185,1.217,0.5565,0.2265,0.3165,9,2
34464,M,0.67,0.54,0.175,1.412,0.519,0.2735,0.497,13,3
3611,F,0.58,0.455,0.155,0.874,0.3445,0.1845,0.24,10,2
79719,I,0.35,0.265,0.09,0.196,0.074,0.0305,0.068,6,1
86539,I,0.545,0.415,0.155,0.842,0.3765,0.1785,0.207,8,1
9237,M,0.535,0.42,0.125,0.7425,0.3375,0.1545,0.1985,9,3
33327,M,0.615,0.455,0.155,1.208,0.6025,0.2895,0.2635,9,3
76864,I,0.485,0.365,0.125,0.4785,0.206,0.112,0.141,8,1
38603,M,0.565,0.45,0.16,0.837,0.382,0.1635,0.215,9,3
11030,M,0.61,0.49,0.175,1.2705,0.6185,0.2665,0.345,10,3
78588,F,0.605,0.47,0.17,1.1,0.4955,0.254,0.305,10,2
28956,I,0.535,0.42,0.13,0.7765,0.4655,0.15,0.2095,9,1
4361,F,0.445,0.335,0.11,0.5725,0.187,0.108,0.13,15,2
16895,F,0.74,0.56,0.195,1.8795,0.959,0.4255,0.4705,11,2
60932,M,0.56,0.455,0.145,0.99,0.3975,0.2185,0.2705,10,3
76139,F,0.55,0.41,0.14,0.8705,0.407,0.1885,0.213,8,2
67106,M,0.505,0.4,0.155,0.7905,0.3095,0.1615,0.239,9,3
36162,M,0.765,0.6,0.22,2.302,1.351,0.509,0.5355,11,3
89659,M,0.52,0.41,0.17,0.9505,0.2615,0.156,0.255,18,3
41285,F,0.645,0.5,0.175,1.406,0.6605,0.3115,0.39,10,2
12387,I,0.28,0.19,0.07,0.1065,0.037,0.0185,0.03,5,1
83845,I,0.58,0.45,0.16,0.9875,0.429,0.1725,0.228,11,1
61641,I,0.47,0.37,0.12,0.5685,0.2105,0.123,0.14,8,1
88575,F,0.675,0.585,0.22,1.89,0.9955,0.386,0.47,10,2
11666,M,0.53,0.425,0.14,0.6965,0.2865,0.1545,0.245,10,3
80364,I,0.385,0.3,0.125,0.268,0.1115,0.053,0.088,8,1
34040,F,0.66,0.525,0.205,1.519,0.6965,0.3175,0.42,13,2
66779,M,0.58,0.46,0.15,1.0805,0.5265,0.2095,0.275,8,3
87132,M,0.505,0.405,0.14,0.6995,0.2855,0.1415,0.2185,9,3
68562,I,0.425,0.325,0.1,0.3825,0.1695,0.0655,0.125,6,1
55800,I,0.425,0.325,0.1,0.3915,0.154,0.082,0.11,8,1
11732,F,0.625,0.495,0.18,1.2515,0.5105,0.2765,0.315,9,2
75938,I,0.505,0.4,0.13,0.6335,0.2785,0.133,0.1845,9,1
30263,M,0.525,0.39,0.125,0.5865,0.2555,0.1385,0.185,10,3
8542,F,0.695,0.56,0.215,1.859,0.8005,0.3685,0.48,13,2
6578,M,0.53,0.42,0.16,0.752,0.299,0.1795,0.245,13,3
6091,F,0.595,0.45,0.17,1.0595,0.3845,0.2145,0.355,10,2
821,I,0.41,0.325,0.095,0.3685,0.1695,0.0785,0.115,9,1
90221,M,0.465,0.355,0.115,0.4485,0.2285,0.093,0.145,9,3
71215,F,0.65,0.495,0.17,1.2935,0.5605,0.3395,0.355,9,2
52343,I,0.28,0.21,0.07,0.1275,0.0535,0.0265,0.03,5,1
64375,F,0.625,0.495,0.165,1.3855,0.5595,0.318,0.345,10,2
89299,F,0.56,0.455,0.145,0.987,0.4325,0.2085,0.295,17,2
19402,I,0.37,0.28,0.095,0.1975,0.0735,0.0515,0.06,6,1
1761,M,0.615,0.47,0.16,1.1185,0.5135,0.2755,0.315,9,3
1003,M,0.59,0.475,0.17,1.096,0.413,0.2445,0.37,17,3
6266,F,0.625,0.435,0.15,0.8915,0.4265,0.2,0.2385,10,2
46325,M,0.715,0.515,0.18,1.382,0.715,0.3075,0.355,11,3
73627,F,0.61,0.475,0.17,1.151,0.564,0.273,0.3045,9,2
55231,M,0.44,0.335,0.1,0.4085,0.175,0.0875,0.119,8,3
5346,M,0.66,0.52,0.17,1.7025,0.6805,0.297,0.455,17,3
54605,I,0.515,0.38,0.13,0.6595,0.3345,0.144,0.1795,8,1
82825,F,0.62,0.48,0.16,1.0815,0.4935,0.2485,0.287,9,2
70344,I,0.255,0.19,0.065,0.079,0.0375,0.0185,0.0215,5,1
10338,F,0.645,0.5,0.18,1.1735,0.4865,0.3075,0.345,11,2
74275,M,0.73,0.56,0.185,1.6385,0.7035,0.3685,0.49,16,3
28636,F,0.665,0.505,0.165,1.3695,0.653,0.2655,0.38,9,2
7834,I,0.45,0.335,0.11,0.3635,0.174,0.0715,0.11,7,1
