Name,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score
Mayhem 3D,2011.0,Racing,Evolved Games,0.07,47.0,8.6
Bleach: Hanatareshi Yabou,2006.0,Role-Playing,Sony Computer Entertainment,0.07,,
Alex Rider: Stormbreaker,,Action,THQ,0.07,48.0,6.1
Yoake Yori Ruriiro na: Brighter than Dawning Blue,2006.0,Adventure,Aria,0.07,,
Pandemonium 2,1997.0,Platform,BMG Interactive Entertainment,0.07,,
Gundam Try Age SP,2014.0,Strategy,Namco Bandai Games,0.07,,
WipEout HD Fury,2009.0,Racing,Sony Computer Entertainment,0.07,89.0,8.4
Fallout: Brotherhood of Steel,2004.0,Role-Playing,Avalon Interactive,0.07,64.0,4.1
12-Sai. Honto no Kimochi,2014.0,Adventure,Happinet,0.07,,
Parlor! Mini 2,1996.0,Misc,Nippon Telenet,0.07,,
"Flower, Sun, and Rain",2008.0,Adventure,Rising Star Games,0.07,54.0,7.1
Gunstar Super Heroes,2005.0,Shooter,Sega,0.07,83.0,8.5
C: The Contra Adventure,1998.0,Shooter,Konami Digital Entertainment,0.07,,
Cities XL 2012,2011.0,Strategy,Focus Home Interactive,0.07,61.0,5.6
Worms Forts: Under Siege,2004.0,Strategy,Sega,0.07,67.0,8
Dream C Club,2009.0,Simulation,D3Publisher,0.07,,
Pocky & Rocky with Becky,2001.0,Shooter,Altron,0.07,,
Full Spectrum Warrior: Ten Hammers,2006.0,Strategy,THQ,0.07,71.0,8
Streets of Rage 3,1993.0,Action,Sega,0.07,,
Natural Doctrine,2014.0,Role-Playing,Nippon Ichi Software,0.07,60.0,7.5
Pro Yaky? Spirits 4,2007.0,Sports,Konami Digital Entertainment,0.07,,
Prince of Persia: The Fallen King,2008.0,Action,Ubisoft,0.07,64.0,6
My Horse & Me: Riding for Gold,2008.0,Sports,Atari,0.07,,
Speed Racer,1996.0,Racing,Tomy Corporation,0.07,,
NHL Hitz Pro,2003.0,Sports,Midway Games,0.07,81.0,8.8
Cardfight!! Vanguard: Lock On Victory!!,2014.0,Misc,FuRyu,0.07,,
Broken Sword 5: The Serpent's Curse,2015.0,Adventure,Revolution Software,0.07,72.0,7.2
Alan Wake,2012.0,Action,Nordic Games,0.06,83.0,8
Atelier Meruru: Alchemist of Arland 3,2013.0,Role-Playing,Gust,0.06,,
Ojyousama Express,1998.0,Strategy,Media Works,0.06,,
Risen 3: Titan Lords,2014.0,Role-Playing,Deep Silver,0.06,44.0,4.4
Steambot Chronicles: Battle Tournament,2008.0,Fighting,Irem Software Engineering,0.06,54.0,6.3
Wings of War,2004.0,Simulation,Take-Two Interactive,0.06,62.0,5
187: Ride or Die,2005.0,Racing,Ubisoft,0.06,51.0,6.9
RPG Maker 3,2004.0,Role-Playing,Enterbrain,0.06,69.0,7.9
Zatch Bell! Mamodo Battles,2005.0,Fighting,Namco Bandai Games,0.06,,
Genkai Tokki Monster Monpiece,2013.0,Strategy,Idea Factory,0.06,,
Kabuki Warriors,2001.0,Action,Genki,0.06,32.0,2.5
Discworld,1994.0,Adventure,Psygnosis,0.06,,
Motion Explosion!,2011.0,Misc,505 Games,0.06,,
World Poker Tour,2005.0,Misc,Take-Two Interactive,0.06,63.0,7.8
Age of Empires III: The Asian Dynasties,2007.0,Strategy,Microsoft Game Studios,0.06,81.0,8.5
IL-2 Sturmovik: Birds of Prey,2009.0,Simulation,505 Games,0.06,41.0,2.4
July,1998.0,Adventure,Fortyfive,0.06,,
ESPN Winter X-Games: Snowboarding 2002,2000.0,Sports,Konami Digital Entertainment,0.06,,
Bleach: Versus Crusade,2008.0,Fighting,Sega,0.06,,
Kanon,2000.0,Adventure,NEC Interchannel,0.06,,
NanoBreaker,2005.0,Action,Konami Digital Entertainment,0.06,51.0,6.7
Bionicle,2003.0,Action,Electronic Arts,0.06,49.0,1.5
GRID 2,2013.0,Racing,Codemasters,0.06,80.0,5.7
Cabela's Trophy Bucks,2008.0,Sports,Activision Value,0.06,,6
Cosmos Chaos!,2010.0,Misc,Mentor Interactive,0.06,,
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,2000.0,Simulation,Konami Digital Entertainment,0.06,,
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,2015.0,Misc,Namco Bandai Games,0.06,,
Criminal Girls: Invite Only,2013.0,Role-Playing,Nippon Ichi Software,0.06,55.0,6.7
Miami Vice: The Game,2006.0,Shooter,Activision,0.06,63.0,7
Samurai Warriors Chronicles 3,2014.0,Action,Tecmo Koei,0.06,70.0,7.9
BMX XXX,2002.0,Sports,Acclaim Entertainment,0.06,60.0,5
Bullet Girls,2014.0,Action,D3Publisher,0.06,,
One Piece: Unlimited World Red,2014.0,Action,Namco Bandai Games,0.06,66.0,7.8
Aggressive Inline,2002.0,Sports,Acclaim Entertainment,0.06,85.0,7.7
Ikki Tousen: Xross Impact,2010.0,Action,Marvelous Interactive,0.06,,
Insecticide,2008.0,Action,Gamecock,0.06,55.0,7
Super Mahjong 2: Honkaku 4Jin Uchi,1993.0,Misc,Imax,0.06,,
XGRA: Extreme G Racing Association,2003.0,Racing,Acclaim Entertainment,0.06,68.0,8.6
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,2007.0,Action,Namco Bandai Games,0.06,,
Family Trainer: Treasure Adventure,2010.0,Sports,Namco Bandai Games,0.06,,
Pop'n Music Portable 2,2011.0,Misc,Konami Digital Entertainment,0.06,,
Darksiders II,2015.0,Action,Nordic Games,0.06,,
Ys vs. Sora no Kiseki: Alternative Saga,2010.0,Fighting,Falcom Corporation,0.06,,
Naruto: Ultimate Ninja Heroes (JP sales),2006.0,Fighting,Namco Bandai Games,0.06,,
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,2008.0,Adventure,Marvelous Interactive,0.06,,
Ray Tracers,1997.0,Racing,Sony Computer Entertainment,0.06,,
Mario vs. Donkey Kong: Tipping Stars,2015.0,Puzzle,Nintendo,0.06,70.0,7.5
Tournament of Legends,2010.0,Fighting,Sega,0.06,45.0,6.9
Escape from Bug Island,2006.0,Action,Eidos Interactive,0.06,37.0,5
Nicola Kanshuu: Model * Oshare Audition,2010.0,Misc,Alchemist,0.06,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,2009.0,Misc,D3Publisher,0.06,,
Kururin Paradise,2002.0,Puzzle,Unknown,0.06,,
Gradius Collection,2006.0,Shooter,Konami Digital Entertainment,0.06,76.0,8.5
Kiniro no Corda 2,2007.0,Role-Playing,Tecmo Koei,0.06,,
Dynasty Warriors Vs,2012.0,Action,Ackkstudios,0.06,,
Fist of the North Star: Ken's Rage 2,2012.0,Fighting,Tecmo Koei,0.06,55.0,7.1
Gallop Racer 2004,2004.0,Sports,Zoo Digital Publishing,0.06,70.0,8.7
Sunrise Eiyuutan R,2000.0,Role-Playing,Sunrise Interactive,0.06,,
Mobile Suit Gundam Seed: Never Ending Tomorrow,2004.0,Shooter,Namco Bandai Games,0.06,45.0,7.8
F1 2001,2001.0,Racing,Electronic Arts,0.06,83.0,5.5
Utawarerumono: Futari no Hakuoro,2016.0,Misc,Aqua Plus,0.06,,
Fishing Master (jp sales),2007.0,Sports,Konami Digital Entertainment,0.06,,
OK! Puzzle Stars,2010.0,Puzzle,Ubisoft,0.06,,
Zill O'll Infinite Plus,2009.0,Role-Playing,Tecmo Koei,0.06,,
Tonka Rescue Patrol,2003.0,Action,TDK Mediactive,0.06,,
GunGriffon II,1998.0,Simulation,ESP,0.06,,
Crimson Gem Saga,2008.0,Role-Playing,Sega,0.06,78.0,7.5
Monster Tale,2011.0,Platform,Majesco Entertainment,0.06,79.0,8
Legend of the Dragon,2007.0,Fighting,Game Factory,0.06,37.0,4.8
Cel Damage,2002.0,Racing,Electronic Arts,0.06,67.0,6.8
Famicom Mini: Balloon Fight,2004.0,Action,Nintendo,0.06,,
Steins;Gate: Senkei Kousoku no Phonogram,2013.0,Adventure,5pb,0.06,,
Seaman 2: Peking Genjin Ikusei Kit,2007.0,Simulation,Sega,0.06,,
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,2008.0,Action,Namco Bandai Games,0.06,,
Sprung - A Game Where Everyone Scores,2004.0,Adventure,Ubisoft,0.06,,
Mirror's Edge Catalyst,2016.0,Platform,Electronic Arts,0.06,74.0,4.4
Growlanser IV: Over Reloaded,2011.0,Role-Playing,Atlus,0.06,,
Arc the Lad: End of Darkness,2004.0,Role-Playing,Sony Computer Entertainment,0.06,59.0,4.2
Tom Clancy's Splinter Cell: Pandora Tomorrow,2004.0,Action,Ubisoft,0.06,68.0,6.2
Bubble Bobble also featuring Rainbow Islands,1995.0,Puzzle,Acclaim Entertainment,0.06,,
Intellivision Lives!,2004.0,Misc,Crave Entertainment,0.06,,
Tokobot,2005.0,Platform,Take-Two Interactive,0.06,72.0,7.3
Panzer Tactics,2007.0,Strategy,10TACLE Studios,0.06,,
Pro Yaky? Spirits 2013,2013.0,Sports,Konami Digital Entertainment,0.06,,
Robotica,1994.0,Shooter,Sega,0.06,,
Super Robot Wars OG: The Moon Dwellers,2016.0,Misc,Namco Bandai Games,0.06,,
Deathrow: Underground Team Combat,2002.0,Sports,Ubisoft,0.06,,
The Amazing Spider-Man 2 (2014),2014.0,Action,Activision,0.06,,
Paws & Claws: Marine Rescue,2011.0,Simulation,THQ,0.06,,
Land of the Dead: Road to Fiddler's Green,2005.0,Shooter,Groove Games,0.06,32.0,5.8
Odin Sphere: Leifthrasir,2016.0,Role-Playing,Nippon Ichi Software,0.06,,7
R-Types,1998.0,Shooter,Virgin Interactive,0.06,,
Star Fighter,1995.0,Shooter,Telstar,0.06,,
Game Center CX: 3-Choume no Arino,2014.0,Action,Namco Bandai Games,0.06,,
Assetto Corsa,2016.0,Racing,505 Games,0.06,73.0,6.2
NHL 2K9,2008.0,Sports,Take-Two Interactive,0.06,65.0,5.4
Kuukan * Zukei: Hirameki Training - KuuTore,2008.0,Misc,Benesse,0.06,,
Osu! Tatakae! Ouendan,2005.0,Misc,Nintendo,0.06,,
Dissidia: Final Fantasy Universal Tuning,2009.0,Fighting,Square Enix,0.06,,
"Warhammer 40,000: Squad Command",2007.0,Strategy,THQ,0.06,57.0,7.9
Johnny Test,2011.0,Platform,505 Games,0.06,,0.9
One Piece: Burning Blood,2016.0,Fighting,Namco Bandai Games,0.06,60.0,5.8
TrackMania Turbo,2016.0,Action,Ubisoft,0.06,76.0,7.7
Pro Evolution Soccer 2015,2014.0,Sports,Konami Digital Entertainment,0.06,82.0,5.8
Meitantei Conan: Aoki Houseki no Rinbukyoku,2011.0,Adventure,Namco Bandai Games,0.06,,
The Legend of Heroes: Trails in the Sky Second Chapter,2007.0,Role-Playing,Falcom Corporation,0.06,,
Zero Escape: Zero Time Dilemma,2016.0,Adventure,Aksys Games,0.06,83.0,8.3
Bionicle Heroes,2006.0,Shooter,Eidos Interactive,0.06,72.0,6.4
Mystic Heroes,2002.0,Action,Tecmo Koei,0.06,67.0,8.6
Jurassic Park III: Park Builder,2001.0,Simulation,Konami Digital Entertainment,0.06,65.0,8
Unchained Blades ,2011.0,Role-Playing,FuRyu,0.06,61.0,7.5
NHL Legacy,2015.0,Action,Electronic Arts,0.06,,
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,2011.0,Fighting,Namco Bandai Games,0.06,,
Santa Claus Is Comin' to Town!,2011.0,Puzzle,Crave Entertainment,0.06,,
Disney Infinity 2.0: Marvel Super Heroes,2015.0,Action,Disney Interactive Studios,0.06,,
Godzilla (2014),2014.0,Action,Namco Bandai Games,0.06,,
Code Geass: Hangyaku no Lelouch - Lost Colors,2008.0,Adventure,Namco Bandai Games,0.06,,
Showtime Championship Boxing,2007.0,Fighting,Zoo Digital Publishing,0.06,35.0,4.7
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,2016.0,Action,Namco Bandai Games,0.06,,
Power Shovel,2000.0,Action,JVC,0.06,,
Bomberman Land,2007.0,Misc,Hudson Entertainment,0.06,55.0,7.8
A llI S.V.: A Ressha de Gyoukou 3 Super Version,1995.0,Simulation,Pack-In-Video,0.06,,
Generator Rex: Agent of Providence,2011.0,Action,Activision,0.06,,4
The Book of Unwritten Tales: The Critter Chronicles,2011.0,Action,Crimson Cow,0.06,,
Steins;Gate,2012.0,Adventure,PQube,0.06,83.0,8.7
Nights of Azure,2015.0,Action,Tecmo Koei,0.06,67.0,7.6
Age of Empires Online,2011.0,Strategy,Microsoft Game Studios,0.06,70.0,5.6
Earth Defense Force 2017 Portable,2012.0,Action,D3Publisher,0.06,68.0,7.9
Atelier Iris 2: The Azoth Of Destiny,2005.0,Role-Playing,Tecmo Koei,0.06,68.0,7.8
There,2002.0,Simulation,Infogrames,0.06,,
Tokimeki no Houkago,1998.0,Misc,Konami Digital Entertainment,0.06,,
Lego Batman 3: Beyond Gotham,2014.0,Action,Warner Bros. Interactive Entertainment,0.06,,6.8
Akai Katana Shin,2011.0,Shooter,Cave,0.06,,
2 Games in 1: Sonic Pinball Party & Columns Crown,2005.0,Misc,Sega,0.06,,
Mad Maestro!,2001.0,Misc,Eidos Interactive,0.06,,
Densha De Go! 3 Tsuukinhen,2001.0,Simulation,Taito,0.06,,
From The Abyss,2008.0,Role-Playing,Nobilis,0.06,59.0,8
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,2006.0,Misc,Daito,0.06,,
The LEGO Movie Videogame,2014.0,Action,Warner Bros. Interactive Entertainment,0.06,68.0,6.8
DuckTales: Remastered,2013.0,Action,Capcom,0.06,76.0,7.9
Giants: Citizen Kabuto,2001.0,Shooter,Interplay,0.06,79.0,6.9
Steins;Gate,2009.0,Adventure,5pb,0.06,,
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,2014.0,Adventure,Namco Bandai Games,0.06,,
Star Wars Knights of the Old Republic II: The Sith Lords,2005.0,Role-Playing,LucasArts,0.06,,
MX vs. ATV Supercross,2014.0,Racing,Nordic Games,0.06,48.0,4.8
Grand Kingdom,2015.0,Role-Playing,Nippon Ichi Software,0.06,76.0,8.8
Risen 3: Titan Lords,2015.0,Role-Playing,Deep Silver,0.06,,
Guilty Gear XX Accent Core Plus,2008.0,Fighting,PQube,0.06,,8
LEGO Batman: The Videogame,2008.0,Action,Warner Bros. Interactive Entertainment,0.06,80.0,7.8
Alone in the Dark,2008.0,Adventure,Atari,0.06,47.0,5.4
Muppets Party Cruise,2003.0,Misc,TDK Mediactive,0.06,61.0,8
Higurashi Daybreak Portable,2008.0,Adventure,Alchemist,0.06,,
Shonen Jump's One Piece: Grand Battle,2005.0,Fighting,Namco Bandai Games,0.06,,
Transformer: Rise of the Dark Spark,2014.0,Action,Activision,0.06,,
Barbie Horse Adventures: Wild Horse Rescue,2003.0,Sports,Vivendi Games,0.06,,
Blast Lacrosse,2001.0,Sports,Acclaim Entertainment,0.06,,
Kikou Heidan J-Phoenix,2001.0,Action,Takara,0.06,,
Backyard NFL Football '10,2009.0,Sports,Atari,0.06,,
Earth Defense Force 4.1: The Shadow of New Despair,2015.0,Shooter,Xseed Games,0.06,64.0,7.9
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,2005.0,Action,Konami Digital Entertainment,0.06,,
Bubble Bobble: Old & New,2002.0,Puzzle,Empire Interactive,0.06,,
Naruto Shippuden: Gekito Ninja Taisen! Special,2010.0,Fighting,Takara Tomy,0.06,,
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,2012.0,Action,Sega,0.06,,
Kekkon: Marriage,1995.0,Adventure,Shogakukan,0.06,,
KimiKiss,2006.0,Adventure,Enterbrain,0.06,,
Nicola Kanshuu: Model * Oshare Audition 2,2011.0,Action,Alchemist,0.06,,
Cold Fear,2005.0,Action,Ubisoft,0.06,71.0,7.6
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,2010.0,Misc,D3Publisher,0.06,,
Shining Force Feather,2009.0,Strategy,Sega,0.06,,
The Technomancer,2016.0,Role-Playing,Focus Home Interactive,0.06,60.0,6.7
Attack on Titan (KOEI),2016.0,Action,Tecmo Koei,0.06,,
Mobile Suit Gundam 00: Gundam Meisters,2008.0,Action,Namco Bandai Games,0.06,,
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,2014.0,Action,Namco Bandai Games,0.06,,
Theme Park,2007.0,Simulation,Electronic Arts,0.06,72.0,7.6
Call of Cthulhu: Dark Corners of the Earth,2005.0,Adventure,Take-Two Interactive,0.06,77.0,8.1
Blur,2010.0,Racing,Activision,0.06,81.0,7.4
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,2014.0,Strategy,Namco Bandai Games,0.06,,
The Next BIG Thing,2011.0,Adventure,Focus Home Interactive,0.06,75.0,7.9
Metal Gear Solid: Social Ops,2002.0,Action,Konami Digital Entertainment,0.06,,
Minna no DS Seminar: Kanpeki Eitango Ryoku,2006.0,Misc,TDK Core,0.06,,
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,2008.0,Simulation,Konami Digital Entertainment,0.06,,
PenPen TriIceLon,1998.0,Racing,Infogrames,0.06,,
SBK 2011: FIM Superbike World Championship,2011.0,Racing,Black Bean Games,0.06,,
Alien Syndrome,2007.0,Role-Playing,Sega,0.06,48.0,7.1
Vexx,2003.0,Platform,Acclaim Entertainment,0.06,71.0,7.3
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,2010.0,Action,Namco Bandai Games,0.06,,
Mega Man Battle Network 5: Double Team DS (US sales),2005.0,Role-Playing,Nintendo,0.06,,
Attack on Titan (KOEI),2016.0,Action,Tecmo Koei,0.06,,
Secret Files: Tunguska,2008.0,Adventure,Koch Media,0.06,65.0,7.6
EverQuest II: Destiny of Velious,2011.0,Role-Playing,Sony Online Entertainment,0.06,,7.4
Unreal Tournament III,2007.0,Shooter,Midway Games,0.06,83.0,8
Disney Sports Skateboarding,2002.0,Sports,Konami Digital Entertainment,0.06,36.0,4.7
Summon Night 6: Lost Borders,2016.0,Action,Namco Bandai Games,0.06,,
Summon Night 2,2008.0,Role-Playing,Namco Bandai Games,0.06,,
Chou Soujuu Mecha MG,,Simulation,,0.06,,
Pro Evolution Soccer 2012,2011.0,Action,Konami Digital Entertainment,0.06,,8.2
Terminator 3: The Redemption,2004.0,Shooter,Atari,0.06,66.0,8.6
Arkanoid DS,2007.0,Puzzle,Square Enix,0.06,61.0,7
Call of Duty 2,2005.0,Shooter,Activision,0.06,86.0,8.4
Big Bang Mini,2009.0,Shooter,SouthPeak Games,0.06,78.0,8.2
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,2012.0,Action,Namco Bandai Games,0.06,,
Genkai Tokki: Moero Crystal,2015.0,Role-Playing,Compile Heart,0.06,,
Project Setsuna,2016.0,Role-Playing,Square Enix,0.06,,
Serious Sam II,2005.0,Shooter,Take-Two Interactive,0.06,72.0,6.7
Neon Genesis Evangelion,1999.0,Adventure,Namco Bandai Games,0.06,,
Song of the Deep,2016.0,Action,Insomniac Games,0.06,66.0,6.9
JoJo's Bizarre Adventure: All Star Battle,2012.0,Fighting,Take-Two Interactive,0.06,,
Digimon All-Star Rumble,2014.0,Fighting,Namco Bandai Games,0.06,,5.7
The Legend of Heroes VII: The Trail of Blue,2014.0,Role-Playing,Nihon Falcom Corporation,0.06,,
MotoGP 10/11,2011.0,Racing,Capcom,0.06,72.0,
Dead Rising 2: Off the Record,2011.0,Action,Capcom,0.06,66.0,5.3
Flipnic: Ultimate Pinball,2003.0,Misc,Ubisoft,0.06,64.0,8.1
ICO,2011.0,Action,Sony Computer Entertainment,0.06,,7.4
Eigo de Tabisuru: Little Charo,2011.0,Misc,Nintendo,0.06,,
NBA Hangtime,1996.0,Sports,Midway Games,0.06,,
D.C. II P.S.: Da Capo II Plus Situation,2008.0,Adventure,Kadokawa Shoten,0.06,,
The Witcher,2007.0,Role-Playing,Atari,0.06,81.0,8.8
Mike Piazza's Strike Zone,1998.0,Sports,GT Interactive,0.06,,
Bust-A-Move '99,1998.0,Puzzle,Acclaim Entertainment,0.06,,
Star Soldier: Vanishing Earth,1998.0,Shooter,Hudson Entertainment,0.06,,
Top Gear Hyper-Bike,1999.0,Racing,Kemco,0.06,,
Brunswick Circuit Pro Bowling,1999.0,Sports,THQ,0.06,,
Olympic Hockey 98,1998.0,Sports,GT Interactive,0.06,,
CyberTiger,2000.0,Sports,Electronic Arts,0.06,,
Polaris SnoCross,2000.0,Racing,Vatical Entertainment,0.06,,
Penny Racers,1998.0,Racing,THQ,0.06,,
S.C.A.R.S,1998.0,Racing,Ubisoft,0.06,,
Another Code R: A Journey into Lost Memories,2009.0,Adventure,Nintendo,0.06,66.0,
Virtual Chess 64,1998.0,Misc,Titus,0.06,,
Marvel Super Heroes,1997.0,Fighting,Capcom,0.06,,
Atelier Sophie: The Alchemist of the Mysterious Book,2015.0,Role-Playing,Tecmo Koei,0.06,,8
Prinny: Can I Really Be The Hero? (US sales),,Action,,0.06,,
Coded Arms: Contagion,2007.0,Shooter,Konami Digital Entertainment,0.06,56.0,6.6
Foster's Home for Imaginary Friends: Imagination Invaders,2007.0,Adventure,Midway Games,0.06,,7.2
Smile PreCure! Let's Go! Marchen World,2012.0,Action,Namco Bandai Games,0.06,,
S.T.A.L.K.E.R.: Call of Pripyat,2009.0,Shooter,Namco Bandai Games,0.06,80.0,8.7
Doraemon: Nobita no Uchuu Eiyuuki,2015.0,Action,FuRyu,0.06,,
A New Beginning,2010.0,Adventure,Deep Silver,0.06,,
Create,2010.0,Action,Electronic Arts,0.06,54.0,6.8
Power Pro Success Legends,2010.0,Sports,Konami Digital Entertainment,0.06,,
Killer Loop,1999.0,Racing,Crave Entertainment,0.06,,
Cabela's Dangerous Hunts: Ultimate Challenge,2006.0,Sports,Activision Value,0.06,,4
Worldwide Soccer,1994.0,Sports,Sega,0.06,,
Toriko: Gourmet Battle!,2013.0,Role-Playing,Namco Bandai Games,0.06,,
Tony Hawk's Pro Skater 5,2015.0,Sports,Activision,0.06,,3.1
Commandos: Strike Force,2006.0,Shooter,Eidos Interactive,0.06,58.0,8.5
Mobile Suit Gundam: Gundam vs. Zeta Gundam,2004.0,Shooter,Namco Bandai Games,0.06,57.0,8.6
Guilty Gear X: Advance Edition,2002.0,Fighting,Sammy Corporation,0.06,67.0,5.9
Fate/Tiger Colosseum Upper,2008.0,Fighting,Capcom,0.06,,
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,2009.0,Misc,Rocket Company,0.06,,
Warriors of the Lost Empire,2007.0,Role-Playing,Mercury Games,0.06,52.0,7.4
Pop Cutie! Street Fashion Simulation,2008.0,Simulation,Tecmo Koei,0.06,,
Culdcept Revolt,2016.0,Strategy,Nintendo,0.06,,
Devil's Third,2015.0,Action,Nintendo,0.06,43.0,6.5
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,2006.0,Misc,Irem Software Engineering,0.06,,
World Soccer Winning Eleven 9 (US sales),2005.0,Sports,Konami Digital Entertainment,0.06,,
Star Trek: Tactical Assault,2006.0,Strategy,Ubisoft,0.06,63.0,7
Oddworld: Munch's Oddysee,2003.0,Platform,THQ,0.06,44.0,2.5
Winning Post 4 Maximum,2000.0,Sports,Tecmo Koei,0.06,,
Exhibition Volume 5,2004.0,Misc,Microsoft Game Studios,0.06,,
Record of Lodoss War: Eiyuu Sensou,1994.0,Role-Playing,Sega,0.06,,
Pro Yakyuu Netsu Star 2007,2007.0,Sports,Namco Bandai Games,0.06,,
Starry ? Sky: In Summer,2010.0,Misc,Asgard,0.06,,
Klonoa Beach Volleyball,2002.0,Sports,Namco Bandai Games,0.06,,
Melty Blood: Actress Again,2009.0,Fighting,Ecole,0.06,,
Mahouka Koukou no Rettousei: Out of Order,2014.0,Adventure,Namco Bandai Games,0.06,,
3D Lemmings,1995.0,Puzzle,Psygnosis,0.06,,
Hi Hi Puffy AmiYumi: Kaznapped,2005.0,Action,D3Publisher,0.06,,
Broken Sword: The Shadow of the Templars,2002.0,Adventure,BAM! Entertainment,0.06,80.0,7.8
Resident Evil - Code: Veronica X,2003.0,Action,Capcom,0.06,62.0,8.5
Corpse Party: Back to School Edition,2016.0,Adventure,Xseed Games,0.06,,
Tenchi Muyou! Ryoukouki Gokuraku,1995.0,Adventure,Yumedia,0.06,,
I Am In The Movie,2012.0,Simulation,Namco Bandai Games,0.06,,
Zoo Tycoon: Complete Collection,2003.0,Strategy,Microsoft Game Studios,0.06,,8
Trapt,2005.0,Action,Tecmo Koei,0.06,60.0,7.9
Lord of Magna: Maiden Heaven,2014.0,Role-Playing,Marvelous Entertainment,0.06,68.0,7.8
Metal Max 4: Gekkou no Diva,2013.0,Role-Playing,Kadokawa Shoten,0.06,,
Magi: Aratanaru Sekai,2014.0,Role-Playing,Namco Bandai Games,0.06,,
Worms 3D,2003.0,Strategy,Sega,0.06,69.0,8.4
MXGP 2,2016.0,Racing,Milestone S.r.l.,0.06,,
PoPoLoCrois,2005.0,Role-Playing,Ignition Entertainment,0.06,66.0,7.4
Dragon Rage,2001.0,Shooter,3DO,0.06,50.0,6.4
Theresia...,2008.0,Adventure,Arc System Works,0.06,61.0,8
Sacred 2: Fallen Angel,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.06,71.0,6.9
Dance Sensation!,2010.0,Misc,Majesco Entertainment,0.06,,
Adventure Time: The Secret of the Nameless Kingdom,2014.0,Action,Little Orbit,0.06,58.0,7.5
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005.0,Action,Konami Digital Entertainment,0.06,58.0,7
Raw Danger! (JP sales),2006.0,Action,505 Games,0.06,,
Archer Maclean Presents: Pool Paradise,2004.0,Sports,Ignition Entertainment,0.06,,
Jumper: Griffin's Story,2008.0,Action,Eidos Interactive,0.06,29.0,3.3
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,2006.0,Misc,Nintendo,0.06,,
Utawarerumono: Itsuwari no Kamen,2015.0,Adventure,Aqua Plus,0.06,,
pro evolution soccer 2011,2010.0,Sports,Konami Digital Entertainment,0.06,79.0,
Backyard Skateboarding 2006,2004.0,Sports,Atari,0.06,,
Syndicate,1992.0,Strategy,Electronic Arts,0.06,,
Tron 2.0: Killer App,2004.0,Action,Disney Interactive Studios,0.06,69.0,4.3
Steins;Gate: Hiyoku Renri no Darling,2012.0,Action,5pb,0.06,,
Gegege no Kitarou: Youkai Daigekisen,2008.0,Action,Namco Bandai Games,0.06,,
FIFA Soccer 07,2006.0,Sports,Electronic Arts,0.06,,
Emblem of Gundam,2008.0,Strategy,Namco Bandai Games,0.06,,
The Fast and the Furious,2006.0,Racing,Namco Bandai Games,0.06,59.0,6.6
Satisfashion,2010.0,Misc,Destineer,0.06,,
G-Police: Weapons of Justice,1999.0,Action,Psygnosis,0.06,,
Paws & Claws: Pampered Pets 2,2011.0,Simulation,THQ,0.06,,
Policenauts,1995.0,Adventure,Konami Digital Entertainment,0.06,,
All Kamen Rider: Rider Generation 2,2012.0,Action,Namco Bandai Games,0.06,,
Killing Zone,1996.0,Fighting,Acclaim Entertainment,0.06,,
Adventures of Lolo,1989.0,Puzzle,HAL Laboratory,0.06,,
Quiz! Hexagon II,2010.0,Misc,Namco Bandai Games,0.06,,
Vampire Rain: Altered Species,2008.0,Action,Ignition Entertainment,0.06,30.0,3.5
The History Channel: Battle for the Pacific,2007.0,Shooter,Activision,0.06,35.0,6.1
Racing Gears Advance,2004.0,Racing,Zoo Digital Publishing,0.06,83.0,8.9
