Company Name,Country,Sales,Profit,Assets,Market Value
Shanxi Xishan Coal & Electricity Power Co. Ltd.,China,9210.0,1570.0,14320.0,7670.0
Multiply Group,United Arab Emirates,314.0,4930.0,11290.0,9420.0
Bâloise Group,Switzerland,6290.0,573.8,86360.0,7200.0
LG,South Korea,4550.0,972.7,23430.0,10650.0
Japan Exchange Group,Japan,992.0,342.0,617530.0,8500.0
NIPPON EXPRESS HOLDINGS,Japan,19920.0,834.9,13160.0,5370.0
CapitaLand Investment,Singapore,2130.0,624.4,26180.0,14580.0
Oriental Land,Japan,3560.0,595.7,9060.0,59690.0
Universal Health Services,United States,13570.0,684.2,13560.0,10090.0
Kaspi.kz JSC,Kazakhstan,2840.0,1270.0,11070.0,16270.0
Xiamen Xiangyu,China,77700.0,408.6,17390.0,3110.0
Ajinomoto,Japan,10050.0,536.8,11860.0,19140.0
Daiwa Securities,Japan,6430.0,471.3,198460.0,6810.0
Secom,Japan,8200.0,705.7,14750.0,13940.0
Vietin Bank,Vietnam,5450.0,722.3,76710.0,5710.0
China CSSC Holdings,China,8060.000000000001,23.8,24060.0,16270.0
Transurban Group,Australia,2870.0,113.0,25960.0,30590.0
Industrivarden,Sweden,606.0,1700.0,14130.0,12330.0
Hopson Development Holdings,Hong Kong,3810.0,1120.0,38270.0,2570.0
Shanxi Lu'an Environmental,China,7020.0,2200.0,13820.0,8660.0
Indian Railway Finance,India,3000.0,826.9,56760.0,5570.0
DXC Technology,United States,14850.0,718.0,18250.0,5170.0
Korea Investment Holdings,South Korea,8580.0,481.9,68250.0,2360.0
Boliden,Sweden,8140.000000000001,1230.0,9330.0,9860.0
Mondi,United Kingdom,9350.0,1520.0,11580.0,7840.0
Skyworks Solutions,United States,5300.0,1180.0,8950.0,16550.0
Synovus,United States,2800.0,789.0,61840.0,4100.0
Umicore,Belgium,26730.0,598.9,10750.0,7820.0
Bluescope Steel,Australia,13100.0,1220.0,10790.0,6080.0
Formosa Chemicals,Taiwan,12090.0,17.5,18970.0,13170.0
Asr Nederland,Netherlands,5740.0,719.9,69560.0,6390.0
Marvell Technology,United States,5920.0,-163.5,22520.0,35110.0
Ingersoll Rand,United States,6210.0,662.1,14990.0,23950.0
Euronext,Netherlands,1520.0,460.1,186910.0,8470.0
Cleveland-Cliffs,United States,22330.0,477.0,18650.0,7690.0
Garmin,Switzerland,4830.0,964.3,7730.0,19850.0
SBI Holdings,Japan,7370.0,38.5,165450.0,5340.0
A2A,Italy,24120.0,421.4,23280.0,5560.0
Brown-Forman,United States,4140.0,727.0,7750.0,30990.0
Epiroc,Sweden,5050.0,836.2,6300.0,24280.0
Shin Kong Financial,Taiwan,7420.0,70.0,157790.0,4270.0
Shenzhen Overseas,China,10560.0,-1660.0,57450.0,5720.0
Genworth Financial,United States,7430.0,522.0,71640.0,2460.0
St. James's Place,United Kingdom,-7580.0,498.9,182410.0,7760.0
Shionogi,Japan,3450.0,1530.0,9560.0,13210.0
Halkbank,Turkey,9430.0,280.0,70100.0,3660.0
LG Display,South Korea,18350.0,-3240.0,28220.0,3960.0
Huadian Power International,China,15590.0,-121.2,32630.000000000004,5060.0
Genmab,Denmark,2060.0,780.1,4340.0,26380.0
Prysmian,Italy,16890.0,529.7,13610.0,10870.0
Salzgitter,Germany,13190.0,1140.0,11850.0,2060.0
FleetCor Technologies,United States,3540.0,951.2,14590.0,16990.0
U-Haul Holding,United States,5870.0,964.9,18120.0,12130.0
W. P. Carey,United States,1550.0,736.5,18830.0,15670.0
China Longyuan Power,China,5690.0,771.1,33130.0,9090.0
Crown Holdings,United States,12750.0,613.0,14410.0,10300.0
Hyundai Marine & Fire,South Korea,12210.0,430.8,40120.0,2200.0
Masco,United States,8460.0,815.0,5430.0,12030.0
Impala Platinum Holdings,South Africa,7360.0,1970.0,9690.0,8360.0
Thai Beverage,Thailand,7950.0,879.2,13500.0,11940.0
Sanlam,South Africa,5540.0,766.5,58210.0,6110.0
Constellation Software,Canada,6640.0,513.9,7880.0,41060.0
Avery Dennison,United States,8760.0,680.1,8220.0,13890.0
Zhejiang Huayou Cobalt,China,9990.0,543.7,17440.0,12030.0
BJ's Wholesale Club,United States,19320.0,513.2,6350.0,10040.0
Hellenic Petroleum,Greece,15250.0,934.8,9140.0,2430.0
New Hope Liuhe,China,21250.0,-39.0,19610.0,8180.0
Shengjing Bank,China,6990.0,150.7,155710.0,6510.0
Asbury Automotive Group,United States,15110.0,941.0,8180.0,4240.0
ALFA,Mexico,18270.0,729.0,14360.0,3100.0
Var Energi ASA,Norway,9830.0,936.0,18800.0,6270.0
Bankinter,Spain,2820.0,588.8,114740.0,5040.0
BNK Financial Group,South Korea,5500.0,595.4,108640.0,1630.0
Globe Life,United States,5230.0,799.0,25540.0,10450.0
Antero Resources,United States,8240.0,2270.0,13870.0,6330.0
Dentsu,Japan,9460.0,455.0,28360.0,9610.0
Thai Oil,Thailand,15100.0,931.4,12840.0,2770.0
Toll Brothers,United States,10270.0,1330.0,11980.0,7030.0
Adaro Energy,Indonesia,8130.000000000001,2500.0,10780.0,5930.0
McCormick,United States,6390.0,666.2,13210.0,23860.0
Suntory Beverage & Food,Japan,11030.0,625.9,13520.0,11730.0
Extra Space Storage,United States,1980.0,852.2,12130.0,20900.0
Halyk Bank,Kazakhstan,3800.0,1200.0,30930.0,3850.0
Metalurgica Gerdau,Brazil,15700.0,751.0,15140.0,2390.0
Jinko Solar,China,10520.0,319.9,15630.0,17610.0
Berry Global Group,United States,13490.0,720.0,16610.0,6870.0
Attijariwafa Bank,Morocco,4480.0,596.6,60280.0,8039.999999999999
Valeo,France,21060.0,241.7,23510.0,4550.0
Franco-Nevada,Canada,1250.0,674.0,6740.0,30400.0
Guangdong Haid Group,China,15760.0,434.5,6630.0,12930.0
Grupo Aval,Colombia,6580.0,582.8,60960.0,2920.0
Charoen Pokphand Foods,Thailand,17510.0,382.4,26760.0,5020.0
Skanska,Sweden,15840.0,758.5,14560.0,6200.0
Goodyear,United States,20840.0,5.0,23170.0,3230.0
Jyske Bank,Denmark,2690.0,564.7,114630.0,4400.0
Bank Albilad,Saudi Arabia,1840.0,572.8,36060.0,10800.0
Coloplast,Denmark,3320.0,653.5,5050.0,30750.0
Pan Pacific International Holdings,Japan,14380.0,521.3,11190.0,11320.0
KE Holdings,China,8980.0,-221.4,15730.0,19970.0
Teledyne Technologies,United States,5520.0,754.7,14430.0,19430.0
Jiangsu Hengrui Medicine,China,3080.0,570.1,6160.0,43730.0
Trip.com Group,China,2970.0,182.8,27570.0,20520.0
Eastman,United States,10230.0,692.0,14980.0,9640.0
ICON (Ireland),Ireland,7820.0,510.0,17290.0,15550.0
Murphy USA,United States,23410.0,626.8,4120.0,6360.0
China Eastern Airlines,China,8020.0,-3990.0,43660.0,8720.0
US Foods,United States,34060.0,265.0,12770.0,8950.0
Inner Mongolia Baotou Steel,China,9860.0,-112.3,21630.0,11870.0
Huafa Industrial,China,8810.0,350.9,62120.0,3300.0
Bank of Greece,Greece,2150.0,480.0,254500.0,348.0
Wharf Real Estate Investment,Hong Kong,1590.0,-1130.0,32700.000000000004,16410.0
Wacker Chemie,Germany,8630.0,1310.0,10150.0,7840.0
Phoenix Group Holdings,United Kingdom,-38600.0,-2280.0,335640.0,7280.0
Annaly Capital Management,United States,3760.0,-1140.0,86830.0,9420.0
Akzo Nobel,Netherlands,11420.0,303.7,15930.0,14090.0
Latam Airlines,Chile,9430.0,1480.0,13210.0,4520.0
Commercial Bank of Qatar,Qatar,2830.0,725.4,44870.0,6890.0
AGC,Japan,15480.0,-24.0,21330.0,8350.0
RHB Bank,Malaysia,2580.0,615.2,70550.0,5280.0
Invesco,United States,5830.0,868.0,29730.0,7590.0
Bank of Tianjin,China,5230.0,543.8,109480.0,1450.0
XP,Brazil,2650.0,693.8,36370.0,8360.0
Schweizerische Nationalbank,Switzerland,-74520.0,-76170.0,1044930.0000000001,531.0
Interactive Brokers Group,United States,5200.0,455.0,119470.0,7870.0
Siam Makro,Thailand,13290.0,219.5,15840.0,11970.0
Tokyo Century,Japan,9880.0,-25.5,47000.0,4230.0
Israel Corp,Israel,10000.0,1300.0,13090.0,2210.0
NEXON,Japan,2690.0,762.9,7900.0,20010.0
Outokumpu,Finland,10450.0,1200.0,7450.0,2400.0
Arkema,France,11630.0,798.7,15120.0,7210.0
Terumo,Japan,6070.0,663.7,11700.0,22240.0
Advantest,Japan,4130.0,962.2,4510.0,15210.0
Hologic,United States,4059.9999999999995,753.0,9450.0,20610.0
Alliant Energy,United States,4210.0,657.0,20240.0,13840.0
Bank of Suzhou,China,4130.0,583.8,80760.0,4010.0
Hong Leong Financial,Malaysia,2029.9999999999998,614.5,67680.0,4650.0
Borouge,United Arab Emirates,4000.0,724.3,9210.0,22180.0
Starwood Property Trust,United States,1700.0,588.7,77350.0,5230.0
China Shipbuilding Industry,China,6150.0,-166.0,26840.0,16030.000000000002
WuXi Biologics,China,2270.0,661.1,7130.0,25570.0
China Nuclear Engineering Corporation,China,14730.0,270.0,27310.0,3990.0
Samsung SDS,South Korea,12560.0,848.0,9240.0,6930.0
VeriSign,United States,1440.0,695.0,1760.0,22850.0
China International Marine,China,19300.0,248.2,21590.0,3490.0
"LG Innotek Co.,",South Korea,15160.0,758.3,7940.0,4640.0
Virgin Money UK,United Kingdom,3780.0,506.6,114370.0,2490.0
Kingspan Group PLC,Ireland,8770.0,628.5,8200.0,12300.0
Cullen/Frost Bankers,United States,2160.0,651.6,51250.0,6580.0
AirAsia X,Malaysia,102.0,7660.0,105.0,128.0
SinoPac Financial,Taiwan,2280.0,535.4,84230.0,6760.0
Toppan Printing,Japan,12560.0,622.4,17420.0,6940.0
Midea Real Estate Holding,China,10960.0,264.2,36280.0,1600.0
SGS,Switzerland,6950.0,615.7,7700.0,17030.0
Kobe Steel,Japan,18110.0,406.7,22150.0,2960.0
Williams-Sonoma,United States,8670.0,1130.0,4660.0,7840.0
Bank of Guizhou,China,3640.0,572.6,76780.0,3790.0
Chugoku Electric Power,Japan,12510.0,-1150.0,30360.0,1910.0
Geberit,Switzerland,3550.0,739.5,3710.0,19120.0
OCI,Netherlands,9700.0,1220.0,10060.0,5490.0
Inner Mongolia Yitai Coal,China,8220.0,1610.0,13380.0,4690.0
Ryder System,United States,12110.0,825.2,14540.0,3850.0
Banca Mediolanum,Italy,4030.0000000000005,548.4,78470.0,6580.0
Liberty Broadband,United States,983.0,1030.0,15130.0,11710.0
Shopify,Canada,5900.0,-1920.0,10960.0,79190.0
Palo Alto Networks,United States,6160.0,34.3,13160.0,55660.0
Shanghai Commercial & Savings Bank,Taiwan,2290.0,511.6,77290.0,7310.0
Valley National Bancorp,United States,2580.0,598.7,64310.0,3860.0
China Resources Beer (Holdings),Hong Kong,5280.0,664.0,8240.0,23630.0
Lindt & Sprungli,Switzerland,5200.0,596.5,8740.0,29250.0
PTT Global Chemical,Thailand,19500.0,-249.5,20790.0,5470.0
Advanced Info Service,Thailand,5290.0,741.6,9740.0,18700.0
ARC Resources,Canada,6270.0,2230.0,8510.0,7860.0
Thor Industries,United States,13930.0,792.3,7310.0,4400.0
Adani Power Limited,India,4980.0,1290.0,10650.0,11300.0
Unicharm,Japan,6830.0,514.0,7950.0,24490.0
Group 1 Automotive,United States,16510.0,687.6,6920.0,3120.0
Metropolitan Bank & Trust,Philippines,2610.0,637.5,52960.0,4900.0
"Hangzhou Binjiang Real Estate Group Co., Ltd.",China,6480.0,594.1,43510.0,4460.0
Henry Schein,United States,12650.0,538.0,8610.0,10460.0
Schaeffler,Germany,16610.0,586.4,15820.0,4750.0
Taishin Financial Holdings,Taiwan,3070.0,498.6,89950.0,6860.0
Huaibei Mining Holdings,China,10120.0,1090.0,12660.0,4850.0
Jones Lang LaSalle,United States,20860.0,499.7,15850.0,6470.0
ADNOC Drilling,United Arab Emirates,2670.0,801.8,5490.0,16510.0
China Communications Services,China,20920.0,501.9,15860.0,3790.0
Ventas,United States,4130.0,-47.4,24160.0,19140.0
Snap-on,United States,4930.0,943.0,7130.0,13800.0
Boston Properties,United States,3160.0,783.0,24630.0,9000.0
M&G,United Kingdom,-9090.0,-2009.9999999999998,229000.0,5940.0
Sartorius,Germany,4210.0,588.1,7570.0,27360.0
Workday,United States,6200.0,-366.7,13490.0,47000.0
Shimano,Japan,4510.0,882.9,6200.0,14210.0
World Fuel Services,United States,59280.0,110.6,7490.0,1440.0
Fukuoka Financial Group,Japan,2380.0,323.8,218650.0,3530.0
Sonova Holding,Switzerland,3820.0,684.0,5280.0,19360.0
Qilu Bank,China,3000.0,539.5,76980.0,2870.0
Bank of India,India,6360.0,396.1,96760.0,4330.0
China Grand Automotive Services,China,21090.0,115.4,18550.0,2520.0
Bank Pekao,Poland,2420.0,563.1,67930.0,5980.0
Ampol,Australia,26510.0,525.0,9040.0,4720.0
Hera,Italy,21110.0,268.2,18470.0,4510.0
Shenzhen Inovance Technology,China,3340.0,634.4,5840.0,22620.0
Chiba Bank,Japan,1830.0,438.3,146260.0,4750.0
Falabella,Chile,14590.0,362.8,24540.0,5610.0
Wheaton Precious Metals,Canada,970.0,622.1,6920.0,23490.0
Aldar Properties,United Arab Emirates,3160.0,789.3,17370.0,11560.0
Olin,United States,8760.0,1090.0,8109.999999999999,7110.0
Compal Electronics,Taiwan,36000.0,244.5,14750.0,3430.0
Lotte Chemical,South Korea,17240.0,47.7,21180.0,5480.0
Old Mutual,South Africa,6910.0,447.3,62000.0,3070.0
Bank of East Asia,Hong Kong,3790.0,466.3,113110.0,3560.0
Empire,Canada,23630.0,521.0,12260.0,6760.0
Bank of Zhengzhou,China,4430.0,500.2,88240.0,1180.0
China Huarong Asset Management,China,5950.0,-4160.0,137420.0,4350.0
Concordia Financial Group,Japan,2270.0,377.2,186990.0,4390.0
Jiangsu Zhongnan Construction Group,China,8640.0,-1360.0,44120.0,1030.0
DaVita,United States,11610.0,546.9,17680.0,8000.0
Eurofins Scientific Societe Europeenne,Luxembourg,7050.0,641.3,10760.0,13770.0
Vietnam Technological & Commercial Joint Stock Bank,Vietnam,2380.0,860.6,29650.0,4310.0
Whirlpool,United States,19450.0,-2009.9999999999998,16860.0,7500.0
Aeroports de Paris,France,4930.0,542.3,20110.0,15460.0
Aramark,United States,16980.0,226.0,15290.0,9060.0
Avantor,United States,7340.0,617.6,13400.0,13540.0
Check Point Software,Israel,2350.0,811.6,5540.0,14610.0
Nitori Holdings,Japan,6460.0,674.8,7830.0,14460.0
Carlyle Group,United States,3850.0,754.1,21270.0,9670.0
Covestro,Germany,17710.0,-742.5,15850.0,8390.0
Korea Shipbuilding & Offshore Engineering,South Korea,14460.0,-50.7,23630.0,4420.0
Empresas CMPC,Chile,7840.0,1010.0,16570.0,4000.0
Teleperformance,France,8570.0,677.9,9460.0,10370.0
Banque Cantonale Vaudoise,Switzerland,1240.0,406.6,64200.0,8720.0
Harbour Energy,United Kingdom,5390.0,-88.5,12570.0,56650.0
Fastighets Balder,Sweden,1040.0,1010.0,25320.0,5060.0
KPN,Netherlands,5590.0,799.8,12770.0,14670.0
Waters,United States,2970.0,707.8,3280.0,17520.0
Mebuki Financial Group,Japan,2080.0,276.0,160670.0,2750.0
Yunnan Yuntianhua,China,11010.0,867.6,8690.0,4930.0
Moncler SpA,Italy,2740.0,637.6,4950.0,19950.0
Zhejiang Expressway Co. Ltd.,China,2200.0,841.6,29350.0,3820.0
Mirae Asset Financial Group,South Korea,3140.0,494.9,84000.0,3060.0
Brown & Brown,United States,3790.0,674.8,13400.0,18520.0
Equifax,United States,5060.0,586.9,11580.0,24540.0
Beijing Shougang,China,16660.0,1.8,20730.0,4170.0
El Puerto de Liverpool,Mexico,8750.0,863.9,12100.0,8119.999999999999
Sibanye Stillwater,South Africa,8450.0,1120.0,9790.0,6850.0
Asustek Computer,Taiwan,18020.0,492.8,15330.0,7010.0
TFI International,Canada,8450.0,781.1,5500.0,9150.0
Bajaj Auto,India,4540.0,754.1,4280.0,15430.0
Ningxia Baofeng Energy Group,China,4120.0,837.4,9040.0,13770.0
BOK Financial,United States,2410.0,615.5,45520.0,5380.0
Kesko,Finland,12410.0,614.1,8340.0,8330.0
Kingdom Holding,Saudi Arabia,672.0,1850.0,14140.0,8150.0
Old National Bank,United States,2029.9999999999998,602.5,47840.0,3710.0
Telia,Sweden,8860.0,-1440.0,21900.0,10120.0
West Pharmaceutical Services,United States,2880.0,552.1,3720.0,27360.0
Shiseido,Japan,8119.999999999999,260.0,9910.0,20440.0
Kingfisher,United Kingdom,15960.0,575.6,14900.0,6160.0
AECOM Technology,United States,13260.0,337.0,11410.0,11630.0
PT Garuda Indonesia (Persero),Indonesia,2110.0,3670.0,6240.0,393.0
B3,Brazil,1760.0,818.3,9210.0,13840.0
Commercial Metals,United States,9170.0,1040.0,6490.0,5220.0
Seadrill,Bermuda,1070.0,3620.0,2800.0,1850.0
China Resources Gas Group,Hong Kong,12050.0,604.5,14360.0,7920.0
Sun Pharma Industries,India,5390.0,535.7,9150.0,28460.0
ASM International,Netherlands,2710.0,652.0,4500.0,18550.0
"Sumitomo Forestry Co.,",Japan,12490.0,741.4,11470.0,4320.0
Ansys,United States,2150.0,553.3,6480.0,26140.0
Rajesh Exports,India,39430.0,153.2,3010.0,2150.0
Snowflake,United States,2070.0,-796.7,7720.0,50100.0
Wistron,Taiwan,33030.0,374.4,14090.0,4570.0
Banca MPS,Italy,4280.0,-215.1,128370.0,2830.0
WSP,Canada,9170.0,331.7,10950.0,16540.0
Iron Mountain,United States,5170.0,579.3,16470.0,16450.0
Metro Group,Germany,31800.0,-7.4,14170.0,3060.0
Wuestenrot & Wuerttembergische,Germany,6460.0,272.8,70340.0,1680.0
CSPC Pharmaceutical Group,China,4600.0,905.2,6010.0,12220.0
Eve Energy,China,5930.0,602.0,12560.0,18950.0
Hokuhoku Financial Group,Japan,1270.0,111.6,121170.0,931.0
DoorDash,United States,7160.0,-1360.0,9650.0,24460.0
Mid-america Apartment Communities,United States,2070.0,662.1,11350.0,17780.0
Lear,United States,21520.0,421.9,14400.0,7290.0
Verisk Analytics,United States,2770.0,504.5,4190.0,30530.0
Kintetsu,Japan,9890.0,618.0,18450.0,6550.0
Adani Ports & Special Economic Zone,India,2350.0,647.3,12270.0,18070.0
Mitsui Chemicals,Japan,14270.0,569.2,15810.0,4940.0
Asian Paints,India,4270.0,473.5,2980.0,35320.0
Bank of Qingdao,China,3510.0,472.2,80370.0,1960.0
Golden Agri-Resources,Singapore,11440.0,782.1,9900.0,2540.0
Vibra Energia,Brazil,35130.0,297.6,7920.0,3090.0
Stifel Financial,United States,4730.0,646.1,38600.0,6180.0
Military Commercial Joint Stock Bank,Vietnam,3020.0,746.8,30900.0,3500.0
DexCom,United States,3020.0,292.5,5520.0,46830.0
Grupo Elektra,Mexico,8189.999999999999,-365.4,21800.0,10420.0
Wintrust Financial,United States,2490.0,562.5,52870.0,3990.0
Aristocrat Leisure,Australia,3970.0,675.0,6510.0,16580.0
Shenwan Hongyuan Group,China,3080.0,436.3,92070.0,5420.0
Shizuoka Financial Group,Japan,2070.0,315.8,111870.0,4230.0
Altice USA,United States,9520.0,23.9,31990.0,1350.0
Navient,United States,4190.0,501.0,66910.0,1900.0
Zhejiang Zheneng Electric Power,China,12390.0,-405.7,16990.0,9270.0
Chewy,United States,10100.0,49.2,2740.0,14140.0
BayWa,Germany,28440.0,176.7,14290.0,1570.0
Hubei Biocause Pharmaceutical,China,7710.0,25.1,43560.0,2550.0
Obayashi,Japan,15110.0,435.7,19310.0,6020.0
Unicaja Banco,Spain,2100.0,271.5,105660.0,2620.0
Agile Group Holdings,China,8150.0,-2120.0,39350.0,927.0
Lotte Shopping,South Korea,11980.0,-254.5,25070.0,1700.0
Harbin Bank,China,4480.0,84.9,102580.0,364.0
Japan Securities,Japan,462.0,44.0,102490.0,593.0
FMC,United States,5800.0,723.5,11730.0,14190.0
Carlisle Cos,United States,6280.0,830.2,7120.0,10890.0
Shinsei Bank,Japan,2500.0,177.7,100900.0,3710.0
Assurant,United States,10350.0,241.2,26260.0,6960.0
Nishi-nippon Financial Holdings,Japan,1100.0,228.2,100560.0,1160.0
Kyushu Financial Group,Japan,1550.0,191.5,98530.0,1550.0
Li Ning,China,3830.0,606.2,4840.0,18670.0
SDIC Capital,China,2650.0,546.0,45120.0,7030.0
Hachijuni Bank,Japan,1430.0,178.1,97410.0,2040.0
Banco Comercial Portugues,Portugal,3900.0,198.6,96770.0,3690.0
Saputo,Canada,13310.0,384.1,10610.0,10630.0
Hengyi Petrochemical,China,21430.0,-259.2,15610.0,3770.0
Kawasaki Heavy Industries,Japan,12610.0,509.5,18470.0,3710.0
Mobileye Global,Israel,1870.0,-82.0,15460.0,30160.0
Host Hotels & Resorts,United States,5210.0,804.0,12220.0,12670.0
Coinshares International,United Kingdom,2540.0,2720.0,1660.0,204.0
Next,United Kingdom,6150.0,869.7,4900.0,10460.0
Commercial International Bank,Egypt,3380.0,837.7,25680.0,5150.0
Invitation Homes,United States,2250.0,356.3,18500.0,21040.0
Taylor Morrison Home,United States,8180.0,1070.0,8380.0,4630.0
Banpu,Thailand,7760.0,1160.0,12610.0,2250.0
China Merchants Port Holdings,Hong Kong,1600.0,993.7,22060.0,6190.0
Braskem,Brazil,18690.0,-65.0,16680.0,3810.0
Dollarama,Canada,3860.0,612.9,4010.0,18010.0
North Pacific Bank,Japan,944.0,88.4,92040.0,817.0
Sharp,Japan,19530.0,-31.1,16160.0,4600.0
United Natural Foods,United States,29860.0,191.0,7630.0,1610.0
Yamaguchi Financial,Japan,1050.0,-114.3,90980.0,1410.0
Pinnacle Bank,United States,1890.0,568.9,45120.0,3800.0
Andon Health,China,4000.0,2580.0,3190.0,2770.0
Clorox,United States,7170.0,74.0,5820.0,20970.0
GCL Technology Holdings,Hong Kong,5320.0,2420.0,12310.0,6410.0
Schroders,United Kingdom,3610.0,590.9,25660.0,9260.0
Veeva Systems,United States,2150.0,487.7,4800.0,28620.0
Dai Nippon Printing,Japan,10390.0,700.0,13990.0,6990.0
Doosan,South Korea,13740.0,-353.0,20810.0,1190.0
Casey's General Stores,United States,15220.0,450.4,5840.0,8710.0
Gaming And Leisure Properties,United States,1350.0,748.3,11120.0,13390.0
Alpha Bank,Greece,2740.0,418.0,83270.0,3010.0
Gold Fields,South Africa,4270.0,692.7,7340.0,14390.0
Nitto Denko,Japan,6860.0,805.6,8670.0,9600.0
Sinotrans Ltd.,China,14770.0,595.2,11370.0,2530.0
SS&C Technologies,United States,5350.0,604.1,16010.000000000002,13790.0
Hirogin Holdings,Japan,1130.0,130.7,88140.0,1560.0
CPFL Energia,Brazil,7620.0,987.4,13470.0,7220.0
FinecoBank,Italy,1100.0,450.3,38710.0,9080.0
Chang Hwa Bank,Taiwan,1710.0,368.0,87350.0,6240.0
China Northern Rare Earth High-Tech,China,5320.0,780.0,5600.0,12620.0
DCC,Ireland,26850.0,415.0,10950.0,6060.0
Air Canada,Canada,12720.0,-1310.0,21780.0,5330.0
Adecco Group,Switzerland,24850.0,359.6,14150.0,5560.0
Daou Data,South Korea,7540.0,157.7,39440.0,461.0
JD Sports Fashion,United Kingdom,11950.0,427.5,9380.0,10640.0
Shenzhou International Group Holdings,China,4130.0,679.7,6260.0,14410.0
Seagen,United States,2060.0,-648.6,3540.0,37480.0
Ultrapar Participacoes,Brazil,27670.0,312.4,6690.0,3610.0
Pool,United States,5970.0,668.9,3860.0,13820.0
Zheshang Development Group,China,27660.0,135.6,5590.0,995.0
Watsco,United States,7300.0,549.5,3800.0,13070.0
Anhui Gujing Distillery,China,2530.0,527.1,5290.0,22890.0
Croda International Plc,United Kingdom,2570.0,799.8,4340.0,12060.0
Keppel,Singapore,4800.0,672.0,23160.0,8560.0
Parkland,Canada,27220.0,250.9,10160.0,4310.0
Aurubis,Germany,19140.0,494.7,8020.0,4070.0000000000005
News Corp,United States,10160.0,299.0,16890.0,9850.0
Suning.com,China,11980.0,-6140.0,22710.0,2780.0
Whitehaven Coal,Australia,5050.0,2350.0,5230.0,3990.0
Li Auto,China,6670.0,-299.2,12450.0,23050.0
Bank of Kyoto,Japan,915.0,172.1,81900.0,3670.0
Ooredoo Q.P.S.C,Qatar,6260.0,730.9,15730.0,9590.0
RenaissanceRe Holdings,Bermuda,6360.0,-112.2,32430.0,9060.0
KGHM Polska Miedz,Poland,7650.0,1070.0,11100.0,5700.0
Hyundai Engineering,South Korea,17660.0,317.4,16540.0,3440.0
Unisplendour,China,10930.0,324.5,10570.0,11550.0
Medipal Holdings,Japan,25480.0,231.4,13700.0,2940.0
Storebrand,Norway,2560.0,247.0,79270.0,3530.0
Kakao,South Korea,5490.0,104.5,18160.0,18890.0
TUI,Germany,18880.0,-149.8,15550.0,3400.0
STRABAG,Austria,17890.0,496.5,13850.0,4570.0
Atlassian,United States,3180.0,-355.3,3610.0,34930.0
WPG Holdings,Taiwan,26000.0,352.6,10290.0,2760.0
Broadridge Financial,United States,5960.0,554.5,8430.0,18040.0
EMS-Chemie Holding,Switzerland,2560.0,557.1,2500.0,19180.0
Hancock Holding,United States,1600.0,590.7,37550.0,3010.0
First Pacific,Hong Kong,10300.0,391.5,25490.0,1560.0
Daishi Hokuetsu Financial Group,Japan,1070.0,144.0,77410.0,1020.0
Pdc Energy,United States,4240.0,2220.0,8260.0,5630.0
South State,United States,1880.0,535.6,44920.0,4970.0
Ares Management,United States,3130.0,153.4,22060.0,14430.0
Tapestry,United States,6590.0,836.7,7260.0,9200.0
China Development Bank Financial Leasing,China,3630.0,501.5,51030.0,1760.0
77 Bank,Japan,846.0,188.3,77090.0,1210.0
China Overseas Grand Oceans Group,Hong Kong,8650.0,478.2,26000.0,2009.9999999999998
CPI Property Group,Luxembourg,1700.0,585.6,25100.0,8960.0
Gunma Bank,Japan,1270.0,191.9,76620.0,1380.0
Tech Mahindra,India,6630.0,601.2,5620.0,12350.0
F.N.B.,United States,1810.0,533.5,44150.0,3910.0
Pilbara Minerals,Australia,2130.0,1170.0,2580.0,8890.0
Take-Two Interactive Software,United States,4830.0,-403.4,16880.0,21000.0
"Chugin Financial Group,Inc.",Japan,1270.0,139.9,74290.0,1230.0
Jiangxi Bank,China,3550.0,208.5,74170.0,760.0
Rite Aid,United States,24090.0,-749.9,7530.0,111.0
Coca-Cola HBC,Switzerland,9670.0,437.7,10620.0,11700.0
Old Republic International,United States,7630.0,580.1,19860.0,7570.0
Teradyne,United States,3020.0,637.1,3380.0,14460.0
Power Assets Holdings,Hong Kong,162.0,721.4,12110.0,12530.0
DGB Financial Group,South Korea,4230.0,307.9,72000.0,881.0
Range Resources,United States,5030.0,2070.0,6880.0,6110.0
Daou Technology,South Korea,7130.0,288.3,38960.0,609.0
Jointown Pharmaceutical Group,China,21440.0,320.0,14030.0,4410.0
Anhui Water Resources Development,China,11850.0,204.9,21440.0,1600.0
Bank of Queensland,Australia,2210.0,150.3,71040.0,2550.0
Goertek,China,15540.0,259.8,11100.0,8530.0
Ceconomy,Germany,23100.0,137.7,13090.0,1370.0
Covivio,France,1270.0,652.3,29600.0,5220.0
Illumina,United States,4450.0,-4490.0,11810.0,31550.0
SBI Sumishin Net Bank,Japan,740.0,152.3,70310.0,1880.0
Beijing Wantai Biological Pharmacy Enterprise,China,1580.0,678.2,2510.0,13390.0
Dr. Sulaiman Al-Habib Medical Services Group,Saudi Arabia,2210.0,439.6,3350.0,27720.0
China Industrial Securities,China,2090.0,482.7,35360.0,8450.0
Fibra Uno,Mexico,1170.0,1170.0,17360.0,5290.0
Oji Holdings,Japan,12780.0,455.9,17990.0,3900.0
Petro Rabigh,Saudi Arabia,14900.0,-296.9,17450.0,4880.0
ACWA Power,Saudi Arabia,1470.0,351.9,13190.0,31190.0
