km,dia_semana,municipio,tipo_pista,pessoas,feridos
325.0,4,1,2,2.0,0.0
330.0,4,0,2,2.0,0.0
332.0,4,0,2,2.0,0.0
321.5,6,1,2,3.0,0.0
321.5,6,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
321.0,2,1,2,2.0,1.0
322.0,6,1,2,2.0,0.0
322.0,6,1,2,2.0,1.0
322.0,6,1,2,1.0,0.0
322.0,6,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
329.0,7,1,1,1.0,1.0
321.0,1,1,2,2.0,0.0
329.0,1,0,2,2.0,0.0
328.0,5,0,3,2.0,0.0
329.0,1,0,2,2.0,1.0
322.5,2,1,2,2.0,0.0
333.0,3,0,1,3.0,0.0
321.0,3,1,1,3.0,0.0
325.0,4,1,2,2.0,1.0
321.0,4,1,2,2.0,0.0
322.0,1,1,2,1.0,0.0
329.0,5,1,2,5.0,4.0
333.0,5,0,2,2.0,0.0
322.0,6,1,2,2.0,0.0
324.0,4,1,2,3.0,0.0
321.0,1,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
325.0,5,1,2,3.0,0.0
327.0,3,0,2,3.0,1.0
321.0,1,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
332.0,6,0,2,1.0,1.0
330.0,5,1,2,3.0,0.0
322.0,5,1,2,2.0,0.0
321.0,5,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
322.0,7,1,2,2.0,0.0
322.0,1,1,1,2.0,1.0
322.2,1,1,2,3.0,0.0
322.0,5,1,3,2.0,0.0
321.0,2,1,2,2.0,0.0
325.0,2,1,2,2.0,0.0
322.0,3,1,1,2.0,0.0
323.0,4,1,2,2.0,1.0
325.0,5,1,1,4.0,0.0
325.0,2,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
321.0,5,1,2,3.0,0.0
322.0,5,1,1,2.0,0.0
322.0,5,1,2,4.0,2.0
324.0,5,1,2,2.0,0.0
324.0,5,1,1,2.0,0.0
322.0,5,1,2,2.0,0.0
321.0,5,1,1,3.0,0.0
327.0,6,0,1,2.0,1.0
325.0,2,1,2,2.0,0.0
322.8,6,1,2,2.0,0.0
322.0,6,1,2,1.0,1.0
321.0,6,1,2,1.0,0.0
329.0,2,0,2,4.0,0.0
323.0,6,1,2,3.0,0.0
322.0,4,1,1,4.0,2.0
322.0,5,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
323.0,6,1,1,4.0,0.0
330.0,6,1,2,2.0,0.0
321.0,6,1,1,6.0,0.0
321.0,7,1,1,2.0,0.0
324.0,3,1,1,2.0,0.0
321.0,4,1,2,2.0,0.0
322.0,2,1,2,1.0,0.0
321.0,7,1,2,2.0,0.0
324.0,3,1,3,2.0,0.0
328.0,4,0,3,2.0,1.0
321.0,1,1,2,3.0,1.0
322.0,2,1,1,2.0,1.0
324.0,5,1,2,1.0,0.0
322.0,5,0,2,2.0,0.0
322.5,5,1,2,3.0,0.0
324.0,6,1,1,3.0,0.0
325.0,6,1,2,3.0,2.0
322.0,7,1,2,3.0,0.0
324.0,7,1,2,2.0,0.0
327.0,2,1,2,3.0,0.0
326.0,4,0,2,3.0,0.0
321.0,4,1,2,3.0,0.0
330.0,1,0,2,2.0,0.0
321.0,1,1,2,3.0,0.0
324.0,2,1,2,3.0,1.0
330.0,2,1,2,2.0,1.0
322.0,1,1,2,2.0,0.0
321.0,1,1,2,2.0,0.0
329.5,6,0,2,1.0,0.0
322.0,3,1,2,2.0,0.0
326.0,3,1,1,2.0,0.0
326.0,3,1,2,2.0,1.0
321.0,3,1,1,3.0,0.0
322.0,3,1,3,2.0,0.0
323.0,6,1,2,3.0,0.0
327.0,4,0,2,2.0,0.0
321.5,4,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
323.0,5,1,2,2.0,0.0
322.0,6,0,3,2.0,0.0
324.0,6,1,2,3.0,0.0
323.0,6,1,2,2.0,0.0
324.0,5,1,2,2.0,0.0
322.0,6,1,2,4.0,0.0
322.0,7,1,2,2.0,1.0
327.0,1,0,2,2.0,0.0
321.0,1,1,2,2.0,1.0
321.0,5,1,2,3.0,0.0
323.0,2,1,2,2.0,0.0
329.0,3,1,2,2.0,0.0
323.0,6,1,2,3.0,0.0
322.0,7,1,1,2.0,0.0
328.0,4,1,2,2.0,1.0
322.0,4,1,3,2.0,0.0
323.0,4,1,1,2.0,0.0
324.0,5,1,2,1.0,0.0
333.0,5,0,2,2.0,0.0
322.0,2,1,2,2.0,0.0
326.0,6,1,2,1.0,0.0
321.0,7,1,2,2.0,0.0
321.0,3,1,2,2.0,0.0
322.0,7,1,2,3.0,0.0
326.0,1,1,2,2.0,0.0
324.0,1,1,2,2.0,0.0
328.0,2,0,2,2.0,0.0
322.0,2,1,2,2.0,1.0
329.0,7,0,2,2.0,0.0
330.0,6,0,2,2.0,0.0
323.0,6,1,2,2.0,0.0
322.0,3,1,2,2.0,0.0
326.0,3,0,2,1.0,0.0
327.0,4,0,2,2.0,1.0
328.0,3,1,2,3.0,0.0
325.0,3,1,2,3.0,0.0
323.0,5,1,2,3.0,0.0
323.0,5,1,1,2.0,0.0
322.0,5,1,2,2.0,0.0
324.0,5,1,1,2.0,0.0
332.0,5,0,2,2.0,0.0
325.0,6,1,1,5.0,3.0
326.0,2,1,2,2.0,0.0
322.0,7,1,1,1.0,0.0
328.0,1,1,2,2.0,0.0
328.0,1,0,2,1.0,1.0
323.0,5,1,2,3.0,0.0
322.0,3,1,2,2.0,0.0
322.0,4,1,2,3.0,0.0
323.0,6,1,2,3.0,0.0
321.0,4,1,2,3.0,0.0
322.0,5,1,2,2.0,0.0
327.0,3,0,2,2.0,0.0
321.0,1,1,1,2.0,0.0
322.0,6,1,3,2.0,0.0
321.0,4,1,2,2.0,0.0
326.0,5,1,1,2.0,0.0
321.0,2,1,2,3.0,0.0
325.0,4,1,2,2.0,0.0
323.0,4,1,2,4.0,3.0
325.0,4,1,2,1.0,1.0
324.0,5,1,2,2.0,0.0
329.0,2,0,2,2.0,0.0
321.0,2,1,2,2.0,0.0
322.0,7,1,1,2.0,0.0
322.0,3,1,2,2.0,0.0
326.0,3,1,1,2.0,0.0
330.0,3,0,2,5.0,0.0
322.0,4,1,2,7.0,0.0
330.0,4,0,2,2.0,1.0
321.0,4,1,2,2.0,0.0
323.0,6,1,2,2.0,0.0
333.0,4,0,2,4.0,0.0
333.0,6,0,2,4.0,0.0
321.0,4,1,2,2.0,0.0
327.0,5,1,2,2.0,0.0
326.0,5,1,2,2.0,0.0
323.0,5,1,2,2.0,0.0
321.0,5,1,2,2.0,0.0
324.0,5,1,2,3.0,3.0
322.0,3,1,2,2.0,0.0
332.0,7,0,2,4.0,0.0
327.0,7,1,1,2.0,0.0
326.0,2,0,2,2.0,0.0
322.0,2,1,2,1.0,0.0
324.0,2,1,2,2.0,0.0
328.0,2,1,2,3.0,0.0
325.0,7,0,2,2.0,1.0
322.0,4,1,2,2.0,0.0
321.0,4,1,2,3.0,0.0
322.0,5,1,2,2.0,0.0
328.0,6,1,2,2.0,1.0
321.0,1,1,1,2.0,0.0
322.0,4,1,1,1.0,0.0
322.0,2,1,2,1.0,0.0
321.0,2,1,2,3.0,0.0
322.5,5,1,2,3.0,0.0
322.5,1,1,2,3.0,0.0
329.0,4,1,2,3.0,0.0
328.0,5,1,2,2.0,0.0
323.0,6,1,2,2.0,0.0
330.0,7,0,2,4.0,0.0
325.0,7,1,2,3.0,0.0
322.0,7,1,2,3.0,0.0
325.0,7,1,2,2.0,0.0
332.0,7,0,2,3.0,1.0
330.0,2,0,2,2.0,0.0
324.0,5,1,2,2.0,0.0
330.0,2,1,2,2.0,1.0
322.0,5,1,2,2.0,0.0
322.0,3,1,2,2.0,0.0
322.0,3,1,2,1.0,0.0
329.0,4,0,2,2.0,0.0
324.0,4,1,2,2.0,0.0
330.0,4,1,2,4.0,0.0
322.0,4,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
324.0,6,1,2,2.0,0.0
324.0,5,0,2,3.0,0.0
322.0,5,1,3,2.0,0.0
323.0,6,1,3,3.0,0.0
322.0,7,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
322.0,5,1,2,3.0,0.0
327.0,2,1,2,4.0,0.0
322.0,5,1,2,2.0,0.0
333.0,5,0,2,2.0,0.0
322.0,1,1,2,2.0,0.0
322.0,6,1,3,5.0,0.0
329.0,6,0,2,2.0,0.0
321.0,3,1,1,2.0,0.0
321.0,1,1,2,3.0,0.0
333.6,2,0,2,2.0,0.0
322.0,3,1,2,2.0,0.0
321.0,4,1,1,2.0,0.0
322.0,5,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
321.0,6,1,2,2.0,0.0
323.0,7,1,2,2.0,2.0
322.0,7,1,2,2.0,1.0
322.0,1,1,2,2.0,0.0
325.0,1,1,2,1.0,0.0
322.0,5,0,3,3.0,0.0
333.0,3,0,2,2.0,0.0
321.0,3,1,2,2.0,0.0
322.0,4,1,2,3.0,0.0
325.0,5,1,2,2.0,0.0
323.0,5,1,2,2.0,0.0
328.0,5,0,2,2.0,0.0
323.0,5,1,2,2.0,0.0
333.0,6,0,2,2.0,0.0
322.0,5,1,2,2.0,0.0
328.0,6,1,2,2.0,0.0
330.0,6,0,2,2.0,0.0
329.0,3,0,2,2.0,0.0
326.0,6,1,2,3.0,0.0
322.0,7,1,2,2.0,0.0
326.0,7,1,2,2.0,0.0
328.0,1,1,2,2.0,0.0
333.0,5,0,3,2.0,0.0
321.0,1,1,2,2.0,0.0
323.0,1,1,2,2.0,0.0
323.0,5,1,2,2.0,0.0
321.0,2,1,2,2.0,0.0
333.0,3,0,2,3.0,0.0
332.0,1,0,2,3.0,0.0
330.0,4,0,2,3.0,0.0
321.6,5,1,2,2.0,0.0
322.0,5,1,3,1.0,0.0
326.0,2,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
321.6,1,1,2,2.0,0.0
321.8,1,1,1,1.0,0.0
321.0,1,1,2,2.0,0.0
321.0,1,1,2,2.0,0.0
321.0,1,1,2,2.0,0.0
330.0,2,0,2,4.0,0.0
322.0,4,1,2,2.0,0.0
332.0,1,0,2,2.0,1.0
322.0,2,1,2,1.0,0.0
322.0,6,1,2,3.0,0.0
321.0,4,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
324.0,4,1,1,2.0,0.0
322.0,4,1,2,2.0,1.0
322.0,4,1,2,2.0,0.0
322.0,4,1,2,1.0,0.0
324.0,4,1,2,2.0,0.0
329.0,4,0,2,2.0,0.0
325.0,6,1,2,2.0,0.0
333.0,3,0,2,4.0,1.0
328.0,3,0,2,4.0,1.0
327.0,1,1,2,2.0,0.0
325.0,1,1,3,4.0,2.0
323.0,1,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
324.0,1,1,2,2.0,0.0
321.0,5,1,2,2.0,0.0
321.0,2,1,2,2.0,0.0
322.3,2,1,2,2.0,0.0
332.0,7,1,2,2.0,0.0
329.0,6,1,2,4.0,0.0
332.0,3,0,2,1.0,0.0
324.0,2,1,2,2.0,0.0
321.0,2,1,1,2.0,0.0
322.0,4,1,1,2.0,0.0
322.0,4,1,2,2.0,0.0
325.0,5,1,2,3.0,0.0
323.0,5,1,2,2.0,0.0
327.0,5,1,3,2.0,0.0
333.0,5,0,2,3.0,0.0
323.0,6,1,2,3.0,0.0
333.0,4,0,1,2.0,0.0
329.0,2,0,2,2.0,0.0
327.0,7,1,2,2.0,0.0
325.0,7,1,2,2.0,0.0
322.0,2,0,3,2.0,0.0
323.0,7,1,2,1.0,1.0
327.0,5,1,1,2.0,0.0
322.0,5,1,2,2.0,1.0
322.0,1,1,2,2.0,0.0
321.0,5,1,2,2.0,0.0
323.0,6,1,3,3.0,0.0
322.0,7,1,2,2.0,0.0
331.0,5,1,2,3.0,0.0
328.0,5,1,2,2.0,1.0
324.0,5,1,2,2.0,0.0
321.0,5,1,2,2.0,0.0
323.0,1,1,2,2.0,0.0
326.0,1,1,2,2.0,0.0
323.0,2,1,1,2.0,0.0
323.0,5,1,2,2.0,0.0
330.0,6,0,2,3.0,0.0
322.0,3,1,2,3.0,0.0
322.0,2,1,2,2.0,0.0
323.0,3,1,2,3.0,0.0
326.0,6,0,2,2.0,0.0
322.0,3,1,2,2.0,0.0
324.0,1,1,2,1.0,0.0
322.0,3,1,3,2.0,0.0
322.0,3,1,2,2.0,0.0
329.0,4,1,2,3.0,0.0
333.0,5,0,2,3.0,0.0
322.0,5,1,1,2.0,0.0
323.0,6,1,2,4.0,0.0
333.0,6,1,2,2.0,1.0
331.0,6,0,2,3.0,1.0
323.0,2,1,2,2.0,0.0
323.0,6,1,2,2.0,0.0
321.0,7,1,2,2.0,2.0
321.0,4,1,2,2.0,0.0
330.0,6,0,1,5.0,0.0
323.0,2,1,2,2.0,0.0
328.0,3,0,2,4.0,0.0
330.0,7,0,2,2.0,0.0
321.0,3,1,1,2.0,0.0
321.0,3,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
322.0,4,1,2,2.0,1.0
321.0,4,1,2,2.0,0.0
321.0,5,1,1,2.0,0.0
327.0,5,1,2,2.0,0.0
321.0,5,1,2,2.0,0.0
325.0,5,1,2,3.0,3.0
328.0,7,0,2,3.0,0.0
328.0,7,0,1,2.0,0.0
321.0,4,1,2,1.0,0.0
321.0,4,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
332.0,6,0,2,2.0,0.0
332.0,6,0,2,3.0,0.0
328.0,3,0,3,2.0,0.0
331.0,5,0,2,2.0,0.0
330.0,4,0,2,2.0,0.0
330.0,4,0,2,2.0,0.0
322.0,5,1,2,5.0,0.0
321.0,4,1,2,2.0,0.0
323.0,3,1,2,2.0,0.0
330.0,5,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
321.0,6,1,1,2.0,0.0
332.0,6,1,2,3.0,0.0
323.0,2,1,2,2.0,0.0
322.0,6,1,2,3.0,0.0
330.0,4,0,2,2.0,0.0
322.0,4,1,2,2.0,0.0
328.0,4,0,2,2.0,0.0
321.0,1,1,2,2.0,0.0
321.0,5,1,2,2.0,0.0
327.0,2,0,2,4.0,0.0
333.0,2,0,2,2.0,0.0
327.0,2,1,2,2.0,0.0
322.0,2,1,2,3.0,0.0
322.0,5,1,2,2.0,0.0
322.0,5,1,1,1.0,0.0
328.0,3,0,2,2.0,0.0
321.0,3,1,2,3.0,0.0
333.0,2,0,2,2.0,0.0
322.0,3,1,2,2.0,0.0
330.0,4,0,3,2.0,0.0
324.0,5,1,2,3.0,0.0
322.0,6,1,2,2.0,1.0
325.0,6,1,2,2.0,0.0
324.0,7,1,2,2.0,0.0
326.0,4,1,2,2.0,0.0
323.0,5,1,3,2.0,0.0
322.0,5,1,2,2.0,0.0
333.0,5,0,2,2.0,0.0
322.0,3,1,2,2.0,0.0
321.5,4,1,2,2.0,0.0
330.0,4,0,2,2.0,0.0
323.0,3,1,2,2.0,0.0
328.0,4,0,2,2.0,0.0
321.0,2,1,2,4.0,0.0
322.0,6,1,2,1.0,1.0
322.0,2,1,2,2.0,0.0
322.0,6,1,3,2.0,0.0
322.0,1,1,2,3.0,0.0
325.0,1,1,2,2.0,1.0
328.0,5,0,2,2.0,0.0
322.0,5,1,2,2.0,0.0
326.0,1,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
321.0,1,1,2,3.0,0.0
330.0,2,0,2,2.0,0.0
324.0,1,1,3,1.0,0.0
328.0,2,0,1,2.0,1.0
330.0,3,0,1,3.0,0.0
330.0,4,0,2,3.0,0.0
321.0,4,1,2,2.0,0.0
322.0,2,0,2,2.0,0.0
327.0,5,1,2,2.0,0.0
325.0,2,1,2,2.0,0.0
333.0,3,0,2,2.0,0.0
321.0,5,1,2,4.0,2.0
321.0,5,1,2,2.0,0.0
322.0,5,1,2,1.0,0.0
323.0,5,1,2,1.0,1.0
322.0,5,1,2,2.0,0.0
322.0,1,1,2,2.0,0.0
321.0,2,1,2,2.0,0.0
322.0,2,0,2,2.0,0.0
322.0,6,1,3,2.0,1.0
322.0,6,1,2,3.0,0.0
322.0,1,1,1,2.0,0.0
322.0,1,1,1,2.0,0.0
321.0,1,1,3,2.0,0.0
333.0,2,0,2,2.0,1.0
322.0,2,1,2,1.0,0.0
332.0,2,0,3,2.0,0.0
332.0,6,0,2,4.0,0.0
326.0,2,1,2,6.0,0.0
333.0,2,0,2,2.0,0.0
327.0,7,1,2,2.0,0.0
327.0,7,1,2,2.0,0.0
333.0,5,0,2,2.0,0.0
332.0,5,0,2,2.0,0.0
325.0,5,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
333.0,5,0,2,2.0,0.0
329.0,5,0,2,2.0,0.0
322.0,5,1,2,2.0,0.0
326.0,6,1,2,2.0,0.0
326.0,6,1,2,6.0,4.0
321.0,6,1,3,2.0,0.0
325.9,6,1,3,3.0,2.0
325.0,6,1,2,3.0,0.0
333.0,6,0,2,4.0,0.0
322.0,6,1,3,2.0,0.0
323.0,6,1,3,4.0,0.0
321.0,2,1,2,2.0,0.0
321.0,2,1,2,2.0,0.0
322.0,3,1,2,2.0,0.0
321.0,6,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
323.0,5,1,1,1.0,0.0
327.0,5,1,1,3.0,0.0
322.0,4,1,2,2.0,0.0
323.0,1,1,2,2.0,0.0
328.0,3,1,2,8.0,4.0
325.0,3,1,2,2.0,0.0
330.0,3,0,3,2.0,0.0
322.0,3,1,1,3.0,0.0
322.0,3,1,2,2.0,0.0
321.0,2,1,2,2.0,0.0
329.0,7,0,2,2.0,1.0
321.0,3,1,2,2.0,0.0
326.0,5,0,2,2.0,0.0
322.0,5,1,1,2.0,0.0
322.0,5,1,1,2.0,0.0
329.0,6,0,2,2.0,0.0
323.0,7,1,2,2.0,0.0
325.5,7,1,2,5.0,0.0
321.0,1,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
332.0,1,0,1,2.0,0.0
325.0,4,1,2,4.0,1.0
321.0,2,1,2,1.0,0.0
327.0,2,1,2,1.0,0.0
329.0,2,1,2,2.0,0.0
322.0,5,1,2,2.0,0.0
330.0,2,0,2,2.0,0.0
321.0,2,1,2,2.0,0.0
322.0,2,1,2,2.0,0.0
323.0,2,1,2,2.0,0.0
321.0,3,1,2,2.0,0.0
321.0,3,1,2,3.0,0.0
322.0,3,1,3,2.0,0.0
321.0,1,1,2,2.0,0.0
321.0,3,1,2,2.0,0.0
328.0,3,1,2,2.0,0.0
321.0,3,1,2,2.0,0.0
330.0,2,1,2,3.0,0.0
332.0,2,1,2,2.0,0.0
322.0,6,1,3,4.0,0.0
327.0,7,1,2,2.0,0.0
321.0,7,1,2,2.0,0.0
322.0,1,1,2,3.0,1.0
323.0,1,1,2,2.0,0.0
323.0,2,1,2,2.0,0.0
332.0,2,0,2,3.0,0.0
324.0,2,1,3,2.0,0.0
321.0,2,1,2,3.0,0.0
321.0,7,1,2,2.0,1.0
328.0,2,0,3,2.0,0.0
325.0,3,1,2,2.0,0.0
323.0,3,1,2,2.0,0.0
321.0,3,1,2,2.0,0.0
323.0,3,1,1,2.0,0.0
323.0,3,1,2,3.0,0.0
326.0,3,1,2,2.0,0.0
327.0,3,1,2,3.0,0.0
323.0,4,1,2,3.0,0.0
321.0,2,1,2,2.0,0.0
323.0,3,1,2,2.0,0.0
325.0,5,1,3,2.0,0.0
330.0,1,0,2,2.0,0.0
321.0,1,1,2,2.0,0.0
324.0,2,1,2,3.0,1.0
321.0,3,1,1,2.0,0.0
325.0,7,1,2,5.0,0.0
326.0,1,1,2,2.0,2.0
323.0,5,1,2,2.0,0.0
323.0,6,1,2,2.0,0.0
326.0,5,1,2,2.0,0.0
333.0,2,0,2,2.0,0.0
330.0,2,0,2,4.0,0.0
322.0,1,1,2,2.0,0.0
331.0,2,0,2,2.0,0.0
327.0,2,1,2,2.0,1.0
325.0,2,1,2,3.0,0.0
322.0,2,1,3,2.0,0.0
332.0,4,0,2,2.0,0.0
328.0,4,1,2,2.0,0.0
327.0,4,0,1,2.0,0.0
333.0,4,0,2,4.0,0.0
332.0,1,0,2,1.0,0.0
327.0,5,0,3,2.0,0.0
321.0,6,1,3,2.0,0.0
331.0,6,1,2,6.0,0.0
323.0,6,1,2,3.0,0.0
321.0,3,1,2,2.0,0.0
327.0,1,1,2,4.0,0.0
327.0,1,1,2,4.0,0.0
328.0,1,0,2,2.0,0.0
322.0,2,1,2,2.0,0.0
322.0,2,1,2,2.0,0.0
322.0,2,1,2,2.0,0.0
322.0,2,1,2,2.0,0.0
333.0,2,0,2,2.0,0.0
322.0,3,1,2,3.0,0.0
323.0,3,1,2,2.0,0.0
323.0,3,1,2,4.0,0.0
322.0,4,1,3,2.0,0.0
326.0,3,1,2,1.0,1.0
326.0,5,1,2,2.0,0.0
333.0,5,0,1,3.0,0.0
322.0,5,1,1,2.0,0.0
333.0,6,0,1,1.0,0.0
324.0,6,1,3,1.0,0.0
321.0,6,1,2,5.0,0.0
328.0,6,1,2,3.0,0.0
321.0,3,1,2,2.0,1.0
325.0,4,1,2,2.0,0.0
323.0,5,1,1,2.0,0.0
322.0,2,1,2,1.0,0.0
327.0,6,1,2,1.0,0.0
322.0,3,1,2,2.0,0.0
322.0,4,1,3,2.0,0.0
330.0,5,0,3,2.0,0.0
322.0,5,1,1,2.0,0.0
321.0,7,1,2,4.0,0.0
333.0,1,0,2,4.0,0.0
322.0,5,1,2,2.0,0.0
322.0,1,1,2,1.0,0.0
326.0,1,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
321.0,1,1,2,2.0,0.0
330.0,5,0,2,2.0,0.0
326.0,6,1,2,2.0,0.0
321.0,3,1,2,1.0,1.0
324.0,6,1,2,2.0,0.0
331.0,6,0,2,2.0,2.0
326.0,1,1,2,2.0,0.0
321.0,4,1,2,2.0,0.0
328.0,4,1,3,4.0,0.0
323.0,4,1,2,2.0,0.0
327.0,6,1,1,2.0,0.0
323.0,6,1,2,3.0,0.0
330.0,5,0,2,2.0,1.0
333.0,5,0,2,6.0,0.0
322.0,5,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
324.0,6,1,2,3.0,0.0
325.0,6,1,2,2.0,0.0
321.0,7,1,2,2.0,0.0
333.0,1,0,2,2.0,0.0
322.0,1,1,2,4.0,0.0
325.0,1,1,2,2.0,0.0
323.0,1,1,2,2.0,0.0
322.0,5,1,3,2.0,0.0
322.0,2,1,2,3.0,0.0
322.0,5,1,3,2.0,0.0
325.0,3,1,2,2.0,0.0
323.0,6,1,2,2.0,0.0
333.0,3,0,2,2.0,0.0
328.0,3,1,2,3.0,1.0
321.0,3,1,2,2.0,0.0
321.0,4,1,1,2.0,0.0
324.0,4,1,2,2.0,0.0
326.0,4,1,2,4.0,0.0
324.0,4,1,2,2.0,2.0
322.0,5,1,2,2.0,0.0
323.0,5,1,2,2.0,1.0
321.0,5,1,2,2.0,0.0
324.0,5,1,2,2.0,0.0
321.0,5,1,2,2.0,0.0
323.0,6,1,2,3.0,0.0
322.0,6,1,3,2.0,0.0
333.0,6,1,3,2.0,0.0
324.0,6,1,2,1.0,1.0
326.0,6,1,2,2.0,2.0
323.0,2,1,2,2.0,0.0
322.0,2,1,2,1.0,0.0
327.0,2,1,2,1.0,0.0
322.0,2,1,2,1.0,0.0
327.0,2,1,2,3.0,0.0
322.0,2,1,2,2.0,0.0
324.0,2,1,2,2.0,0.0
333.0,2,0,2,2.0,0.0
329.0,2,1,2,2.0,0.0
322.0,2,1,2,2.0,0.0
321.0,3,1,2,2.0,0.0
321.0,3,1,2,5.0,0.0
330.0,4,0,2,5.0,0.0
328.0,3,1,3,2.0,0.0
323.0,6,1,3,2.0,0.0
322.0,4,1,2,2.0,0.0
322.0,4,1,2,2.0,0.0
322.0,3,1,2,2.0,0.0
325.0,4,1,2,2.0,0.0
323.0,4,1,2,3.0,0.0
322.0,4,1,2,2.0,0.0
323.0,1,1,2,2.0,0.0
323.0,5,1,2,2.0,0.0
323.0,5,1,2,4.0,0.0
324.0,6,1,2,2.0,0.0
329.0,6,1,2,2.0,0.0
322.8,6,1,2,3.0,0.0
322.0,6,1,2,2.0,0.0
327.0,6,1,2,3.0,0.0
333.0,6,0,2,3.0,1.0
322.0,6,1,2,3.0,0.0
333.0,7,0,2,3.0,1.0
323.0,7,1,2,10.0,0.0
325.0,7,1,3,2.0,0.0
333.0,7,0,2,11.0,0.0
322.5,7,1,3,2.0,0.0
326.0,7,1,2,2.0,0.0
323.0,1,1,2,2.0,0.0
321.0,1,1,2,1.0,0.0
322.0,5,1,2,2.0,0.0
323.0,5,1,2,3.0,0.0
322.0,6,1,2,3.0,0.0
328.0,2,0,1,2.0,0.0
322.0,6,1,1,2.0,0.0
321.0,5,1,1,2.0,0.0
333.0,3,0,2,3.0,2.0
322.0,6,1,2,3.0,0.0
326.0,4,1,2,2.0,0.0
322.0,5,1,2,1.0,0.0
324.0,5,1,1,4.0,0.0
323.0,5,1,2,3.0,0.0
322.0,4,1,2,2.0,0.0
321.0,6,1,2,3.0,1.0
323.0,6,1,2,2.0,0.0
323.0,6,1,2,4.0,0.0
323.0,6,1,2,3.0,0.0
328.0,7,1,2,1.0,0.0
326.0,1,1,2,5.0,1.0
321.0,4,1,2,2.0,0.0
321.0,2,1,2,2.0,0.0
333.0,2,0,2,2.0,1.0
324.0,2,1,3,2.0,0.0
322.0,4,1,3,2.0,0.0
321.0,3,1,1,2.0,0.0
321.0,4,1,2,2.0,0.0
327.0,4,1,2,4.0,0.0
333.0,4,0,2,4.0,0.0
326.0,4,1,2,3.0,0.0
322.0,1,1,2,3.0,1.0
322.0,5,1,2,4.0,0.0
322.0,5,1,2,3.0,0.0
322.0,5,1,2,2.0,0.0
322.0,5,1,3,2.0,0.0
332.0,5,0,2,2.0,0.0
323.0,6,1,2,2.0,0.0
321.0,6,1,2,2.0,0.0
322.0,6,1,1,1.0,0.0
322.0,1,1,3,2.0,0.0
325.0,1,1,2,4.0,0.0
328.0,1,0,2,2.0,0.0
328.0,1,0,2,2.0,1.0
328.0,1,0,2,2.0,0.0
322.0,1,1,2,2.0,0.0
325.0,1,0,2,4.0,0.0
322.0,5,1,2,2.0,0.0
330.0,2,1,2,2.0,0.0
322.0,2,1,3,2.0,0.0
322.0,2,1,2,2.0,0.0
330.0,3,0,2,2.0,0.0
327.0,4,1,2,3.0,2.0
321.0,5,1,2,2.0,0.0
322.0,6,1,3,2.0,0.0
321.0,6,1,2,3.0,2.0
327.0,6,1,3,2.0,0.0
324.0,6,1,3,3.0,2.0
321.0,6,1,2,5.0,0.0
328.0,2,1,2,2.0,0.0
323.0,2,1,2,3.0,0.0
332.7,7,0,2,1.0,0.0
321.0,3,1,2,2.0,0.0
321.0,3,1,2,2.0,0.0
329.0,4,0,2,2.0,0.0
325.0,7,1,2,2.0,0.0
324.0,7,1,2,3.0,1.0
325.0,7,1,3,2.0,1.0
322.0,5,1,1,2.0,0.0
321.0,5,1,2,2.0,0.0
329.0,2,0,2,2.0,0.0
330.0,1,0,2,3.0,0.0
333.0,7,0,2,2.0,0.0
321.0,6,1,2,2.0,0.0
329.0,5,1,2,4.0,4.0
328.0,7,0,2,2.0,0.0
321.0,2,1,2,2.0,0.0
322.0,6,1,2,2.0,0.0
332.0,5,1,2,1.0,1.0
322.0,5,1,3,2.0,0.0
328.0,4,0,2,2.0,0.0
326.0,5,0,2,9.0,0.0
325.0,5,1,3,2.0,0.0
321.0,5,1,2,2.0,0.0
322.2,2,1,2,2.0,0.0
327.0,6,1,2,2.0,0.0
329.0,1,0,2,3.0,1.0
322.0,5,1,3,2.0,1.0
323.0,6,1,2,2.0,0.0
323.0,2,1,2,3.0,0.0
321.0,2,1,2,2.0,0.0
