Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Year
26,0,Bachelor's Degree,Social Media Manager,3,55000,Canada,True,2015
32,1,PhD,Research Scientist,10,150000,USA,False,2017
22,0,High School,Receptionist,0,25000,Canada,False,2015
37,1,Bachelor's Degree,Product Manager,13,160000,UK,False,2017
38,0,Master's Degree,Marketing Manager,14,170000,Australia,False,2017
27,1,Bachelor's Degree,Junior Software Engineer,1,55000,Canada,False,2015
31,0,Bachelor's Degree,Marketing Coordinator,4,65000,Canada,False,2015
29,1,Bachelor's Degree,Product Designer,3,60000,Australia,False,2015
34,0,PhD,Research Director,11,160000,Canada,True,2017
26,1,Bachelor's Degree,Marketing Analyst,2,50000,USA,False,2015
31,0,Master's Degree,Financial Manager,8,120000,Australia,False,2016
27,1,Bachelor's Degree,Junior Software Engineer,1,55000,Australia,False,2015
31,0,Bachelor's Degree,Marketing Coordinator,4,65000,UK,False,2015
29,1,Bachelor's Degree,Product Designer,3,60000,UK,False,2015
34,0,PhD,Research Director,11,160000,USA,False,2017
26,1,Bachelor's Degree,Marketing Analyst,2,50000,USA,False,2015
31,0,Master's Degree,Financial Manager,8,120000,Australia,False,2016
27,1,Bachelor's Degree,Software Engineer,3,85000,Australia,True,2015
35,0,Master's Degree,Marketing Director,11,160000,UK,True,2017
24,1,Bachelor's Degree,Financial Analyst,1,55000,UK,False,2015
28,0,PhD,Data Scientist,5,100000,UK,True,2016
32,1,Bachelor's Degree,Project Manager,8,120000,Australia,True,2016
26,0,Bachelor's Degree,Graphic Designer,2,50000,Australia,False,2015
41,1,Master's Degree,Senior Software Engineer,19,185000,Australia,False,2017
29,0,Bachelor's Degree,Digital Marketing Specialist,4,65000,Australia,False,2015
33,1,Bachelor's Degree,Marketing Manager,9,130000,Canada,True,2016
24,0,High School,Sales Associate,0,25000,Canada,False,2015
30,1,Master's Degree,Financial Analyst,6,100000,China,False,2016
26,0,Bachelor's Degree,Social Media Manager,3,55000,China,True,2015
32,1,PhD,Research Scientist,10,150000,Canada,False,2017
22,0,High School,Receptionist,0,25000,Australia,False,2015
37,1,Bachelor's Degree,Product Manager,13,160000,UK,False,2017
38,0,Master's Degree,Marketing Manager,14,170000,UK,True,2017
27,1,Bachelor's Degree,Junior Software Engineer,1,55000,Australia,False,2015
31,0,Bachelor's Degree,Marketing Coordinator,4,65000,China,False,2015
29,1,Bachelor's Degree,Product Designer,3,60000,USA,False,2015
34,0,PhD,Research Director,11,160000,Australia,False,2017
26,1,Bachelor's Degree,Marketing Analyst,2,50000,UK,False,2015
31,0,Master's Degree,Financial Manager,8,120000,UK,False,2016
27,1,Bachelor's Degree,Junior Software Engineer,1,55000,USA,False,2015
31,0,Bachelor's Degree,Marketing Coordinator,4,65000,USA,False,2015
29,1,Bachelor's Degree,Product Designer,3,60000,USA,False,2015
34,0,PhD,Research Director,11,160000,Canada,False,2017
26,1,Bachelor's Degree,Marketing Analyst,2,50000,UK,False,2015
31,0,Master's Degree,Financial Manager,8,120000,USA,False,2016
27,1,Bachelor's Degree,Software Engineer,3,85000,China,False,2015
35,0,Master's Degree,Marketing Director,11,160000,Canada,False,2017
24,1,Bachelor's Degree,Financial Analyst,1,55000,UK,False,2015
28,0,PhD,Data Scientist,5,100000,UK,True,2016
32,1,Bachelor's Degree,Project Manager,8,120000,Australia,False,2016
26,0,Bachelor's Degree,Graphic Designer,2,50000,China,False,2015
41,1,Master's Degree,Senior Software Engineer,19,185000,USA,False,2017
29,0,Bachelor's Degree,Digital Marketing Specialist,4,65000,Canada,False,2015
33,1,Bachelor's Degree,Marketing Manager,9,130000,Australia,True,2016
24,0,High School,Sales Associate,0,25000,USA,True,2015
30,1,Master's Degree,Financial Analyst,6,100000,USA,True,2016
26,0,Bachelor's Degree,Social Media Man,7,100000,USA,False,2016
31,1,Bachelor's Degree,Software Engineer,7,120000,Australia,True,2016
26,0,Bachelor's Degree,Graphic Designer,2,50000,USA,True,2015
33,1,Master's Degree,Marketing Manager,9,130000,USA,True,2016
29,0,High School,Customer Service Representative,3,35000,UK,False,2015
36,1,PhD,Research Scientist,13,160000,UK,True,2017
27,0,Bachelor's Degree,Marketing Coordinator,2,50000,China,False,2015
31,1,Bachelor's Degree,Project Manager,6,100000,USA,True,2016
28,0,Master's Degree,Financial Analyst,4,80000,UK,False,2015
25,1,Bachelor's Degree,Software Engineer,1,60000,Canada,False,2015
30,0,Bachelor's Degree,Sales Manager,5,90000,USA,False,2016
34,1,PhD,Research Director,11,170000,UK,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Canada,True,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Canada,False,2016
24,0,High School,Receptionist,0,25000,Australia,False,2015
37,1,Master's Degree,Marketing Director,14,180000,Canada,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,Australia,False,2017
26,1,Bachelor's Degree,Product Designer,2,50000,Australia,False,2015
31,0,PhD,Data Scientist,8,140000,Australia,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Australia,True,2015
33,0,Master's Degree,Marketing Manager,9,130000,China,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,China,False,2015
36,0,PhD,Research Scientist,12,160000,UK,False,2017
25,1,Bachelor's Degree,Product Manager,1,55000,USA,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,85000,USA,False,2016
34,1,PhD,Research Director,11,170000,USA,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Canada,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,China,False,2016
24,0,High School,Receptionist,0,25000,Australia,False,2015
37,1,Master's Degree,Marketing Director,14,180000,Australia,True,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,USA,True,2017
26,1,Bachelor's Degree,Product Designer,2,50000,USA,False,2015
31,0,PhD,Data Scientist,8,140000,China,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,China,True,2015
33,0,Master's Degree,Marketing Manager,9,130000,Canada,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,USA,True,2015
36,0,PhD,Research Scientist,12,160000,USA,True,2017
25,1,Bachelor's Degree,Product Manager,1,55000,China,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,85000,Canada,False,2016
34,1,PhD,Research Director,11,170000,Canada,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,UK,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,China,False,2016
24,0,High School,Receptionist,0,25000,Australia,False,2015
37,1,Master's Degree,Marketing Director,14,180000,China,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,China,False,2017
26,1,Bachelor's Degree,Product Designer,2,50000,Australia,False,2015
31,0,PhD,Data Scientist,8,140000,Canada,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,UK,True,2015
33,0,Master's Degree,Marketing Manager,9,130000,USA,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,China,True,2015
36,0,PhD,Research Scientist,12,160000,China,False,2017
25,1,Bachelor's Degree,Product Manager,1,55000,China,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,85000,Canada,True,2016
34,1,PhD,Research Director,11,170000,China,True,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Australia,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Australia,True,2016
24,0,High School,Receptionist,0,25000,China,False,2015
37,1,Master's Degree,Marketing Director,14,180000,UK,True,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,Australia,True,2017
26,1,Bachelor's Degree,Product Designer,2,50000,Australia,True,2015
31,0,PhD,Data Scientist,8,140000,UK,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,UK,True,2015
33,0,Master's Degree,Marketing Manager,9,130000,China,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Canada,False,2015
36,0,PhD,Research Scientist,12,160000,UK,True,2017
25,1,Bachelor's Degree,Product Manager,1,55000,China,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,85000,UK,False,2016
34,1,PhD,Research Director,11,170000,Canada,True,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,USA,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Australia,False,2016
24,0,High School,Receptionist,0,25000,USA,False,2015
37,1,Master's Degree,Marketing Director,14,180000,China,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,Canada,True,2017
26,1,Bachelor's Degree,Product Designer,2,50000,Canada,False,2015
31,0,PhD,Data Scientist,8,140000,Australia,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Canada,True,2015
33,0,Master's Degree,Marketing Manager,9,130000,USA,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,USA,False,2015
36,0,PhD,Research Scientist,12,160000,China,True,2017
25,1,Bachelor's Degree,Product Manager,1,55000,UK,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,85000,China,False,2016
34,1,PhD,Research Director,11,170000,UK,True,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,China,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Australia,True,2016
24,0,High School,Receptionist,0,25000,Canada,True,2015
37,1,Master's Degree,Marketing Director,14,180000,Canada,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,Canada,True,2017
26,1,Bachelor's Degree,Product Designer,2,50000,Australia,False,2015
31,0,PhD,Data Scientist,8,140000,UK,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,USA,True,2015
33,0,Master's Degree,Marketing Manager,9,130000,China,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,China,False,2015
36,0,PhD,Research Scientist,12,160000,Canada,True,2017
25,1,Bachelor's Degree,Product Manager,1,55000,Canada,True,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,85000,China,False,2016
34,1,PhD,Research Director,11,170000,China,True,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Canada,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,USA,True,2016
24,0,High School,Receptionist,0,25000,UK,False,2015
37,1,Master's Degree,Marketing Director,14,180000,USA,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,China,False,2017
26,1,Bachelor's Degree,Product Designer,2,50000,UK,True,2015
31,0,PhD,Data Scientist,8,140000,China,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,China,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,Canada,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,UK,False,2015
36,0,PhD,Research Scientist,12,160000,China,False,2017
25,1,Bachelor's Degree,Product Manager,1,55000,Canada,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,85000,Australia,True,2016
34,1,PhD,Research Director,11,170000,UK,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,UK,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Canada,False,2016
24,0,High School,Receptionist,0,25000,Canada,False,2015
37,1,Master's Degree,Marketing Director,14,180000,Canada,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,China,True,2017
26,1,Bachelor's Degree,Product Designer,2,50000,USA,False,2015
31,0,PhD,Data Scientist,8,140000,China,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,USA,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,USA,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,USA,False,2015
36,0,PhD,Research Scientist,12,160000,Australia,False,2017
25,1,Bachelor's Degree,Product Manager,1,55000,Australia,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,85000,Canada,False,2016
34,1,PhD,Research Director,11,170000,China,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Canada,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,China,False,2016
24,0,High School,Receptionist,0,25000,Canada,True,2015
37,1,Master's Degree,Marketing Director,14,180000,USA,False,2017
28,0,Bachelor's Degree,Marketing Coordinator,3,60000,UK,False,2015
33,1,Master's Degree,Software Engineer,9,120000,Canada,False,2016
26,0,Bachelor's Degree,Graphic Designer,1,45000,Australia,False,2015
29,1,Bachelor's Degree,Product Manager,5,80000,Australia,True,2016
35,0,PhD,Research Scientist,11,150000,UK,True,2017
27,1,Bachelor's Degree,Software Engineer,2,65000,Australia,True,2015
31,0,Bachelor's Degree,Marketing Manager,7,100000,UK,False,2016
28,1,Master's Degree,Financial Analyst,4,90000,Canada,False,2015
24,0,Bachelor's Degree,Marketing Analyst,0,40000,UK,True,2015
30,1,Bachelor's Degree,Project Manager,6,110000,Australia,False,2016
34,0,PhD,Research Director,12,170000,UK,False,2017
27,1,Bachelor's Degree,Software Engineer,3,75000,Canada,True,2015
33,0,Master's Degree,Marketing Manager,8,120000,USA,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,USA,False,2015
25,0,High School,Customer Service Representative,1,30000,Canada,True,2015
36,1,PhD,Research Scientist,13,180000,China,True,2017
39,0,Bachelor's Degree,Financial Manager,15,200000,UK,False,2017
26,1,Bachelor's Degree,Product Designer,1,50000,USA,True,2015
31,0,PhD,Data Scientist,8,140000,USA,False,2016
28,1,Bachelor's Degree,Marketing Analyst,3,65000,UK,False,2015
32,0,Bachelor's Degree,Product Manager,7,110000,Australia,False,2016
24,1,High School,Delivery Driver,0,28000,UK,True,2015
37,1,Master's Degree,Marketing Director,14,190000,Canada,False,2017
39,0,Bachelor's Degree,Financial Manager,16,210000,UK,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,China,False,2015
31,0,PhD,Data Scientist,8,140000,UK,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Canada,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,UK,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,USA,False,2015
36,0,PhD,Research Scientist,12,170000,Australia,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,USA,True,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,USA,True,2016
34,1,PhD,Research Director,11,160000,USA,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,China,True,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Canada,False,2016
24,0,High School,Receptionist,0,25000,USA,False,2015
37,1,Master's Degree,Marketing Director,14,190000,China,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,Australia,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,USA,False,2015
31,0,PhD,Data Scientist,8,140000,UK,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,China,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,Canada,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Australia,False,2015
36,0,PhD,Research Scientist,12,170000,China,True,2017
25,1,Bachelor's Degree,Product Manager,1,60000,UK,True,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,Canada,False,2016
34,1,PhD,Research Director,11,160000,China,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,UK,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,China,False,2016
24,0,High School,Receptionist,0,25000,Australia,True,2015
37,1,Master's Degree,Marketing Director,14,190000,Australia,True,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,USA,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,Canada,True,2015
31,0,PhD,Data Scientist,8,140000,China,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Canada,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,China,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Canada,False,2015
36,0,PhD,Research Scientist,12,170000,UK,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,Australia,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,UK,False,2016
34,1,PhD,Research Director,11,160000,Canada,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,UK,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,UK,False,2016
24,0,High School,Receptionist,0,25000,Canada,False,2015
37,1,Master's Degree,Marketing Director,14,190000,USA,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,UK,True,2017
26,1,Bachelor's Degree,Product Designer,2,55000,China,True,2015
31,0,PhD,Data Scientist,8,140000,USA,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,China,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,USA,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,UK,False,2015
36,0,PhD,Research Scientist,12,170000,USA,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,USA,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,UK,False,2016
34,1,PhD,Research Director,11,160000,Canada,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Australia,True,2015
32,1,Bachelor's Degree,Product Manager,7,120000,UK,True,2016
24,0,High School,Receptionist,0,25000,USA,False,2015
37,1,Master's Degree,Marketing Director,14,190000,Canada,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,UK,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,Canada,False,2015
31,0,PhD,Data Scientist,8,140000,Canada,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Canada,True,2015
33,0,Master's Degree,Marketing Manager,9,130000,UK,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,UK,False,2015
36,0,PhD,Research Scientist,12,170000,Australia,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,USA,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,Canada,False,2016
34,1,PhD,Research Director,11,160000,Australia,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Australia,True,2015
32,1,Bachelor's Degree,Product Manager,7,120000,China,False,2016
24,0,High School,Receptionist,0,25000,China,False,2015
37,1,Master's Degree,Marketing Director,14,190000,China,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,Canada,True,2017
26,1,Bachelor's Degree,Product Designer,2,55000,Canada,False,2015
31,0,PhD,Data Scientist,8,140000,UK,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Canada,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,USA,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Canada,True,2015
36,0,PhD,Research Scientist,12,170000,UK,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,Australia,True,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,USA,False,2016
34,1,PhD,Research Director,11,160000,Canada,True,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,UK,True,2015
32,1,Bachelor's Degree,Product Manager,7,120000,USA,False,2016
24,0,High School,Receptionist,0,25000,UK,False,2015
37,1,Master's Degree,Marketing Director,14,190000,UK,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,UK,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,Canada,False,2015
31,0,PhD,Data Scientist,8,140000,UK,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,USA,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,UK,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Canada,False,2015
36,0,PhD,Research Scientist,12,170000,UK,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,USA,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,False,2016
34,1,PhD,Research Director,11,160000,USA,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,USA,True,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Australia,False,2016
24,0,High School,Receptionist,0,25000,Australia,False,2015
37,1,Master's Degree,Marketing Director,14,190000,Australia,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,Canada,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,Australia,False,2015
31,0,PhD,Data Scientist,8,140000,USA,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,China,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,Canada,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,USA,False,2015
29,1,Bachelor's Degree,Software Engineer,3,75000,USA,False,2015
32,0,Master's Degree,Marketing Manager,8,120000,UK,False,2016
27,1,Bachelor's Degree,Product Manager,2,65000,USA,False,2015
30,0,PhD,Data Scientist,6,100000,USA,False,2016
36,1,Bachelor's Degree,Financial Analyst,11,150000,China,False,2017
28,0,Bachelor's Degree,Marketing Coordinator,3,60000,Australia,False,2015
33,1,Master's Degree,Software Engineer,9,120000,UK,False,2016
26,0,Bachelor's Degree,Graphic Designer,1,45000,China,False,2015
29,1,Bachelor's Degree,Product Manager,5,80000,UK,False,2016
35,0,PhD,Research Scientist,11,150000,UK,False,2017
27,1,Bachelor's Degree,Software Engineer,2,65000,USA,False,2015
31,0,Bachelor's Degree,Marketing Manager,7,100000,China,False,2016
28,1,Master's Degree,Financial Analyst,4,90000,USA,False,2015
24,0,Bachelor's Degree,Marketing Analyst,0,40000,Australia,False,2015
30,1,Bachelor's Degree,Project Manager,6,110000,USA,False,2016
34,0,PhD,Research Director,12,170000,USA,False,2017
27,1,Bachelor's Degree,Software Engineer,3,75000,Australia,False,2015
33,0,Master's Degree,Marketing Manager,8,120000,UK,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,UK,True,2015
25,0,High School,Customer Service Representative,1,30000,USA,False,2015
36,1,PhD,Research Scientist,13,180000,Canada,False,2017
39,0,Bachelor's Degree,Financial Manager,15,200000,China,False,2017
26,1,Bachelor's Degree,Product Designer,1,50000,USA,True,2015
31,0,PhD,Data Scientist,8,140000,USA,True,2016
28,1,Bachelor's Degree,Marketing Analyst,3,65000,UK,False,2015
32,0,Bachelor's Degree,Product Manager,7,110000,UK,False,2016
24,1,High School,Delivery Driver,0,28000,Australia,True,2015
37,1,Master's Degree,Marketing Director,14,190000,USA,True,2017
39,0,Bachelor's Degree,Financial Manager,16,210000,UK,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,Canada,True,2015
31,0,PhD,Data Scientist,8,140000,Australia,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,UK,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,Australia,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,USA,False,2015
36,0,PhD,Research Scientist,12,170000,USA,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,UK,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,USA,False,2016
34,1,PhD,Research Director,11,160000,Australia,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Australia,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,China,False,2016
24,0,High School,Receptionist,0,25000,Australia,False,2015
37,1,Master's Degree,Marketing Director,14,190000,Australia,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,Australia,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,UK,False,2015
31,0,PhD,Data Scientist,8,140000,UK,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Canada,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,China,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,UK,False,2015
36,0,PhD,Research Scientist,12,170000,China,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,UK,True,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,Canada,False,2016
34,1,PhD,Research Director,11,160000,Australia,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,UK,True,2015
32,1,Bachelor's Degree,Product Manager,7,120000,Canada,True,2016
24,0,High School,Receptionist,0,25000,China,False,2015
37,1,Master's Degree,Marketing Director,14,190000,Canada,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,UK,True,2017
26,1,Bachelor's Degree,Product Designer,2,55000,China,False,2015
31,0,PhD,Data Scientist,8,140000,USA,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,China,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,UK,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Australia,False,2015
36,0,PhD,Research Scientist,12,170000,China,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,UK,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,Australia,True,2016
34,1,PhD,Research Director,11,160000,UK,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,Canada,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,UK,True,2016
24,0,High School,Receptionist,0,25000,China,False,2015
37,1,Master's Degree,Marketing Director,14,190000,Australia,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,Australia,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,China,False,2015
31,0,PhD,Data Scientist,8,140000,UK,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,UK,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,USA,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Australia,True,2015
36,0,PhD,Research Scientist,12,170000,UK,True,2017
25,1,Bachelor's Degree,Product Manager,1,60000,China,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,USA,False,2016
34,1,PhD,Research Director,11,160000,UK,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,USA,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,USA,False,2016
24,0,High School,Receptionist,0,25000,UK,False,2015
37,1,Master's Degree,Marketing Director,14,190000,China,True,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,Australia,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,Canada,False,2015
31,0,PhD,Data Scientist,8,140000,UK,True,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Canada,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,China,True,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,China,False,2015
36,0,PhD,Research Scientist,12,170000,UK,True,2017
25,1,Bachelor's Degree,Product Manager,1,60000,USA,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,USA,False,2016
34,1,PhD,Research Director,11,160000,Canada,False,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,China,False,2015
32,1,Bachelor's Degree,Product Manager,7,120000,USA,False,2016
24,0,High School,Receptionist,0,25000,UK,False,2015
37,1,Master's Degree,Marketing Director,14,190000,Australia,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,UK,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,UK,False,2015
31,0,PhD,Data Scientist,8,140000,Canada,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,USA,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,USA,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,Australia,False,2015
36,0,PhD,Research Scientist,12,170000,China,False,2017
25,1,Bachelor's Degree,Product Manager,1,60000,Canada,False,2015
30,0,Bachelor's Degree,Marketing Coordinator,5,90000,USA,False,2016
34,1,PhD,Research Director,11,160000,Canada,True,2017
28,0,Bachelor's Degree,Marketing Analyst,3,60000,USA,True,2015
32,1,Bachelor's Degree,Product Manager,7,120000,USA,True,2016
24,0,High School,Receptionist,0,25000,UK,False,2015
37,1,Master's Degree,Marketing Director,14,190000,Australia,False,2017
39,0,Bachelor's Degree,Financial Manager,16,200000,Canada,False,2017
26,1,Bachelor's Degree,Product Designer,2,55000,UK,True,2015
31,0,PhD,Data Scientist,8,140000,Australia,False,2016
29,1,Bachelor's Degree,Marketing Analyst,4,70000,Canada,False,2015
33,0,Master's Degree,Marketing Manager,9,130000,USA,False,2016
27,1,Bachelor's Degree,Software Engineer,3,80000,USA,False,2015
36,0,PhD,Research Scientist,12,170000,Australia,True,2017
25,1,Bachelor's Degree,Product Manager,1,60000,Australia,True,2015
